key	forename	family_name	clan_name	other_name	weight	unique	art_set_override	is_male	voiceover_actor	min_rounds_to_stay_in_a_pool	max_rounds_to_stay_in_a_pool	max_rounds_in_all_pools_before_destroyed	spawn_age_range	min_spawn_round	max_spawn_round	can_be_born	ai_skill_generation	subtype
#character_generation_templates_tables;14;db/character_generation_templates_tables/ironic_baekje_characters																		
ironic_template_historical_buyeo_gusu_ironic_hero_fire	7654362	7654411	0	0	100.0000	true	3k_main_art_set_historical_buyeo_gusu	true	vo_actor_group_generic_male_fire_2_general	2	6	20	3k_mod_age_fixed_historical_buyeo_gusu_ironic_hero_fire	6	50	false	default_character_skill_selection_policy	3k_general_fire
ironic_template_historical_buyeo_goi_ironic_hero_earth	7654363	7654411	0	0	100.0000	true	3k_mod_art_set_historical_buyeo_goi_general	true	vo_actor_group_generic_male_earth_2_general	2	6	20	3k_mod_age_fixed_historical_buyeo_goi_ironic_hero_earth	6	50	false	default_character_skill_selection_policy	3k_general_earth
ironic_template_historical_buyeo_usu_ironic_hero_water	7654364	7654411	0	0	100.0000	true	3k_main_art_set_historical_buyeo_usu	true	vo_actor_group_generic_male_water_2_general	2	6	20	3k_mod_age_fixed_historical_buyeo_usu_ironic_hero_water	6	50	false	default_character_skill_selection_policy	3k_general_water
ironic_template_historical_buyeo_jil_ironic_hero_water	7654386	7654411	0	0	100.0000	true	3k_mod_art_set_historical_buyeo_jil_general	true	vo_actor_group_generic_male_water_2_general	2	6	20	3k_mod_age_fixed_historical_buyeo_jil_ironic_hero_water	6	50	false	default_character_skill_selection_policy	3k_general_water
ironic_template_historical_buyeo_saban_hero_wood	7654409	7654411	0	0	100.0000	true	3k_mod_art_set_historical_buyeo_saban_general	true	vo_actor_group_generic_male_wood_2_general	2	6	20	3k_mod_age_fixed_generated_buyeo_saban_hero_wood	6	50	false	default_character_skill_selection_policy	3k_general_wood
ironic_template_historical_gil_seon_ironic_hero_metal	7654421	7654420	0	0	100.0000	true	3k_mod_art_set_historical_gil_seon_general	true	vo_actor_group_generic_male_metal_2_general	2	6	20	3k_mod_age_fixed_historical_gil_seon_ironic_hero_metal	6	50	false	default_character_skill_selection_policy	3k_general_metal
ironic_template_historical_jin_gwa_ironic_hero_earth	7654423	7654422	0	0	100.0000	true	3k_mod_art_set_historical_jin_gwa_general	true	vo_actor_group_generic_male_earth_2_general	2	6	20	3k_mod_age_fixed_historical_jin_gwa_ironic_hero_earth	6	50	false	default_character_skill_selection_policy	3k_general_earth
ironic_template_historical_jin_chung_ironic_hero_wood	7654424	7654422	0	0	100.0000	true	3k_mod_art_set_historical_jin_chung_general	true	vo_actor_group_generic_male_wood_2_general	2	6	20	3k_mod_age_fixed_historical_jin_chung_ironic_hero_wood	6	50	false	default_character_skill_selection_policy	3k_general_wood
ironic_template_historical_jin_mul_ironic_hero_fire	7654425	7654422	0	0	100.0000	true	3k_mod_art_set_historical_jin_mul_general	true	vo_actor_group_generic_male_fire_2_general	2	6	20	3k_mod_age_fixed_historical_jin_mul_ironic_hero_fire	6	50	false	default_character_skill_selection_policy	3k_general_fire
ironic_template_historical_jin_ga_ironic_hero_water	7654426	7654422	0	0	100.0000	true	3k_mod_art_set_historical_jin_ga_general	true	vo_actor_group_generic_male_water_2_general	2	6	20	3k_mod_age_fixed_historical_jin_ga_ironic_hero_water	6	50	false	default_character_skill_selection_policy	3k_general_water
ironic_template_historical_hoe_hoe_ironic_hero_earth	7654428	7654427	0	0	100.0000	true	3k_mod_art_set_historical_hoe_hoe_general	true	vo_actor_group_generic_male_earth_2_general	2	6	20	3k_mod_age_fixed_historical_hoe_hoe_ironic_hero_earth	6	50	false	default_character_skill_selection_policy	3k_general_earth
ironic_template_historical_woo_du_ironic_hero_water	7654430	7654429	0	0	100.0000	true	3k_mod_art_set_historical_woo_du_general	true	vo_actor_group_generic_male_water_2_general	2	6	20	3k_mod_age_fixed_historical_woo_du_ironic_hero_water	6	50	false	default_character_skill_selection_policy	3k_general_water
ironic_template_historical_go_su_ironic_hero_fire	7654431	7654341	0	0	100.0000	true	3k_mod_art_set_historical_go_su_general	true	vo_actor_group_generic_male_fire_2_general	2	6	20	3k_mod_age_fixed_historical_go_su_ironic_hero_fire	6	50	false	default_character_skill_selection_policy	3k_general_fire
ironic_template_historical_yu_gi_ironic_hero_earth	7654433	7654432	0	0	100.0000	true	3k_mod_art_set_historical_yu_gi_general	true	vo_actor_group_generic_male_earth_2_general	2	6	20	3k_mod_age_fixed_historical_yu_gi_ironic_hero_earth	6	50	false	default_character_skill_selection_policy	3k_general_earth
ironic_template_historical_gon_no_ironic_hero_metal	7654435	7654434	0	0	100.0000	true	3k_mod_art_set_historical_gon_no_general	true	vo_actor_group_generic_male_metal_2_general	2	6	20	3k_mod_age_fixed_historical_gon_no_ironic_hero_metal	6	50	false	default_character_skill_selection_policy	3k_general_metal
ironic_template_ancestral_buyeo_giru	7654398	7654411	0	0	50.5000	true	3k_korea_art_set_generic_male_24_general_earth	true	vo_actor_group_generic_any_male_earth_general	2	6	999	3k_mod_age_fixed_generated_buyeo_giru_hero_earth	-1	-1	false	default_character_skill_selection_policy	3k_general_earth
ironic_template_ancestral_buyeo_gaeru	7654361	7654411	0	0	50.5000	true	3k_korea_art_set_generic_male_23_general_fire	true	vo_actor_group_generic_any_male_fire_general	2	6	999	3k_mod_age_fixed_generated_buyeo_gaeru_hero_fire	-1	-1	false	default_character_skill_selection_policy	3k_general_fire
