key	forename	family_name	clan_name	other_name	weight	unique	art_set_override	is_male	voiceover_actor	min_rounds_to_stay_in_a_pool	max_rounds_to_stay_in_a_pool	max_rounds_in_all_pools_before_destroyed	spawn_age_range	min_spawn_round	max_spawn_round	can_be_born	ai_skill_generation	subtype
#character_generation_templates_tables;14;db/character_generation_templates_tables/ironiccharacters																		
3k_main_template_historical_sun_jing_hero_wood	1003088502	2142516540	0	0	50.5000	true	ep_art_set_historical_sima_ai_general	true	vo_actor_group_general_Sima_Ai	2	6	999	3k_dlc04_age_fixed_historical_guo_sheng_metal	-1	-1	false	default_character_skill_selection_policy	3k_general_wood
3k_main_template_generated_wu_hua_hero_fire	1183299481	1780015206	0	0	100.0000	true	3k_main_art_set_generic_male_30_general_fire	true	vo_actor_group_generic_any_male_fire_general	2	6	999	3k_dlc04_age_fixed_historical_chu_gong_metal	-1	-1	false	default_character_skill_selection_policy	3k_general_fire
3k_main_template_historical_yufuluo_hero_earth	0	1676620640	0	0	1.0000	true	3k_main_art_set_historical_yufuluo_general	true	vo_actor_group_generic_any_male_earth_general	2	6	999	3k_dlc06_age_fixed_historical_king_shamoke_nanman	-1	-1	false	default_character_skill_selection_policy	3k_general_earth
3k_main_template_historical_qiulijiu_hero_fire	0	506941283	0	0	1.0000	true	3k_main_art_set_historical_qiulijiu_general	true	vo_actor_group_generic_any_male_fire_general	2	6	999	3k_dlc07_age_fixed_generated_wan_bing_hero_fire	-1	-1	false	default_character_skill_selection_policy	3k_general_fire
3k_main_template_historical_wu_ju_hero_earth	506941544	506941543	0	0	1.0000	true	3k_main_art_set_historical_qiao_mao_general	true	vo_actor_group_generic_any_male_earth_general	2	6	999	3k_dlc06_age_fixed_historical_ahuinan_nanman	-1	-1	false	default_character_skill_selection_policy	3k_general_earth
3k_main_template_historical_lai_gong_hero_fire	671721176	1290355167	0	0	1.0000	true	3k_main_art_set_historical_yang_yi_general	true	vo_actor_group_generic_any_male_earth_general	2	6	999	3k_main_age_fixed_historical_ren_jun_hero_water	-1	-1	false	default_character_skill_selection_policy	3k_general_fire
3k_main_template_historical_zhang_xian_hero_metal	93563	93562	0	0	1.0000	true	3k_main_art_set_historical_bian_zhang_general	true	vo_actor_group_generic_any_male_metal_general	2	6	999	3k_dlc04_age_fixed_historical_bu_si_metal	-1	-1	false	default_character_skill_selection_policy	3k_general_metal
3k_main_template_historical_liu_pan_hero_earth	282952212	2012172474	0	0	1.0000	true	3k_main_art_set_historical_feng_fang_general	true	vo_actor_group_generic_any_male_earth_general	2	6	999	3k_dlc05_age_fixed_historical_zhou_bo_hero_earth	-1	-1	false	default_character_skill_selection_policy	3k_general_earth
3k_main_template_historical_chen_wen_hero_water	686123791	1501895880	0	0	1.0000	true	3k_main_art_set_historical_che_zhou_general	true	vo_actor_group_hero_Chen_Wen	2	6	999	3k_main_age_fixed_historical_geng_wu_hero_earth	-1	-1	false	default_character_skill_selection_policy	3k_general_water
3k_main_template_historical_zhang_jin_hero_fire	1585857911	2132474979	0	0	100.0000	true	3k_main_art_set_historical_yong_kai_general	true	vo_actor_group_generic_any_male_fire_general	2	6	999	3k_main_age_fixed_historical_wang_qi_hero_fire	5	315	false	default_character_skill_selection_policy	3k_general_fire
