auto_id	initial_data_stage	category	slot_index	equipped_ceo	target
#ceo_initial_data_equipments_tables;0;ceo_db/ceo_initial_data_equipments_tables/data__					
1000138656	3k_main_ceo_initial_data_character_historical_zuo_ci_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_black_horse	character_equipment
1000637708	3k_main_ceo_initial_data_character_historical_lu_bu_ancillaries	3k_main_ceo_category_ancillary_armour	0	3k_main_ancillary_armour_lu_bus_armour_unique	character_equipment
1002341664	3k_main_ceo_initial_data_character_historical_geng_wu_ancillaries	3k_main_ceo_category_ancillary_armour	0	3k_main_ancilliary_armour_geng_wu_armour_unique	character_equipment
1002485412	3k_main_ceo_initial_data_character_historical_nanlou_ancillaries	3k_main_ceo_category_ancillary_armour	0	3k_main_ancilliary_armour_nanlou_armour_unique	character_equipment
1004309610	3k_main_ceo_initial_data_character_historical_gan_ji_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_grey_horse	character_equipment
1005375368	3k_main_ceo_initial_data_character_historical_fa_zheng_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_single_edged_sword_common	character_equipment
1006659117	3k_main_ceo_initial_data_character_historical_huang_anbao_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_black_horse	character_equipment
1007642624	3k_main_ceo_initial_data_character_historical_Li_Dian_ancillaries	3k_main_ceo_category_ancillary_armour	0	3k_main_ancilliary_armour_Li_Dian_armour_unique	character_equipment
1008385948	3k_mtu_ceo_initial_data_character_historical_lady_diao_chan_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_black_horse	character_equipment
1009277687	3k_main_ceo_initial_data_character_historical_gujin_ancillaries	3k_main_ceo_category_ancillary_accessory	0	3k_main_ancillary_weapon_tribal_recurve_bow_exceptional	character_equipment
1009784577	3k_main_ceo_initial_data_character_historical_liu_biao_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_white_horse	character_equipment
1012530988	3k_main_ceo_initial_data_character_generic_wood_ancillaries_01	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_two_handed_spear_common	character_equipment
1012551774	3k_main_ceo_initial_data_character_historical_cao_xi_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_brown_horse	character_equipment
1012924801	3k_main_ceo_initial_data_character_historical_yang_qiu_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_brown_horse	character_equipment
1013245099	3k_main_ceo_initial_data_character_historical_lady_yang_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_black_horse	character_equipment
1015386971	3k_main_ceo_initial_data_character_historical_zhang_hong_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_black_horse	character_equipment
