auto_id	initial_data_stage	category	slot_index	equipped_ceo	target
#ceo_initial_data_equipments_tables;0;ceo_db/ceo_initial_data_equipments_tables/mounts					
1000138656	3k_main_ceo_initial_data_character_historical_zuo_ci_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_black_horse	character_equipment
1004309610	3k_main_ceo_initial_data_character_historical_gan_ji_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_grey_horse	character_equipment
1006659117	3k_main_ceo_initial_data_character_historical_huang_anbao_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_black_horse	character_equipment
1008385948	3k_mtu_ceo_initial_data_character_historical_lady_diao_chan_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_black_horse	character_equipment
1009784577	3k_main_ceo_initial_data_character_historical_liu_biao_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_white_horse	character_equipment
1012551774	3k_main_ceo_initial_data_character_historical_cao_xi_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_brown_horse	character_equipment
1012924801	3k_main_ceo_initial_data_character_historical_yang_qiu_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_brown_horse	character_equipment
1013245099	3k_main_ceo_initial_data_character_historical_lady_yang_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_black_horse	character_equipment
1015386971	3k_main_ceo_initial_data_character_historical_zhang_hong_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_black_horse	character_equipment
1020255417	3k_main_ceo_initial_data_character_historical_liu_qi_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_red_horse	character_equipment
1023992490	3k_main_ceo_initial_data_character_historical_yufuluo_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_xiongnu_horse	character_equipment
1025834867	3k_main_ceo_initial_data_character_historical_chen_ying_z_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_red_horse	character_equipment
1026980083	3k_dlc04_ceo_initial_data_character_historical_non_deployable_cao_ding_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_grey_horse	character_equipment
1034864368	3k_main_ceo_initial_data_character_historical_handan_shang_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_black_horse	character_equipment
1041131894	3k_main_ceo_initial_data_character_historical_lady_cai_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_white_horse	character_equipment
1042469032	3k_main_ceo_initial_data_character_historical_xun_chen_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_black_horse	character_equipment
1044666973	3k_dlc06_initial_data_stage_character_ancillaries_generic_nanman_fire	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_red_horse	character_equipment
1049333685	3k_main_ceo_initial_data_character_historical_huche_er_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_brown_horse	character_equipment
105422243	3k_main_ceo_initial_data_character_historical_yang_feng_nw_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_red_horse	character_equipment
1055522642	3k_dlc04_ceo_initial_data_character_historical_he_jin_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_grey_horse	character_equipment
1056553946	3k_main_ceo_initial_data_character_historical_cao_zhi_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_black_horse	character_equipment
1058693156	3k_main_ceo_initial_data_character_historical_tian_feng_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_black_horse	character_equipment
106003010	3k_main_ceo_initial_data_character_historical_tao_shang_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_grey_horse	character_equipment
1064322861	3k_main_ceo_initial_data_character_historical_xu_rong_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_brown_horse	character_equipment
1067118813	3k_main_ceo_initial_data_character_historical_ma_ai_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_red_horse	character_equipment
1067479643	3k_main_ceo_initial_data_character_historical_liu_yao_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_grey_horse	character_equipment
1072732638	3k_mtu_ceo_initial_data_character_historical_lady_wu_minyu_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_white_horse	character_equipment
1074971888	3k_main_ceo_initial_data_character_historical_guan_chun_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_black_horse	character_equipment
1078922941	3k_main_ceo_initial_data_character_historical_zhu_jun_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_red_horse	character_equipment
107959712	3k_mtu_ceo_initial_data_character_historical_lady_shi_anicillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_black_horse	character_equipment
1081018154	3k_main_ceo_initial_data_character_historical_xun_yu_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_black_horse	character_equipment
1084430228	3k_main_ceo_initial_data_character_historical_huang_yueying_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_grey_horse	character_equipment
1084683794	3k_main_ceo_initial_data_character_historical_Mi_Heng_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_black_horse	character_equipment
1087435806	3k_main_ceo_initial_data_character_historical_mi_fang_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_grey_horse	character_equipment
1093574109	3k_dlc05_ceo_initial_data_character_historical_mi_fang_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_grey_horse	character_equipment
1094185084	3k_main_ceo_initial_data_character_historical_da_qiao_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_white_horse	character_equipment
1103441151	3k_main_ceo_initial_data_character_historical_cao_de_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_white_horse	character_equipment
1103613327	3k_main_ceo_initial_data_character_historical_Bao_Sanniang_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_red_horse	character_equipment
110547750	3k_main_ceo_initial_data_character_historical_ling_tong_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_brown_horse	character_equipment
1113080710	3k_main_ceo_initial_data_character_historical_taishi_ci_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_grey_horse	character_equipment
1113124826	3k_main_ceo_initial_data_character_historical_tian_yu_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_red_horse	character_equipment
1113693836	3k_main_ceo_initial_data_character_historical_han_xian_ytr_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_black_horse	character_equipment
1118637247	3k_main_ceo_initial_data_character_historical_wang_baolan_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_black_horse	character_equipment
1121009511	3k_main_ceo_initial_data_character_historical_xu_jing_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_black_horse	character_equipment
1121541714	3k_main_ceo_initial_data_character_historical_zhou_yu_renming_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_white_horse	character_equipment
1132645011	3k_main_ceo_initial_data_character_historical_lady_yan_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_white_horse	character_equipment
1133442579	3k_dlc04_ceo_initial_data_character_historical_non_deployable_zhao_zhong_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_brown_horse	character_equipment
1136173766	3k_main_ceo_initial_data_character_historical_gongsun_zan_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_white_horse	character_equipment
1136638729	3k_main_ceo_initial_data_character_historical_yuan_xi_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_white_horse	character_equipment
1140137243	ep_ceo_initial_data_stage_character_historical_sima_ju_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_white_horse	character_equipment
1141580182	3k_main_ceo_initial_data_character_historical_zheng_jiang_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_brown_horse	character_equipment
1144429387	3k_main_ceo_initial_data_character_historical_lei_xu_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_grey_horse	character_equipment
1151525549	3k_main_ceo_initial_data_character_historical_yang_hong_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_grey_horse	character_equipment
1166633468	3k_main_ceo_initial_data_character_historical_cheng_yu_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_black_horse	character_equipment
1173539397	3k_mtu_ceo_initial_data_character_historical_lady_da_qiao_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_white_horse	character_equipment
1173601522	3k_main_ceo_initial_data_character_historical_lady_zhang_shangxiu_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_black_horse	character_equipment
1173744284	3k_main_ceo_initial_data_character_historical_wang_yun_ancillaries	3k_main_ceo_category_ancillary_mount	0	3k_main_ancillary_mount_white_horse	character_equipment
