auto_id	initial_data_stage	category	slot_index	equipped_ceo	target
#ceo_initial_data_equipments_tables;0;ceo_db/ceo_initial_data_equipments_tables/armor					
1000637708	3k_main_ceo_initial_data_character_historical_lu_bu_ancillaries	3k_main_ceo_category_ancillary_armour	0	3k_main_ancillary_armour_lu_bus_armour_unique	character_equipment
1002341664	3k_main_ceo_initial_data_character_historical_geng_wu_ancillaries	3k_main_ceo_category_ancillary_armour	0	3k_main_ancilliary_armour_geng_wu_armour_unique	character_equipment
1002485412	3k_main_ceo_initial_data_character_historical_nanlou_ancillaries	3k_main_ceo_category_ancillary_armour	0	3k_main_ancilliary_armour_nanlou_armour_unique	character_equipment
1007642624	3k_main_ceo_initial_data_character_historical_Li_Dian_ancillaries	3k_main_ceo_category_ancillary_armour	0	3k_main_ancilliary_armour_Li_Dian_armour_unique	character_equipment
1017004132	3k_dlc04_ceo_initial_data_character_historical_non_deployable_song_dian_ancillaries	3k_main_ceo_category_ancillary_armour	0	3k_dlc04_ancillary_armour_non_deployable_armour_red_common	character_equipment
10239822	3k_main_ceo_initial_data_character_historical_deng_zhi_unique_ironic_ancillaries	3k_main_ceo_category_ancillary_armour	0	3k_main_ancilliary_armour_deng_zhi_unique_ironic_armour_unique	character_equipment
102995002	3k_main_ceo_initial_data_character_historical_miao_wanwan_ancillaries	3k_main_ceo_category_ancillary_armour	0	3k_main_ancilliary_armour_miao_wanwan_armour_unique	character_equipment
1032521948	3k_main_ceo_initial_data_character_historical_yuan_yao_ancillaries	3k_main_ceo_category_ancillary_armour	0	3k_main_ancilliary_armour_yuan_yao_armour_unique	character_equipment
1032936208	3k_main_ceo_initial_data_character_historical_xu_rong_ancillaries	3k_main_ceo_category_ancillary_armour	0	3k_main_ancilliary_armour_xu_rong_armour_unique	character_equipment
1034551679	3k_main_ceo_initial_data_character_historical_tian_chou_ancillaries	3k_main_ceo_category_ancillary_armour	0	3k_main_ancilliary_armour_tian_chou_armour_unique	character_equipment
1041122301	3k_main_ceo_initial_data_character_historical_gao_gan_ancillaries	3k_main_ceo_category_ancillary_armour	0	3k_main_ancilliary_armour_gao_gan_armour_unique	character_equipment
1042036207	3k_main_ceo_initial_data_character_historical_Zhang_Chunhua_ancillaries	3k_main_ceo_category_ancillary_armour	0	3k_main_ancilliary_armour_Zhang_Chunhua_armour_unique	character_equipment
1042151562	3k_main_ceo_initial_data_character_historical_Bao_Sanniang_ancillaries	3k_main_ceo_category_ancillary_armour	0	3k_main_ancilliary_armour_Bao_Sanniang_armour_unique	character_equipment
