auto_id	initial_data_stage	category	slot_index	equipped_ceo	target
#ceo_initial_data_equipments_tables;0;ceo_db/ceo_initial_data_equipments_tables/weapons					
1005375368	3k_main_ceo_initial_data_character_historical_fa_zheng_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_single_edged_sword_common	character_equipment
1012530988	3k_main_ceo_initial_data_character_generic_wood_ancillaries_01	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_two_handed_spear_common	character_equipment
102084048	3k_dlc04_ceo_initial_data_character_historical_huangfu_song_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_one_handed_axe_common	character_equipment
1025903093	3k_main_ceo_initial_data_character_historical_xun_you_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_double_edged_sword_common	character_equipment
1036259584	3k_main_ceo_initial_data_character_historical_yue_jiu_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_two_handed_spear_common	character_equipment
103931292	3k_main_ceo_initial_data_character_historical_mei_cheng_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_single_edged_sword_common	character_equipment
104379344	3k_mtu_ceo_initial_data_character_historical_lady_dong_peishan_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_double_edged_sword_common	character_equipment
104503	3k_main_ceo_initial_data_character_historical_zhu_min_ironic_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_single_edged_sword_common	character_equipment
1047639897	3k_main_ceo_initial_data_character_historical_zhang_meng_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_two_handed_spear_common	character_equipment
1047948218	ep_ceo_initial_data_character_generic_metal_ancillaries_02	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_double_edged_sword_common	character_equipment
1053885054	3k_dlc04_ceo_initial_data_character_historical_non_deployable_song_dian_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_single_edged_sword_common	character_equipment
1054593988	3k_main_ceo_initial_data_character_historical_tian_feng_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_double_edged_sword_common	character_equipment
1057374656	3k_main_ceo_initial_data_character_historical_Mohuba_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_double_edged_sword_common	character_equipment
1060328867	3k_mtu_ceo_initial_data_character_historical_lady_xiao_qiao_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_double_edged_sword_common	character_equipment
1060610344	3k_main_ceo_initial_data_character_historical_liu_pingming_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_double_edged_sword_common	character_equipment
1060829833	3k_main_ceo_initial_data_character_historical_liao_hua_ytr_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_two_handed_spear_common	character_equipment
1061515916	3k_main_ceo_initial_data_character_historical_yuan_yao_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_single_edged_sword_common	character_equipment
1062859490	3k_dlc04_ceo_initial_data_character_historical_lu_zhi_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_double_edged_sword_common	character_equipment
1064030289	3k_main_ceo_initial_data_character_historical_lady_ze_deng_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_double_edged_sword_common	character_equipment
1065247631	3k_main_ceo_initial_data_character_historical_lu_shang_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_two_handed_spear_common	character_equipment
1066085090	3k_main_ceo_initial_data_character_historical_zang_ba_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_two_handed_spear_common	character_equipment
1080243914	3k_main_ceo_initial_data_character_historical_Man_Chong_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_two_handed_spear_common	character_equipment
1080388969	3k_ytr_ceo_initial_data_character_generic_wood_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_two_handed_spear_common	character_equipment
1081205491	3k_main_ceo_initial_data_character_historical_yuan_yin_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_single_edged_sword_common	character_equipment
1087694805	3k_main_ceo_initial_data_character_historical_zhu_hao_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_two_handed_spear_common	character_equipment
1089032557	3k_dlc04_ceo_initial_data_character_historical_non_deployable_sun_zhang_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_single_edged_sword_common	character_equipment
1091446200	3k_ytr_ceo_initial_data_stage_character_traits_historical_he_man	3k_main_ceo_category_ancillary_weapon	0	3k_ytr_ancillary_weapon_dual_maces_refined	character_equipment
1092440562	3k_main_ceo_initial_data_character_historical_qin_yilu_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_two_handed_spear_common	character_equipment
109462098	ep_ceo_initial_data_character_historical_sima_liang_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_two_handed_spear_refined	character_equipment
1095390662	3k_main_ceo_initial_data_character_historical_lady_sun_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_mtu_ancillary_weapon_shengxie	character_equipment
1096367295	ep_ceo_initial_data_character_historical_sima_lun_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_dual_swords_refined	character_equipment
1097728522	3k_main_ceo_initial_data_character_historical_liu_biao_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_single_edged_sword_common	character_equipment
109925	3k_main_ceo_initial_data_character_historical_mao_jie_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_single_edged_sword_common	character_equipment
1100348587	ep_ceo_initial_data_stage_character_historical_cao_huan_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_double_edged_sword_common	character_equipment
1103183790	3k_main_ceo_initial_data_character_historical_bao_xin_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_double_edged_sword_common	character_equipment
1104762235	3k_main_ceo_initial_data_character_historical_Liu_Feng_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_two_handed_spear_common	character_equipment
1115106673	3k_main_ceo_initial_data_character_historical_chen_lan_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_two_handed_spear_common	character_equipment
1116620927	3k_main_ceo_initial_data_character_historical_Li_Dian_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_double_edged_sword_common	character_equipment
1122325149	3k_main_ceo_initial_data_character_historical_mi_fang_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_double_edged_sword_common	character_equipment
112876	3k_main_ceo_initial_data_character_historical_he_qi_ironic_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_two_handed_spear_common	character_equipment
1129098654	3k_main_ceo_initial_data_character_historical_zhang_yanyan_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_double_edged_sword_common	character_equipment
1129152763	3k_main_ceo_initial_data_character_historical_cao_xiu_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_two_handed_spear_exceptional	character_equipment
1137153013	3k_main_ceo_initial_data_character_historical_han_hao_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_two_handed_spear_exceptional	character_equipment
1139430140	3k_main_ceo_initial_data_character_historical_ju_shou_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_single_edged_sword_common	character_equipment
1139859446	3k_main_ceo_initial_data_character_historical_da_qiao_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_dual_swords_common	character_equipment
1142712004	ep_ceo_initial_data_character_generic_wood_ancillaries_01	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_two_handed_spear_common	character_equipment
1146518396	3k_main_ceo_initial_data_character_historical_huchuquan_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_double_edged_sword_common	character_equipment
1149993998	3k_main_ceo_initial_data_character_historical_huang_zu_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_two_handed_spear_common	character_equipment
1151094930	3k_main_ceo_initial_data_character_historical_zhang_xiu_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_two_handed_spear_common	character_equipment
1152603629	3k_mtu_ceo_initial_data_character_historical_lady_fei_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_ceremonial_sword_refined	character_equipment
1159213229	3k_main_ceo_initial_data_character_historical_yang_ren_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_two_handed_spear_common	character_equipment
1164609577	3k_main_ceo_initial_data_character_historical_liu_dai_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_single_edged_sword_common	character_equipment
1166284644	3k_main_ceo_initial_data_character_historical_yin_li_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_double_edged_sword_common	character_equipment
1169441508	3k_main_ceo_initial_data_character_historical_QIianman_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_double_edged_sword_common	character_equipment
1169713586	3k_main_ceo_initial_data_character_historical_liu_shang_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_double_edged_sword_common	character_equipment
11722241	3k_main_ceo_initial_data_character_historical_zhang_ni_unique_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_two_handed_spear_common	character_equipment
1173600705	3k_main_ceo_initial_data_character_historical_zhao_wei_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_double_edged_sword_common	character_equipment
1178089554	3k_ytr_ceo_initial_data_character_generic_metal_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_double_edged_sword_common	character_equipment
1178959642	3k_main_ceo_initial_data_character_historical_zhang_hong_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_single_edged_sword_common	character_equipment
1181191418	3k_dlc05_ceo_initial_data_character_historical_zhang_fang_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_double_edged_sword_common	character_equipment
1188575	3k_main_ceo_initial_data_character_historical_shi_kuang_unique_ancillaries	3k_main_ceo_category_ancillary_weapon	0	3k_main_ancillary_weapon_two_handed_spear_common	character_equipment
1188785201	3k_mtu_ceo_initial_data_character_historical_lady_guan_yinping_anicillaries	3k_main_ceo_category_ancillary_weapon	0	3k_mtu_ancillary_weapon_young_dragon	character_equipment
