character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/xianbeiskilltree				
ironic_mod_xianbei_hail_of_arrows	3k_main_effect_character_attribute_expertise_mod	1	character_to_character_own	4.0000
ironic_mod_xianbei_hail_of_arrows	3k_main_effect_character_attribute_cunning_mod	1	character_to_character_own	4.0000
ironic_mod_xianbei_hail_of_arrows	ironic_mod_xianbei_hail_of_arrows	1	character_to_character_own	1.0000
ironic_mod_xianbei_hail_of_arrows	3k_main_effect_ai_hint_general	1	character_to_character_own	5.0000
3k_main_skill_special_ability_metal_natures_ally	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
3k_main_skill_special_ability_metal_natures_ally	3k_main_effect_character_attribute_authority_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_metal_natures_ally	3k_main_effect_character_attribute_expertise_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_metal_natures_ally	3k_main_skill_natures_ally	1	character_to_character_own	1.0000
ironic_mod_xianbei_support_ranged	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_mod_xianbei_support_ranged	3k_main_effect_character_attribute_expertise_mod	1	character_to_character_own	4.0000
ironic_mod_xianbei_support_ranged	3k_main_effect_character_attribute_cunning_mod	1	character_to_character_own	4.0000
ironic_mod_xianbei_support_ranged	ironic_mod_xianbei_support_ranged	1	character_to_character_own	1.0000
ironic_mod_xianbei_general_skill_1	3k_main_effect_character_attribute_instinct_mod	1	character_to_character_own	8.0000
ironic_mod_xianbei_general_skill_1	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_mod_xianbei_general_skill_1	3k_main_effect_faction_trait_tigers_fury_sun_jian	1	character_to_military_force_retinue_own	15.0000
ironic_mod_xianbei_general_skill_1	3k_main_effect_attribute_mighty_knockback	1	character_to_character_own	1.0000
ironic_mod_xianbei_general_skill_2	3k_main_effect_character_attribute_cunning_mod	1	character_to_character_own	8.0000
ironic_mod_xianbei_general_skill_2	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_mod_xianbei_general_skill_2	3k_main_skill_run_speed	1	character_to_military_force_retinue_own	25.0000
ironic_mod_xianbei_general_skill_2	ironic_unit_increase_ranged_cavalry_base_damage	1	character_to_military_force_retinue_own	25.0000
ironic_mod_xianbei_general_skill_3	3k_main_effect_character_attribute_expertise_mod	1	character_to_character_own	8.0000
ironic_mod_xianbei_general_skill_3	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_mod_xianbei_general_skill_3	3k_main_effect_attribute_immune_to_psychology	1	character_to_military_force_retinue_own	1.0000
ironic_mod_xianbei_general_skill_3	3k_main_effect_unit_stats_melee_defence_mod_metal_units	1	character_to_military_force_retinue_own	5.0000
ironic_mod_xianbei_general_skill_4	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	8.0000
ironic_mod_xianbei_general_skill_4	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_mod_xianbei_general_skill_4	3k_main_effect_unit_stats_fatigue_resistance_mod	1	character_to_military_force_retinue_own	-50.0000
ironic_mod_xianbei_general_skill_4	3k_main_effect_force_military_supplies_from_characters	1	character_to_force_own	5.0000
3k_main_skill_special_ability_metal_into_the_breach	3k_main_effect_character_attribute_expertise_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_metal_into_the_breach	3k_main_effect_character_attribute_authority_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_metal_into_the_breach	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
3k_main_skill_special_ability_metal_into_the_breach	3k_dlc05_skill_into_the_breach	1	character_to_character_own	1.0000
ironic_mod_wuhuan_splash_damage	3k_main_effect_character_attribute_instinct_mod	1	character_to_character_own	4.0000
ironic_mod_wuhuan_splash_damage	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	4.0000
ironic_mod_wuhuan_splash_damage	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_mod_wuhuan_splash_damage	ironic_mod_wuhuan_splash_damage	1	character_to_character_own	1.0000
ironic_mod_wuhuan_roar_beast	3k_main_effect_character_attribute_instinct_mod	1	character_to_character_own	4.0000
ironic_mod_wuhuan_roar_beast	3k_main_effect_character_attribute_expertise_mod	1	character_to_character_own	4.0000
ironic_mod_wuhuan_roar_beast	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_mod_wuhuan_roar_beast	ironic_mod_wuhuan_roar_beast	1	character_to_character_own	1.0000
ironic_mod_xiongnu_crippling_gaze	3k_main_effect_character_attribute_instinct_mod	1	character_to_character_own	4.0000
ironic_mod_xiongnu_crippling_gaze	3k_main_effect_character_attribute_expertise_mod	1	character_to_character_own	4.0000
ironic_mod_xiongnu_crippling_gaze	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_mod_xiongnu_crippling_gaze	ironic_mod_xiongnu_crippling_gaze	1	character_to_character_own	1.0000
ironic_mod_di_healing	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	4.0000
ironic_mod_di_healing	3k_main_effect_character_attribute_authority_mod	1	character_to_character_own	4.0000
ironic_mod_di_healing	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_mod_di_healing	ironic_mod_di_healing	1	character_to_character_own	1.0000
ironic_mod_di_splash_attack	3k_main_effect_character_attribute_instinct_mod	1	character_to_character_own	4.0000
ironic_mod_di_splash_attack	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	4.0000
ironic_mod_di_splash_attack	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_mod_di_splash_attack	ironic_mod_di_splash_attack	1	character_to_character_own	1.0000
ironic_siege_ability	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_siege_ability	3k_main_effect_character_attribute_instinct_mod	1	character_to_character_own	4.0000
ironic_siege_ability	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	4.0000
ironic_siege_ability	ironic_siege_ability	1	character_to_character_own	1.0000
ironic_mod_gan_ji_fire_breath	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_mod_gan_ji_fire_breath	3k_main_effect_character_attribute_instinct_mod	1	character_to_character_own	4.0000
ironic_mod_gan_ji_fire_breath	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	4.0000
ironic_mod_gan_ji_fire_breath	ironic_mod_gan_ji_fire_breath	1	character_to_character_own	1.0000
ironic_mod_wang_yi_call_of_defiance	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_mod_wang_yi_call_of_defiance	3k_main_effect_character_attribute_instinct_mod	1	character_to_character_own	4.0000
ironic_mod_wang_yi_call_of_defiance	3k_main_effect_character_attribute_authority_mod	1	character_to_character_own	4.0000
ironic_mod_wang_yi_call_of_defiance	ironic_mod_wang_yi_call_of_defiance	1	character_to_character_own	1.0000
