character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/general_of_wu				
ironic_chen_wu	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_chen_wu	3k_main_effect_character_attribute_instinct_mod	1	character_to_character_own	4.0000
ironic_chen_wu	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	4.0000
ironic_chen_wu	ironic_chen_wu	1	character_to_character_own	1.0000
ironic_ding_feng	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_ding_feng	3k_main_effect_character_attribute_instinct_mod	1	character_to_character_own	4.0000
ironic_ding_feng	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	4.0000
ironic_ding_feng	ironic_ding_feng	1	character_to_character_own	1.0000
ironic_dong_xi	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_dong_xi	3k_main_effect_character_attribute_instinct_mod	1	character_to_character_own	4.0000
ironic_dong_xi	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	4.0000
ironic_dong_xi	ironic_dong_xi	1	character_to_character_own	1.0000
ironic_han_dang	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_han_dang	3k_main_effect_character_attribute_instinct_mod	1	character_to_character_own	4.0000
ironic_han_dang	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	4.0000
ironic_han_dang	ironic_han_dang	1	character_to_character_own	1.0000
ironic_jiang_qin	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_jiang_qin	3k_main_effect_character_attribute_instinct_mod	1	character_to_character_own	4.0000
ironic_jiang_qin	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	4.0000
ironic_jiang_qin	ironic_jiang_qin	1	character_to_character_own	1.0000
ironic_ling_tong	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_ling_tong	3k_main_effect_character_attribute_instinct_mod	1	character_to_character_own	4.0000
ironic_ling_tong	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	4.0000
ironic_ling_tong	ironic_ling_tong	1	character_to_character_own	1.0000
ironic_pan_zhang	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_pan_zhang	3k_main_effect_character_attribute_instinct_mod	1	character_to_character_own	4.0000
ironic_pan_zhang	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	4.0000
ironic_pan_zhang	ironic_pan_zhang	1	character_to_character_own	1.0000
ironic_xu_sheng	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_xu_sheng	3k_main_effect_character_attribute_instinct_mod	1	character_to_character_own	4.0000
ironic_xu_sheng	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	4.0000
ironic_xu_sheng	ironic_xu_sheng	1	character_to_character_own	1.0000
