character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/extra_skills				
ironic_cao_chun	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_cao_chun	3k_main_effect_character_attribute_instinct_mod	1	character_to_character_own	4.0000
ironic_cao_chun	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	4.0000
ironic_cao_chun	ironic_cao_chun	1	character_to_character_own	1.0000
ironic_cao_hong	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_cao_hong	3k_main_effect_character_attribute_instinct_mod	1	character_to_character_own	4.0000
ironic_cao_hong	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	4.0000
ironic_cao_hong	ironic_cao_hong	1	character_to_character_own	1.0000
ironic_cheng_yu	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_cheng_yu	3k_main_effect_character_attribute_cunning_mod	1	character_to_character_own	4.0000
ironic_cheng_yu	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	4.0000
ironic_cheng_yu	ironic_cheng_yu	1	character_to_character_own	1.0000
ironic_lu_meng	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_lu_meng	3k_main_effect_character_attribute_expertise_mod	1	character_to_character_own	4.0000
ironic_lu_meng	3k_main_effect_character_attribute_authority_mod	1	character_to_character_own	4.0000
ironic_lu_meng	ironic_lu_meng	1	character_to_character_own	1.0000
ironic_pang_degong	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_pang_degong	3k_main_effect_character_attribute_cunning_mod	1	character_to_character_own	4.0000
ironic_pang_degong	3k_main_effect_character_attribute_authority_mod	1	character_to_character_own	4.0000
ironic_pang_degong	ironic_pang_degong	1	character_to_character_own	1.0000
ironic_sima_hui	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_sima_hui	3k_main_effect_character_attribute_authority_mod	1	character_to_character_own	4.0000
ironic_sima_hui	3k_main_effect_character_attribute_cunning_mod	1	character_to_character_own	4.0000
ironic_sima_hui	ironic_sima_hui	1	character_to_character_own	1.0000
ironic_wang_lang_buff	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_wang_lang_buff	3k_main_effect_character_attribute_authority_mod	1	character_to_character_own	4.0000
ironic_wang_lang_buff	3k_main_effect_character_attribute_cunning_mod	1	character_to_character_own	4.0000
ironic_wang_lang_buff	ironic_wang_lang_buff	1	character_to_character_own	1.0000
ironic_wang_lang_buff	ironic_wang_lang_death	1	character_to_character_own	1.0000
ironic_wang_lang_death	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_wang_lang_death	3k_main_effect_character_attribute_instinct_mod	1	character_to_character_own	4.0000
ironic_wang_lang_death	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	4.0000
ironic_wang_lang_death	ironic_wang_lang_death	1	character_to_character_own	1.0000
ironic_zhu_zhi	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
ironic_zhu_zhi	3k_main_effect_character_attribute_expertise_mod	1	character_to_character_own	4.0000
ironic_zhu_zhi	3k_main_effect_character_attribute_cunning_mod	1	character_to_character_own	4.0000
ironic_zhu_zhi	ironic_zhu_zhi	1	character_to_character_own	1.0000
