character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/_mtu_characters_skills				
3k_main_skill_special_ability_earth_advance	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
3k_main_skill_special_ability_earth_advance	3k_main_effect_character_attribute_authority_mod	1	character_to_character_own	8.0000
3k_main_skill_special_ability_earth_advance	3k_main_skill_advance	1	character_to_character_own	1.0000
3k_main_skill_special_ability_earth_cheers_of_encouragement	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
3k_main_skill_special_ability_earth_cheers_of_encouragement	3k_main_effect_character_attribute_authority_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_earth_cheers_of_encouragement	3k_main_effect_character_attribute_cunning_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_earth_cheers_of_encouragement	3k_main_skill_cheers_of_encouragement	1	character_to_character_own	1.0000
3k_main_skill_special_ability_earth_commanding_presence	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
3k_main_skill_special_ability_earth_commanding_presence	3k_main_effect_character_attribute_authority_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_earth_commanding_presence	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_earth_commanding_presence	3k_main_effect_character_stat_mod_battle_movement_speed	1	character_to_force_enemy	-10.0000
3k_main_skill_special_ability_earth_commanding_presence	3k_main_skill_commanding_presence_25	1	character_to_character_own	1.0000
3k_main_skill_special_ability_earth_commanding_presence	3k_main_skill_commanding_presence_50	1	character_to_character_own	1.0000
3k_main_skill_special_ability_earth_dignity_of_the_empress	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
3k_main_skill_special_ability_earth_dignity_of_the_empress	3k_main_effect_character_attribute_authority_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_earth_dignity_of_the_empress	3k_main_effect_character_attribute_cunning_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_earth_dignity_of_the_empress	3k_main_skill_dignity_of_the_empress	1	character_to_character_own	1.0000
3k_main_skill_special_ability_earth_empress_wulie	3k_main_effect_character_attribute_authority_mod	1	character_to_character_own	6.0000
3k_main_skill_special_ability_earth_empress_wulie	3k_main_effect_character_attribute_cunning_mod	1	character_to_character_own	6.0000
3k_main_skill_special_ability_earth_empress_wulie	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	-10.0000
3k_main_skill_special_ability_earth_empress_wulie	3k_main_effect_characters_satisfaction_sentinel_technologies	1	character_to_character_own_factionwide	3.0000
3k_main_skill_special_ability_earth_empress_wulie	3k_main_effect_force_retinue_upkeep	1	character_to_character_own_forcewide	-10.0000
3k_main_skill_special_ability_earth_empress_wuxuan	3k_main_effect_force_retinue_upkeep	1	character_to_character_own_forcewide	-10.0000
3k_main_skill_special_ability_earth_empress_wuxuan	3k_main_effect_character_attribute_authority_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_earth_empress_wuxuan	3k_main_effect_character_attribute_cunning_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_earth_empress_wuxuan	3k_main_effect_characters_satisfaction_commander_technologies	1	character_to_character_own_factionwide	3.0000
3k_main_skill_special_ability_earth_encouragement	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
3k_main_skill_special_ability_earth_encouragement	3k_main_effect_character_attribute_authority_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_earth_encouragement	3k_main_effect_character_attribute_cunning_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_earth_encouragement	3k_main_effect_character_stat_mod_ap_damage_melee	1	character_to_force_own	5.0000
3k_main_skill_special_ability_earth_encouragement	3k_main_effect_character_stat_mod_melee_damage	1	character_to_force_own	5.0000
3k_main_skill_special_ability_earth_encouragement	3k_main_skill_encouragement_25	1	character_to_character_own	1.0000
3k_main_skill_special_ability_earth_encouragement	3k_main_skill_encouragement_50	1	character_to_character_own	1.0000
3k_main_skill_special_ability_earth_heavenly_color	3k_main_effect_character_attribute_authority_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_earth_heavenly_color	3k_main_effect_character_attribute_cunning_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_earth_heavenly_color	3k_main_effect_province_public_order_base	1	character_to_province_own_factionwide	1.0000
3k_main_skill_special_ability_earth_heavenly_color	3k_main_effect_unit_stats_morale_own_forces_when_attacking	1	faction_to_force_own_factionwide	4.0000
3k_main_skill_special_ability_earth_shout	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
3k_main_skill_special_ability_earth_shout	3k_main_effect_character_attribute_authority_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_earth_shout	3k_main_effect_character_attribute_cunning_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_earth_shout	3k_main_skill_shout	1	character_to_character_own	1.0000
3k_main_skill_special_ability_fire_ferocious_rush	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
3k_main_skill_special_ability_fire_ferocious_rush	3k_main_effect_character_attribute_instinct_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_fire_ferocious_rush	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_fire_ferocious_rush	3k_main_skill_ferocious_rush	1	character_to_character_own	1.0000
3k_main_skill_special_ability_fire_reckless_warrior	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
3k_main_skill_special_ability_fire_reckless_warrior	3k_main_effect_character_attribute_instinct_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_fire_reckless_warrior	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_fire_reckless_warrior	3k_main_skill_reckless_warrior	1	character_to_character_own	1.0000
3k_main_skill_special_ability_fire_thunderous_blow	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
3k_main_skill_special_ability_fire_thunderous_blow	3k_main_effect_character_attribute_expertise_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_fire_thunderous_blow	3k_main_effect_character_attribute_instinct_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_fire_thunderous_blow	3k_main_skill_thunderous_blow	1	character_to_character_own	1.0000
3k_main_skill_special_ability_metal_blooming_beauty_xiao	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
3k_main_skill_special_ability_metal_blooming_beauty_xiao	3k_main_effect_character_attribute_authority_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_metal_blooming_beauty_xiao	3k_main_effect_character_attribute_cunning_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_metal_blooming_beauty_xiao	3k_main_effect_character_stat_mod_battle_movement_speed	1	character_to_force_own	10.0000
3k_main_skill_special_ability_metal_blooming_beauty_xiao	3k_main_skill_blooming_beauty_xiao_25	1	character_to_character_own	1.0000
3k_main_skill_special_ability_metal_blooming_beauty_xiao	3k_main_skill_blooming_beauty_xiao_50	1	character_to_character_own	1.0000
3k_main_skill_special_ability_metal_cosy_haven	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
3k_main_skill_special_ability_metal_cosy_haven	3k_main_effect_character_attribute_cunning_mod	1	character_to_character_own	6.0000
3k_main_skill_special_ability_metal_cosy_haven	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	2.0000
3k_main_skill_special_ability_metal_cosy_haven	3k_main_skill_cosy_haven	1	character_to_character_own	1.0000
3k_main_skill_special_ability_metal_heavenly_color	3k_main_effect_character_attribute_authority_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_metal_heavenly_color	3k_main_effect_character_attribute_expertise_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_metal_heavenly_color	3k_main_effect_province_public_order_base	1	character_to_province_own_factionwide	1.0000
3k_main_skill_special_ability_metal_heavenly_color	3k_main_effect_unit_stats_morale_own_forces_when_attacking	1	faction_to_force_own_factionwide	3.0000
3k_main_skill_special_ability_wood_last_resist	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
3k_main_skill_special_ability_wood_last_resist	3k_main_effect_character_attribute_expertise_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_wood_last_resist	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_wood_last_resist	3k_main_skill_last_resist	1	character_to_force_own	10.0000
3k_main_skill_special_ability_earth_coward	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
3k_main_skill_special_ability_earth_coward	3k_main_effect_character_attribute_authority_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_earth_coward	3k_main_effect_character_attribute_instinct_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_earth_coward	3k_main_skill_coward_a50	1	character_to_character_own	1.0000
3k_main_skill_special_ability_earth_coward	3k_main_skill_coward_b50	1	character_to_character_own	1.0000
3k_main_skill_special_ability_earth_empress_dong	3k_main_effect_character_attribute_authority_mod	1	character_to_character_own	5.0000
3k_main_skill_special_ability_earth_empress_dong	3k_main_effect_character_attribute_cunning_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_earth_empress_dong	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	-10.0000
3k_main_skill_special_ability_earth_empress_dong	3k_main_effect_characters_satisfaction_bonus_character	1	character_to_character_own_factionwide	-1.0000
3k_main_skill_special_ability_earth_empress_dong	3k_main_effect_economy_gdp_mod_all	1	character_to_region_own_factionwide	4.0000
3k_main_skill_special_ability_earth_empress_dong	3k_main_effect_province_corruption	1	character_to_province_own_factionwide	-1.0000
3k_main_skill_special_ability_earth_forced_march	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
3k_main_skill_special_ability_earth_forced_march	3k_main_effect_character_attribute_authority_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_earth_forced_march	3k_main_effect_character_attribute_cunning_mod	1	character_to_character_own	4.0000
3k_main_skill_special_ability_earth_forced_march	3k_main_skill_forced_march	1	character_to_character_own	1.0000
3k_main_skill_special_ability_earth_greedy_tyrant	3k_main_effect_character_attribute_authority_mod	1	character_to_character_own	6.0000
3k_main_skill_special_ability_earth_greedy_tyrant	3k_main_effect_character_attribute_instinct_mod	1	character_to_character_own	6.0000
3k_main_skill_special_ability_earth_greedy_tyrant	3k_main_effect_character_attribute_resolve_mod	1	character_to_character_own	-10.0000
3k_main_skill_special_ability_earth_greedy_tyrant	3k_main_effect_economy_gdp_mod_all	1	character_to_region_own_factionwide	5.0000
3k_main_skill_special_ability_earth_greedy_tyrant	3k_main_effect_province_corruption	1	character_to_province_own_factionwide	-1.0000
3k_main_skill_special_ability_earth_greedy_tyrant	3k_main_effect_province_public_order_base	1	character_to_province_own_factionwide	-1.0000
3k_main_skill_special_ability_fire_breakthrough_in_concentration	3k_main_effect_ai_hint_general	1	character_to_character_own	10.0000
