key	building1	building2	religion	resource1	resource2	skill1	skill2	tech1	tech2	must_be_world_leader	minimum_character_rank	agent_subtype	ceo
#campaign_unit_requirements_tables;5;db/campaign_unit_requirements_tables/guv_yellow_turban_190_resource													
3k_ytr_unit_requirement_yellow_turbans_chanters_huang_shao								3k_ytr_tech_yellow_turban_people_3_5_huang_shao		false	0	3k_general_metal	
3k_ytr_unit_requirement_yellow_turbans_chanters_alternate_huang_shao								3k_ytr_tech_yellow_turban_people_3_5_huang_shao		false	0	3k_general_earth	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_archery_masters_huang_shao								3k_ytr_tech_yellow_turban_heaven_3_1_huang_shao		false	0	3k_general_metal	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_archery_masters_alternate_huang_shao								3k_ytr_tech_yellow_turban_heaven_3_1_huang_shao		false	0	3k_general_earth	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_arm_of_the_supreme_peace_huang_shao								3k_ytr_tech_yellow_turban_people_4_1_huang_shao		false	0	3k_general_water	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_arm_of_the_supreme_peace_alternative_huang_shao								3k_ytr_tech_yellow_turban_people_4_1_huang_shao		false	0	3k_general_water	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_bringers_of_righteousness_huang_shao								3k_ytr_tech_yellow_turban_people_2_1_huang_shao		false	0	3k_general_water	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_fervent_defenders_huang_shao								3k_ytr_tech_yellow_turban_land_2_1_huang_shao		false	0	3k_general_wood	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_guardians_of_the_land_huang_shao								3k_ytr_tech_yellow_turban_land_3_1_huang_shao		false	0	3k_general_wood	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_guardians_of_the_land_alternate_huang_shao								3k_ytr_tech_yellow_turban_land_3_1_huang_shao		false	0	3k_general_fire	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_huanglao_s_paragons_huang_shao								3k_ytr_tech_yellow_turban_heaven_2_1_huang_shao		false	0	3k_general_metal	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_jaizi_raiders_huang_shao								3k_ytr_tech_yellow_turban_people_3_1_huang_shao		false	0	3k_general_metal	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_lands_chosen_huang_shao								3k_ytr_tech_yellow_turban_heaven_3_1_huang_shao		false	0	3k_general_wood	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_righteous_vanguards_huang_shao								3k_ytr_tech_yellow_turban_people_2_1_huang_shao		false	0	3k_general_water	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_scholar_warriors_huang_shao								3k_ytr_tech_yellow_turban_heaven_4_1_huang_shao		false	0	3k_general_metal	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_scholar_warriors_alternate_huang_shao								3k_ytr_tech_yellow_turban_heaven_4_1_huang_shao		false	0	3k_general_earth	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_stalwart_shields_huang_shao								3k_ytr_tech_yellow_turban_land_3_1_huang_shao		false	0	3k_general_water	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_venerable_wu_huang_shao								3k_ytr_tech_yellow_turban_heaven_2_1_huang_shao		false	0	3k_general_metal	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_venerable_wu_alternate_huang_shao								3k_ytr_tech_yellow_turban_heaven_2_1_huang_shao		false	0	3k_general_earth	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_virtuous_noblemen_huang_shao								3k_ytr_tech_yellow_turban_land_4_1_huang_shao		false	0	3k_general_wood	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_virtuous_noblemen_alternate_huang_shao								3k_ytr_tech_yellow_turban_land_4_1_huang_shao		false	0	3k_general_fire	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_watchmen_of_the_peace_huang_shao								3k_ytr_tech_yellow_turban_land_2_1_huang_shao		false	0	3k_general_fire	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_watchmen_of_the_peace_alternate_huang_shao								3k_ytr_tech_yellow_turban_land_2_1_huang_shao		false	0	3k_general_wood	
3k_ytr_unit_requirement_yellow_turbans_faction_unique_youxia_huang_shao								3k_ytr_tech_yellow_turban_people_3_1_huang_shao		false	0	3k_general_water	
3k_ytr_unit_requirement_yellow_turbans_horseback_huntsmen_huang_shao								3k_ytr_tech_yellow_turban_land_3_2_huang_shao		false	0	3k_general_wood	
3k_ytr_unit_requirement_yellow_turbans_horseback_huntsmen_alternate_huang_shao								3k_ytr_tech_yellow_turban_land_3_2_huang_shao		false	0	3k_general_fire	
3k_ytr_unit_requirement_yellow_turbans_militia_of_virtue_huang_shao								3k_ytr_tech_yellow_turban_people_3_5_huang_shao		false	0	3k_general_metal	
3k_ytr_unit_requirement_yellow_turbans_militia_of_virtue_alternate_huang_shao								3k_ytr_tech_yellow_turban_people_3_5_huang_shao		false	0	3k_general_earth	
3k_ytr_unit_requirement_yellow_turbans_reclaimers_huang_shao								3k_ytr_tech_yellow_turban_land_3_2_huang_shao		false	0	3k_general_wood	
3k_ytr_unit_requirement_yellow_turbans_reclaimers_alternate_huang_shao								3k_ytr_tech_yellow_turban_land_3_2_huang_shao		false	0	3k_general_fire	
3k_ytr_unit_requirement_yellow_turbans_trebuchet_huang_shao								3k_ytr_tech_yellow_turban_heaven_3_3_huang_shao		false	0	3k_general_fire	
