key	building1	building2	religion	resource1	resource2	skill1	skill2	tech1	tech2	must_be_world_leader	minimum_character_rank	agent_subtype	ceo
#campaign_unit_requirements_tables;5;db/campaign_unit_requirements_tables/chenwenrequirement													
ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_lu_zhi										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_lu_zhi
ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_prince_liu_chong										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_prince_liu_chong
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_tao_qian										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_tao_qian
ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_zhang_bao										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_zhang_bao
ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_zhang_jue										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_zhang_jue
ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_zhang_liang										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_zhang_liang
ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_lu_bu										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_lu_bu
ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_sun_ce										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_sun_ce
ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_white_tiger_yan										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_white_tiger_yan
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_cao_cao										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_cao_cao
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_dong_zhuo										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_dong_zhuo
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_gongsun_zan										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_gongsun_zan
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_kong_rong										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_kong_rong
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_liu_bei										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_liu_bei
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_liu_biao										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_liu_biao
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_liu_yan										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_liu_yan
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_ma_teng										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_ma_teng
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_sun_jian										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_sun_jian
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_yuan_shao										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_yuan_shao
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_yuan_shu										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_yuan_shu
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_zhang_yan										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_zhang_yan
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_zheng_jiang										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_zheng_jiang
ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_han_sui										false	3		ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_han_sui
