key	campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui	game_mode	can_meet_parent_requirment_with_children
#character_skill_nodes_tables;7;db/character_skill_nodes_tables/data__												
3k_dlc04_skillset_historical_diao_chan_0A		3k_main_skill_mastery_water_strategist_5_scholarship_mlvl_3	3k_dlc04_skillset_historical_diao_chan		0.1000	2.0000		0	1	true		true
3k_dlc04_skillset_historical_diao_chan_0B		3k_main_skill_mastery_metal_2_intuition_mlvl_3	3k_dlc04_skillset_historical_diao_chan		0.8000	2.0000		0	1	true		true
3k_dlc04_skillset_historical_diao_chan_0C		3k_main_skill_mastery_water_strategist_2_judgement_mlvl_3	3k_dlc04_skillset_historical_diao_chan		1.5000	2.0000		0	1	true		true
3k_dlc04_skillset_historical_diao_chan_0D		3k_main_skill_mastery_wood_2_abundance_mlvl_3	3k_dlc04_skillset_historical_diao_chan		2.2000	2.0000		0	1	true		true
3k_dlc04_skillset_historical_diao_chan_0E		3k_main_skill_mastery_water_strategist_4_wisdom_mlvl_3	3k_dlc04_skillset_historical_diao_chan		2.9000	2.0000		0	1	true		true
3k_dlc04_skillset_historical_diao_chan_1A		3k_main_skill_mastery_water_strategist_3_composure_mlvl_3	3k_dlc04_skillset_historical_diao_chan		0.1000	0.0000		0	1	true		true
3k_dlc04_skillset_historical_diao_chan_1B		3k_main_skill_mastery_water_archer_1_precision_mlvl_3	3k_dlc04_skillset_historical_diao_chan		0.8000	0.0000		0	1	true		true
3k_dlc04_skillset_historical_diao_chan_1C		3k_main_skill_mastery_water_strategist_1_resourcefulness_mlvl_3	3k_dlc04_skillset_historical_diao_chan		1.5000	0.0000		0	1	true		true
3k_dlc04_skillset_historical_diao_chan_1D		3k_main_skill_mastery_wood_3_patience_mlvl_3	3k_dlc04_skillset_historical_diao_chan		2.2000	0.0000		0	1	true		true
3k_dlc04_skillset_historical_diao_chan_1E		3k_main_skill_mastery_water_archer_3_guile_mlvl_3	3k_dlc04_skillset_historical_diao_chan		2.9000	0.0000		1	1	true		true
3k_dlc04_skillset_historical_diao_chan_2A_historical		3k_main_skill_bodyguard_water_strategist_alt_1	3k_dlc04_skillset_historical_diao_chan		0.1000	1.0000		0	1	true	historical	true
3k_dlc04_skillset_historical_diao_chan_2A_romance		3k_dlc04_skill_special_ability_water_heavenly_grace	3k_dlc04_skillset_historical_diao_chan		0.1000	1.0000		0	1	true	romance	true
3k_dlc04_skillset_historical_diao_chan_2B		3k_main_skill_mastery_water_archer_4_perception_mlvl_3	3k_dlc04_skillset_historical_diao_chan		0.8000	1.0000		0	1	true		true
3k_dlc04_skillset_historical_diao_chan_2C_historical		3k_main_skill_bodyguard_water_strategist	3k_dlc04_skillset_historical_diao_chan		1.5000	1.0000		0	1	true	historical	true
3k_dlc04_skillset_historical_diao_chan_2C_romance		3k_main_skill_special_ability_water_stifling_deluge	3k_dlc04_skillset_historical_diao_chan		1.5000	1.0000		0	1	true	romance	true
3k_dlc04_skillset_historical_diao_chan_2D		3k_main_skill_mastery_water_archer_5_reach_mlvl_3	3k_dlc04_skillset_historical_diao_chan		2.2000	1.0000		0	1	true		true
3k_dlc04_skillset_historical_diao_chan_2E_historical		3k_main_skill_bodyguard_water_strategist_alt_2	3k_dlc04_skillset_historical_diao_chan		2.9000	1.0000		1	1	true	historical	true
3k_dlc04_skillset_historical_diao_chan_2E_romance		3k_main_skill_special_ability_water_inspiring_surge	3k_dlc04_skillset_historical_diao_chan		2.9000	1.0000		1	1	true	romance	true
3k_dlc04_skillset_historical_empress_he_0A		3k_main_skill_mastery_water_archer_5_reach_mlvl_3	3k_dlc04_skillset_historical_empress_he		0.1000	2.0000		0	1	true		true
3k_dlc04_skillset_historical_empress_he_0B		3k_main_skill_mastery_water_archer_2_flexibility_mlvl_3	3k_dlc04_skillset_historical_empress_he		0.8000	2.0000		0	1	true		true
3k_dlc04_skillset_historical_empress_he_0C		3k_main_skill_mastery_fire_4_passion_mlvl_3	3k_dlc04_skillset_historical_empress_he		1.5000	2.0000		0	1	true		true
3k_dlc04_skillset_historical_empress_he_0D		3k_main_skill_mastery_earth_3_clarity_mlvl_3	3k_dlc04_skillset_historical_empress_he		2.2000	2.0000		0	1	true		true
3k_dlc04_skillset_historical_empress_he_0E		3k_main_skill_mastery_fire_5_dignity_mlvl_3	3k_dlc04_skillset_historical_empress_he		2.9000	2.0000		0	1	true		true
3k_dlc04_skillset_historical_empress_he_1A		3k_main_skill_mastery_fire_3_vengeance_mlvl_3	3k_dlc04_skillset_historical_empress_he		0.1000	0.0000		0	1	true		true
