key	campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui	game_mode	can_meet_parent_requirment_with_children
#character_skill_nodes_tables;7;db/character_skill_nodes_tables/chen_wu												
3k_main_skillset_chen_wu_general_metal_0A		3k_main_skill_mastery_metal_4_understanding_mlvl_3	3k_main_skillset_chen_wu_general_metal		0.1000	2.0000		0	1	true		true
3k_main_skillset_chen_wu_general_metal_0B		3k_main_skill_mastery_earth_4_stability_mlvl_3	3k_main_skillset_chen_wu_general_metal		0.8000	2.0000		0	1	true		true
3k_main_skillset_chen_wu_general_metal_0C		3k_main_skill_mastery_metal_5_dilligence_mlvl_3	3k_main_skillset_chen_wu_general_metal		1.5000	2.0000		0	1	true		true
3k_main_skillset_chen_wu_general_metal_0D		3k_main_skill_mastery_water_strategist_5_scholarship_mlvl_3	3k_main_skillset_chen_wu_general_metal		2.2000	2.0000		0	1	true		true
3k_main_skillset_chen_wu_general_metal_0E		3k_main_skill_mastery_metal_2_intuition_mlvl_3	3k_main_skillset_chen_wu_general_metal		2.9000	2.0000		1	1	true		true
3k_main_skillset_chen_wu_general_metal_1A		3k_main_skill_mastery_metal_3_zeal_mlvl_3	3k_main_skillset_chen_wu_general_metal		0.1000	0.0000		0	1	true		true
3k_main_skillset_chen_wu_general_metal_1B		3k_main_skill_mastery_water_archer_4_perception_mlvl_3	3k_main_skillset_chen_wu_general_metal		0.8000	0.0000		0	1	true		true
3k_main_skillset_chen_wu_general_metal_1C		3k_main_skill_mastery_metal_1_bravery_mlvl_3	3k_main_skillset_chen_wu_general_metal		1.5000	0.0000		0	1	true		true
3k_main_skillset_chen_wu_general_metal_1D		3k_main_skill_mastery_water_strategist_3_composure_mlvl_3	3k_main_skillset_chen_wu_general_metal		2.2000	0.0000		0	1	true		true
3k_main_skillset_chen_wu_general_metal_1E		3k_main_skill_mastery_water_archer_1_precision_mlvl_3	3k_main_skillset_chen_wu_general_metal		2.9000	0.0000		0	1	true		true
3k_main_skillset_chen_wu_general_metal_2A_historical		3k_main_skill_bodyguard_metal_alt_1	3k_main_skillset_chen_wu_general_metal		0.1000	1.0000		0	1	true	historical	true
