key	campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui	game_mode	can_meet_parent_requirment_with_children
#character_skill_nodes_tables;7;db/character_skill_nodes_tables/!!8warlords												
ironic_skillset_historical_hou_xuan_0A		3k_main_skill_mastery_water_archer_5_reach_mlvl_3	ironic_skillset_hou_xuan		0.1000	2.0000		0	1	true		true
ironic_skillset_historical_hou_xuan_0B		3k_main_skill_mastery_water_archer_2_flexibility_mlvl_3	ironic_skillset_hou_xuan		0.8000	2.0000		0	1	true		true
ironic_skillset_historical_hou_xuan_0C		3k_main_skill_mastery_fire_4_passion_mlvl_3	ironic_skillset_hou_xuan		1.5000	2.0000		0	1	true		true
ironic_skillset_historical_hou_xuan_0D		3k_main_skill_mastery_earth_3_clarity_mlvl_3	ironic_skillset_hou_xuan		2.2000	2.0000		0	1	true		true
ironic_skillset_historical_hou_xuan_1A		3k_main_skill_mastery_fire_3_vengeance_mlvl_3	ironic_skillset_hou_xuan		0.1000	0.0000		0	1	true		true
ironic_skillset_historical_hou_xuan_1B		3k_main_skill_mastery_wood_1_endurance_mlvl_3	ironic_skillset_hou_xuan		0.8000	0.0000		0	1	true		true
ironic_skillset_historical_hou_xuan_1C		3k_main_skill_mastery_fire_2_fury_mlvl_3	ironic_skillset_hou_xuan		1.5000	0.0000		0	1	true		true
ironic_skillset_historical_hou_xuan_1D		3k_main_skill_mastery_earth_2_mobility_mlvl_3	ironic_skillset_hou_xuan		2.2000	0.0000		0	1	true		true
ironic_skillset_historical_hou_xuan_2A_historical		3k_main_skill_bodyguard_fire_alt_1	ironic_skillset_hou_xuan		0.1000	1.0000		0	1	true	historical	true
ironic_skillset_historical_hou_xuan_2A_romance		3k_main_skill_special_ability_fire_flames_of_the_phoenix	ironic_skillset_hou_xuan		0.1000	1.0000		0	1	true	romance	true
ironic_skillset_historical_hou_xuan_2B		3k_main_skill_mastery_water_archer_3_guile_mlvl_3	ironic_skillset_hou_xuan		0.8000	1.0000		0	1	true		true
ironic_skillset_historical_hou_xuan_2C_historical		3k_main_skill_bodyguard_fire	ironic_skillset_hou_xuan		1.5000	1.0000		0	1	true	historical	true
ironic_skillset_historical_hou_xuan_2C_romance		ironic_skill_the_eight_warlords	ironic_skillset_hou_xuan		1.5000	1.0000		0	1	true	romance	true
ironic_skillset_historical_hou_xuan_2D		3k_main_skill_mastery_metal_3_zeal_mlvl_3	ironic_skillset_hou_xuan		2.2000	1.0000		0	1	true		true
ironic_skillset_historical_hou_xuan_1E		3k_main_skill_mastery_fire_5_dignity_mlvl_3	ironic_skillset_hou_xuan		2.9000	2.0000		1	1	true		true
ironic_skillset_historical_hou_xuan_0E		3k_main_skill_mastery_fire_1_intensity_mlvl_3	ironic_skillset_hou_xuan		2.9000	0.0000		0	1	true		true
ironic_skillset_historical_hou_xuan_2E_historical		3k_main_skill_bodyguard_fire_alt_2	ironic_skillset_hou_xuan		2.9000	1.0000		1	1	true	historical	true
ironic_skillset_historical_hou_xuan_2E_romance		3k_main_skill_special_ability_fire_roar_of_the_beast	ironic_skillset_hou_xuan		2.9000	1.0000		1	1	true	romance	true
3k_main_skillset_zhang_heng_general_earth_0A		3k_main_skill_mastery_earth_3_clarity_mlvl_3	ironic_skillset_zhang_heng		0.1000	2.0000		0	1	true		true
3k_main_skillset_zhang_heng_general_earth_0B		3k_main_skill_mastery_fire_5_dignity_mlvl_3	ironic_skillset_zhang_heng		0.8000	2.0000		0	1	true		true
3k_main_skillset_zhang_heng_general_earth_0C		3k_main_skill_mastery_earth_1_nobility_mlvl_3	ironic_skillset_zhang_heng		1.5000	2.0000		0	1	true		true
3k_main_skillset_zhang_heng_general_earth_0D		3k_main_skill_mastery_metal_4_understanding_mlvl_3	ironic_skillset_zhang_heng		2.2000	2.0000		0	1	true		true
3k_main_skillset_zhang_heng_general_earth_1A		3k_main_skill_mastery_earth_2_mobility_mlvl_3	ironic_skillset_zhang_heng		0.1000	0.0000		1	1	true		true
3k_main_skillset_zhang_heng_general_earth_1B		3k_main_skill_mastery_fire_1_intensity_mlvl_3	ironic_skillset_zhang_heng		0.8000	0.0000		0	1	true		true
3k_main_skillset_zhang_heng_general_earth_1C		3k_main_skill_mastery_earth_5_meditation_mlvl_3	ironic_skillset_zhang_heng		1.5000	0.0000		0	1	true		true
3k_main_skillset_zhang_heng_general_earth_1D		3k_main_skill_mastery_metal_3_zeal_mlvl_3	ironic_skillset_zhang_heng		2.2000	0.0000		0	1	true		true
3k_main_skillset_zhang_heng_general_earth_2A_historical		3k_main_skill_bodyguard_earth_alt_1	ironic_skillset_zhang_heng		0.1000	1.0000		1	1	true	historical	true
3k_main_skillset_zhang_heng_general_earth_2A_romance		3k_main_skill_special_ability_earth_stone_bulwark	ironic_skillset_zhang_heng		0.1000	1.0000		1	1	true	romance	true
3k_main_skillset_zhang_heng_general_earth_2B		3k_main_skill_mastery_water_archer_2_flexibility_mlvl_3	ironic_skillset_zhang_heng		0.8000	1.0000		0	1	true		true
3k_main_skillset_zhang_heng_general_earth_2C_historical		3k_main_skill_bodyguard_earth	ironic_skillset_zhang_heng		1.5000	1.0000		0	1	true	historical	true
3k_main_skillset_zhang_heng_general_earth_2C_romance		ironic_skill_the_eight_warlords	ironic_skillset_zhang_heng		1.5000	1.0000		0	1	true	romance	true
3k_main_skillset_zhang_heng_general_earth_2D		3k_main_skill_mastery_water_strategist_3_composure_mlvl_3	ironic_skillset_zhang_heng		2.2000	1.0000		0	1	true		true
3k_main_skillset_zhang_heng_general_earth_0E		3k_main_skill_mastery_earth_4_stability_mlvl_3	ironic_skillset_zhang_heng		2.9000	2.0000		0	1	true		true
3k_main_skillset_zhang_heng_general_earth_1E		3k_main_skill_mastery_water_archer_4_perception_mlvl_3	ironic_skillset_zhang_heng		2.9000	0.0000		0	1	true		true
3k_main_skillset_zhang_heng_general_earth_2E_historical		3k_main_skill_bodyguard_earth_alt_2	ironic_skillset_zhang_heng		2.9000	1.0000		0	1	true	historical	true
3k_main_skillset_zhang_heng_general_earth_2E_romance		3k_main_skill_special_ability_earth_unyielding_earth	ironic_skillset_zhang_heng		2.9000	1.0000		0	1	true	romance	true
ironic_skillset_historical_ma_wan_0A		3k_main_skill_mastery_water_archer_5_reach_mlvl_3	ironic_skillset_ma_wan		0.1000	2.0000		0	1	true		true
ironic_skillset_historical_ma_wan_0B		3k_main_skill_mastery_water_archer_2_flexibility_mlvl_3	ironic_skillset_ma_wan		0.8000	2.0000		0	1	true		true
ironic_skillset_historical_ma_wan_0C		3k_main_skill_mastery_fire_4_passion_mlvl_3	ironic_skillset_ma_wan		1.5000	2.0000		0	1	true		true
ironic_skillset_historical_ma_wan_0D		3k_main_skill_mastery_earth_3_clarity_mlvl_3	ironic_skillset_ma_wan		2.2000	2.0000		0	1	true		true
ironic_skillset_historical_ma_wan_1A		3k_main_skill_mastery_fire_3_vengeance_mlvl_3	ironic_skillset_ma_wan		0.1000	0.0000		0	1	true		true
ironic_skillset_historical_ma_wan_1B		3k_main_skill_mastery_wood_1_endurance_mlvl_3	ironic_skillset_ma_wan		0.8000	0.0000		0	1	true		true
