key	campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui	game_mode	can_meet_parent_requirment_with_children
#character_skill_nodes_tables;7;db/character_skill_nodes_tables/qian_zhao												
3k_main_skillset_qian_zhao_general_fire_0A		3k_main_skill_mastery_water_archer_5_reach_mlvl_3	3k_main_skillset_qian_zhao_general_fire		0.1000	2.0000		0	1	true		true
3k_main_skillset_qian_zhao_general_fire_0B		3k_main_skill_mastery_water_archer_2_flexibility_mlvl_3	3k_main_skillset_qian_zhao_general_fire		0.8000	2.0000		0	1	true		true
3k_main_skillset_qian_zhao_general_fire_0C		3k_main_skill_mastery_fire_4_passion_mlvl_3	3k_main_skillset_qian_zhao_general_fire		1.5000	2.0000		0	1	true		true
3k_main_skillset_qian_zhao_general_fire_0D		3k_main_skill_mastery_earth_3_clarity_mlvl_3	3k_main_skillset_qian_zhao_general_fire		2.2000	2.0000		0	1	true		true
3k_main_skillset_qian_zhao_general_fire_0E		3k_main_skill_mastery_fire_5_dignity_mlvl_3	3k_main_skillset_qian_zhao_general_fire		2.9000	2.0000		0	1	true		true
3k_main_skillset_qian_zhao_general_fire_1A		3k_main_skill_mastery_fire_3_vengeance_mlvl_3	3k_main_skillset_qian_zhao_general_fire		0.1000	0.0000		0	1	true		true
3k_main_skillset_qian_zhao_general_fire_1B		3k_main_skill_mastery_wood_1_endurance_mlvl_3	3k_main_skillset_qian_zhao_general_fire		0.8000	0.0000		0	1	true		true
3k_main_skillset_qian_zhao_general_fire_1C		3k_main_skill_mastery_fire_2_fury_mlvl_3	3k_main_skillset_qian_zhao_general_fire		1.5000	0.0000		0	1	true		true
3k_main_skillset_qian_zhao_general_fire_1D		3k_main_skill_mastery_earth_2_mobility_mlvl_3	3k_main_skillset_qian_zhao_general_fire		2.2000	0.0000		0	1	true		true
3k_main_skillset_qian_zhao_general_fire_1E		3k_main_skill_mastery_fire_1_intensity_mlvl_3	3k_main_skillset_qian_zhao_general_fire		2.9000	0.0000		1	1	true		true
3k_main_skillset_qian_zhao_general_fire_2A_historical		3k_main_skill_bodyguard_fire_alt_1	3k_main_skillset_qian_zhao_general_fire		0.1000	1.0000		0	1	true	historical	true
3k_main_skillset_qian_zhao_general_fire_2A_romance		3k_main_skill_special_ability_fire_flames_of_the_phoenix	3k_main_skillset_qian_zhao_general_fire		0.1000	1.0000		0	1	true	romance	true
3k_main_skillset_qian_zhao_general_fire_2B		3k_main_skill_mastery_water_archer_3_guile_mlvl_3	3k_main_skillset_qian_zhao_general_fire		0.8000	1.0000		0	1	true		true
3k_main_skillset_qian_zhao_general_fire_2C_historical		3k_main_skill_bodyguard_fire	3k_main_skillset_qian_zhao_general_fire		1.5000	1.0000		0	1	true	historical	true
3k_main_skillset_qian_zhao_general_fire_2C_romance		ironic_qian_zhao	3k_main_skillset_qian_zhao_general_fire		1.5000	1.0000		0	1	true	romance	true
3k_main_skillset_qian_zhao_general_fire_2D		3k_main_skill_mastery_metal_3_zeal_mlvl_3	3k_main_skillset_qian_zhao_general_fire		2.2000	1.0000		0	1	true		true
3k_main_skillset_qian_zhao_general_fire_2E_historical		3k_main_skill_bodyguard_fire_alt_2	3k_main_skillset_qian_zhao_general_fire		2.9000	1.0000		1	1	true	historical	true
3k_main_skillset_qian_zhao_general_fire_2E_romance		3k_main_skill_special_ability_fire_roar_of_the_beast	3k_main_skillset_qian_zhao_general_fire		2.9000	1.0000		1	1	true	romance	true
