key	campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui	game_mode	can_meet_parent_requirment_with_children
#character_skill_nodes_tables;7;db/character_skill_nodes_tables/_mtu_characters_skills_nodes_02_fire_vanguards												
3k_main_skillset_historical_chunyu_qiong_0A		3k_main_skill_mastery_water_archer_5_reach_mlvl_3	3k_main_skillset_historical_chunyu_qiong		0.1000	2.0000		0	1	true		true
3k_main_skillset_historical_chunyu_qiong_0B		3k_main_skill_mastery_water_archer_2_flexibility_mlvl_3	3k_main_skillset_historical_chunyu_qiong		0.8000	2.0000		0	1	true		true
3k_main_skillset_historical_chunyu_qiong_0C		3k_main_skill_mastery_fire_4_passion_mlvl_3	3k_main_skillset_historical_chunyu_qiong		1.5000	2.0000		1	1	true		true
3k_main_skillset_historical_chunyu_qiong_0D		3k_main_skill_mastery_earth_3_clarity_mlvl_3	3k_main_skillset_historical_chunyu_qiong		2.2000	2.0000		0	1	true		true
3k_main_skillset_historical_chunyu_qiong_0E		3k_main_skill_mastery_fire_5_dignity_mlvl_3	3k_main_skillset_historical_chunyu_qiong		2.9000	2.0000		0	1	true		true
3k_main_skillset_historical_chunyu_qiong_1A		3k_main_skill_mastery_fire_3_vengeance_mlvl_3	3k_main_skillset_historical_chunyu_qiong		0.1000	0.0000		0	1	true		true
3k_main_skillset_historical_chunyu_qiong_1B		3k_main_skill_mastery_wood_1_endurance_mlvl_3	3k_main_skillset_historical_chunyu_qiong		0.8000	0.0000		0	1	true		true
3k_main_skillset_historical_chunyu_qiong_1C		3k_main_skill_mastery_fire_2_fury_mlvl_3	3k_main_skillset_historical_chunyu_qiong		1.5000	0.0000		0	1	true		true
3k_main_skillset_historical_chunyu_qiong_1D		3k_main_skill_mastery_earth_2_mobility_mlvl_3	3k_main_skillset_historical_chunyu_qiong		2.2000	0.0000		0	1	true		true
3k_main_skillset_historical_chunyu_qiong_1E		3k_main_skill_mastery_fire_1_intensity_mlvl_3	3k_main_skillset_historical_chunyu_qiong		2.9000	0.0000		0	1	true		true
3k_main_skillset_historical_chunyu_qiong_2A_historical		3k_main_skill_bodyguard_fire_alt_1	3k_main_skillset_historical_chunyu_qiong		0.1000	1.0000		0	1	true	historical	true
3k_main_skillset_historical_chunyu_qiong_2A_romance		3k_main_skill_special_ability_fire_thunderous_blow	3k_main_skillset_historical_chunyu_qiong		0.1000	1.0000		0	1	true	romance	true
3k_main_skillset_historical_chunyu_qiong_2B		3k_main_skill_mastery_water_archer_3_guile_mlvl_3	3k_main_skillset_historical_chunyu_qiong		0.8000	1.0000		0	1	true		true
3k_main_skillset_historical_chunyu_qiong_2C_historical		3k_main_skill_bodyguard_fire	3k_main_skillset_historical_chunyu_qiong		1.5000	1.0000		1	1	true	historical	true
3k_main_skillset_historical_chunyu_qiong_2C_romance		3k_main_skill_special_ability_fire_ferocious_rush	3k_main_skillset_historical_chunyu_qiong		1.5000	1.0000		1	1	true	romance	true
3k_main_skillset_historical_chunyu_qiong_2D		3k_main_skill_mastery_metal_3_zeal_mlvl_3	3k_main_skillset_historical_chunyu_qiong		2.2000	1.0000		0	1	true		true
3k_main_skillset_historical_chunyu_qiong_2E_historical		3k_main_skill_bodyguard_fire_alt_2	3k_main_skillset_historical_chunyu_qiong		2.9000	1.0000		0	1	true	historical	true
3k_main_skillset_historical_chunyu_qiong_2E_romance		3k_main_skill_special_ability_fire_reckless_warrior	3k_main_skillset_historical_chunyu_qiong		2.9000	1.0000		0	1	true	romance	true
3k_mtu_skillset_historical_empress_he_0A		3k_main_skill_mastery_water_archer_5_reach_mlvl_3	3k_mtu_skillset_historical_empress_he		0.1000	2.0000		0	1	true		true
3k_mtu_skillset_historical_empress_he_0B		3k_main_skill_mastery_water_archer_2_flexibility_mlvl_3	3k_mtu_skillset_historical_empress_he		0.8000	2.0000		0	1	true		true
3k_mtu_skillset_historical_empress_he_0C		3k_main_skill_mastery_fire_4_passion_mlvl_3	3k_mtu_skillset_historical_empress_he		1.5000	2.0000		0	1	true		true
3k_mtu_skillset_historical_empress_he_0D		3k_main_skill_mastery_earth_3_clarity_mlvl_3	3k_mtu_skillset_historical_empress_he		2.2000	2.0000		0	1	true		true
3k_mtu_skillset_historical_empress_he_0E		3k_main_skill_mastery_fire_5_dignity_mlvl_3	3k_mtu_skillset_historical_empress_he		2.9000	2.0000		1	1	true		true
3k_mtu_skillset_historical_empress_he_1A		3k_main_skill_mastery_fire_3_vengeance_mlvl_3	3k_mtu_skillset_historical_empress_he		0.1000	0.0000		0	1	true		true
3k_mtu_skillset_historical_empress_he_1B		3k_main_skill_mastery_wood_1_endurance_mlvl_3	3k_mtu_skillset_historical_empress_he		0.8000	0.0000		0	1	true		true
3k_mtu_skillset_historical_empress_he_1C		3k_main_skill_mastery_fire_2_fury_mlvl_3	3k_mtu_skillset_historical_empress_he		1.5000	0.0000		0	1	true		true
3k_mtu_skillset_historical_empress_he_1D		3k_main_skill_mastery_earth_2_mobility_mlvl_3	3k_mtu_skillset_historical_empress_he		2.2000	0.0000		0	1	true		true
3k_mtu_skillset_historical_empress_he_1E		3k_main_skill_mastery_fire_1_intensity_mlvl_3	3k_mtu_skillset_historical_empress_he		2.9000	0.0000		0	1	true		true
3k_mtu_skillset_historical_empress_he_2A_historical		3k_main_skill_bodyguard_fire_alt_1	3k_mtu_skillset_historical_empress_he		0.1000	1.0000		0	1	true	historical	true
3k_mtu_skillset_historical_empress_he_2A_romance		3k_main_skill_special_ability_fire_flames_of_the_phoenix	3k_mtu_skillset_historical_empress_he		0.1000	1.0000		0	1	true	romance	true
3k_mtu_skillset_historical_empress_he_2B		3k_main_skill_mastery_water_archer_3_guile_mlvl_3	3k_mtu_skillset_historical_empress_he		0.8000	1.0000		0	1	true		true
3k_mtu_skillset_historical_empress_he_2C_historical		3k_main_skill_bodyguard_fire	3k_mtu_skillset_historical_empress_he		1.5000	1.0000		0	1	true	historical	true
3k_mtu_skillset_historical_empress_he_2C_romance		3k_main_skill_special_ability_fire_final_rush	3k_mtu_skillset_historical_empress_he		1.5000	1.0000		0	1	true	romance	true
3k_mtu_skillset_historical_empress_he_2D		3k_main_skill_mastery_metal_3_zeal_mlvl_3	3k_mtu_skillset_historical_empress_he		2.2000	1.0000		0	1	true		true
3k_mtu_skillset_historical_empress_he_2E_historical		3k_main_skill_bodyguard_fire_alt_2	3k_mtu_skillset_historical_empress_he		2.9000	1.0000		1	1	true	historical	true
3k_mtu_skillset_historical_empress_he_2E_romance		3k_main_skill_special_ability_fire_roar_of_the_beast	3k_mtu_skillset_historical_empress_he		2.9000	1.0000		1	1	true	romance	true
3k_main_skillset_historical_lady_zhang_xingcai_0A		3k_main_skill_mastery_water_archer_5_reach_mlvl_3	3k_main_skillset_historical_lady_zhang_xingcai		0.1000	2.0000		0	1	true		true
3k_main_skillset_historical_lady_zhang_xingcai_0B		3k_main_skill_mastery_water_archer_2_flexibility_mlvl_3	3k_main_skillset_historical_lady_zhang_xingcai		0.8000	2.0000		0	1	true		true
3k_main_skillset_historical_lady_zhang_xingcai_0C		3k_main_skill_mastery_fire_4_passion_mlvl_3	3k_main_skillset_historical_lady_zhang_xingcai		1.5000	2.0000		0	1	true		true
3k_main_skillset_historical_lady_zhang_xingcai_0D		3k_main_skill_mastery_earth_3_clarity_mlvl_3	3k_main_skillset_historical_lady_zhang_xingcai		2.2000	2.0000		0	1	true		true
3k_main_skillset_historical_lady_zhang_xingcai_0E		3k_main_skill_mastery_fire_5_dignity_mlvl_3	3k_main_skillset_historical_lady_zhang_xingcai		2.9000	2.0000		1	1	true		true
3k_main_skillset_historical_lady_zhang_xingcai_1A		3k_main_skill_mastery_fire_3_vengeance_mlvl_3	3k_main_skillset_historical_lady_zhang_xingcai		0.1000	0.0000		0	1	true		true
3k_main_skillset_historical_lady_zhang_xingcai_1B		3k_main_skill_mastery_wood_1_endurance_mlvl_3	3k_main_skillset_historical_lady_zhang_xingcai		0.8000	0.0000		0	1	true		true
3k_main_skillset_historical_lady_zhang_xingcai_1C		3k_main_skill_mastery_fire_2_fury_mlvl_3	3k_main_skillset_historical_lady_zhang_xingcai		1.5000	0.0000		0	1	true		true
3k_main_skillset_historical_lady_zhang_xingcai_1D		3k_main_skill_mastery_earth_2_mobility_mlvl_3	3k_main_skillset_historical_lady_zhang_xingcai		2.2000	0.0000		0	1	true		true
3k_main_skillset_historical_lady_zhang_xingcai_1E		3k_main_skill_mastery_fire_1_intensity_mlvl_3	3k_main_skillset_historical_lady_zhang_xingcai		2.9000	0.0000		0	1	true		true
3k_main_skillset_historical_lady_zhang_xingcai_2A_historical		3k_main_skill_bodyguard_fire_alt_1	3k_main_skillset_historical_lady_zhang_xingcai		0.1000	1.0000		0	1	true	historical	true
3k_main_skillset_historical_lady_zhang_xingcai_2A_romance		3k_main_skill_special_ability_fire_roar_of_the_beast	3k_main_skillset_historical_lady_zhang_xingcai		0.1000	1.0000		0	1	true	romance	true
