key	campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui	game_mode	can_meet_parent_requirment_with_children
#character_skill_nodes_tables;7;db/character_skill_nodes_tables/zase_skillset												
3k_main_skillset_historical_wang_lang_0A		3k_main_skill_mastery_earth_3_clarity_mlvl_3	3k_main_skillset_historical_wang_lang		0.1000	2.0000		0	1	true		true
3k_main_skillset_historical_wang_lang_0B		3k_main_skill_mastery_fire_5_dignity_mlvl_3	3k_main_skillset_historical_wang_lang		0.8000	2.0000		0	1	true		true
3k_main_skillset_historical_wang_lang_0C		3k_main_skill_mastery_earth_1_nobility_mlvl_3	3k_main_skillset_historical_wang_lang		1.5000	2.0000		0	1	true		true
3k_main_skillset_historical_wang_lang_0D		3k_main_skill_mastery_metal_4_understanding_mlvl_3	3k_main_skillset_historical_wang_lang		2.2000	2.0000		0	1	true		true
3k_main_skillset_historical_wang_lang_0E		3k_main_skill_mastery_earth_4_stability_mlvl_3	3k_main_skillset_historical_wang_lang		2.9000	2.0000		0	1	true		true
3k_main_skillset_historical_wang_lang_1A		3k_main_skill_mastery_earth_2_mobility_mlvl_3	3k_main_skillset_historical_wang_lang		0.1000	0.0000		0	1	true		true
3k_main_skillset_historical_wang_lang_1B		3k_main_skill_mastery_fire_1_intensity_mlvl_3	3k_main_skillset_historical_wang_lang		0.8000	0.0000		0	1	true		true
3k_main_skillset_historical_wang_lang_1C		3k_main_skill_mastery_earth_5_meditation_mlvl_3	3k_main_skillset_historical_wang_lang		1.5000	0.0000		0	1	true		true
3k_main_skillset_historical_wang_lang_1D		3k_main_skill_mastery_metal_3_zeal_mlvl_3	3k_main_skillset_historical_wang_lang		2.2000	0.0000		0	1	true		true
3k_main_skillset_historical_wang_lang_1E		3k_main_skill_mastery_water_archer_4_perception_mlvl_3	3k_main_skillset_historical_wang_lang		2.9000	0.0000		1	1	true		true
3k_main_skillset_historical_wang_lang_2A_historical		3k_main_skill_bodyguard_earth_alt_1	3k_main_skillset_historical_wang_lang		0.1000	1.0000		0	1	true	historical	true
3k_main_skillset_historical_wang_lang_2A_romance		3k_main_skill_special_ability_earth_stone_bulwark	3k_main_skillset_historical_wang_lang		0.1000	1.0000		0	1	true	romance	true
