key	exists_in_location	category	priority	turns_to_expire	point_change_per_turn_if_inactive	point_change_per_turn_while_active	provides_scripted_permissions_on_spawn	can_be_looted_post_battle	inheritance_chance	can_be_traded_in_diplomacy	can_be_stolen	rarity	can_be_unequipped	can_be_transferred_if_equipped	cannot_reequip_until_next_round_if_unequipped	equipped_in_location	point_change_per_turn_while_equipped
#ceos_tables;0;ceo_db/ceos_tables/titles																	
3k_dlc05_ancillary_title_attendant	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_blood_dragon	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_chief_of_records	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_coiled_dragon	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_director_of_astronomy	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_director_of_retainers_who_scales_the_city_wall	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_divine_mathematician	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_divine_physician	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_earth_dragon	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_flying_swallow_general	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_general_in_chief	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_general_of_a_hundred_victories	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_general_of_chariots_and_cavalry	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_general_of_flying_cavalry	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_general_of_heavenly_vision	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_general_of_the_front	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_general_of_the_guards	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_general_of_the_left	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_general_of_the_right	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_general_of_the_standard	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_general_who_brings_tranquillity_to_the_north	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_general_who_calms_the_waves	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_general_who_pacifies_the_south	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_general_who_smashes_the_caitiffs	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_general_who_stands_his_ground	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_general_who_supports_the_han	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_general_whom_expands_the_centre	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_gold_spotted_leopard	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_guardian_of_three_mountains	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_iron_general	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc05_ancillary_title_lord_of_thunder	faction_ceo_manager	3k_dlc05_ceo_category_ancillary_titles	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
