key	exists_in_location	category	priority	turns_to_expire	point_change_per_turn_if_inactive	point_change_per_turn_while_active	provides_scripted_permissions_on_spawn	can_be_looted_post_battle	inheritance_chance	can_be_traded_in_diplomacy	can_be_stolen	rarity	can_be_unequipped	can_be_transferred_if_equipped	cannot_reequip_until_next_round_if_unequipped	equipped_in_location	point_change_per_turn_while_equipped
#ceos_tables;0;ceo_db/ceos_tables/traits																	
3k_dlc06_ceo_trait_personality_animal_friend	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	false	false	true	character_equipment	0
3k_dlc07_ceo_liu_yan_ambition_inheritance_delayed_character_portion	character_ceo_manager	3k_main_ceo_category_traits_physical	1	0	0	0		false	0	false	false	unique	false	false	true	character_equipment	0
3k_dlc07_ceo_liu_yan_ambition_inheritance_forgotten_character_portion	character_ceo_manager	3k_main_ceo_category_traits_physical	1	0	0	0		false	0	false	false	unique	false	false	true	character_equipment	0
3k_dlc07_ceo_liu_yan_ambition_inheritance_late_character_portion	character_ceo_manager	3k_main_ceo_category_traits_physical	1	0	0	0		false	0	false	false	unique	false	false	true	character_equipment	0
3k_dlc07_ceo_liu_yan_ambition_inheritance_timely_character_portion	character_ceo_manager	3k_main_ceo_category_traits_physical	1	0	0	0		false	0	false	false	unique	false	false	true	character_equipment	0
3k_dlc07_ceo_trait_personality_frivolous	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	false	false	true	character_equipment	0
3k_main_ceo_trait_personality_aescetic	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_ambitious	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_arrogant	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_artful	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_brave	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_brilliant	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_careless	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_cautious	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_charismatic	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_charitable	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_clever	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_competative	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_cowardly	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_cruel	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_cunning	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_deceitful	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_defiant	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_determined	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_direct	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_disciplined	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_disloyal	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_distinguished	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_dutiful	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_elusive	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_energetic	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_enigmatic	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_trait_personality_fiery	character_ceo_manager	3k_main_ceo_category_traits_personality	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
