key	exists_in_location	category	priority	turns_to_expire	point_change_per_turn_if_inactive	point_change_per_turn_while_active	provides_scripted_permissions_on_spawn	can_be_looted_post_battle	inheritance_chance	can_be_traded_in_diplomacy	can_be_stolen	rarity	can_be_unequipped	can_be_transferred_if_equipped	cannot_reequip_until_next_round_if_unequipped	equipped_in_location	point_change_per_turn_while_equipped
#ceos_tables;0;ceo_db/ceos_tables/weapons																	
3k_dlc04_ancillary_weapon_staff_zhang_jue_unique	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	unique	true	true	true	character_equipment	0
3k_dlc05_ancillary_weapon_white_tigers_claws	character_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	false	false	unique	true	true	true	character_equipment	0
3k_dlc05_ancillary_weapon_white_tigers_claws_faction	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	unique	true	true	true	character_equipment	0
3k_dlc06_ancillary_weapon_2h_ball_mace_king_shamoke_unique	character_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		false	0	false	false	unique	true	false	true	character_equipment	0
3k_dlc06_ancillary_weapon_axe_stone_common	character_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		false	0	false	false	common	true	true	true	character_equipment	0
3k_dlc06_ancillary_weapon_burning_mace_unique	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	unique	false	true	true	character_equipment	0
3k_dlc06_ancillary_weapon_machete_common	character_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		false	0	false	false	common	true	true	true	character_equipment	0
3k_dlc06_ancillary_weapon_mixed_flint_common	character_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		false	0	false	false	common	true	true	true	character_equipment	0
3k_dlc06_ancillary_weapon_two_handed_axe_king_wutugu_unique	character_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		false	0	false	false	unique	true	true	true	character_equipment	0
3k_dlc07_ancillary_weapon_defence_of_levity	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		false	0	true	false	unique	true	true	true	character_equipment	0
3k_dlc07_ancillary_weapon_emperor_xian_weapon_unique	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		false	0	false	false	unique	false	false	false	character_equipment	0
3k_dlc07_ancillary_weapon_fear_and_discipline	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		false	0	true	false	unique	true	true	true	character_equipment	0
3k_dlc07_ancillary_weapon_the_rule	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		false	0	true	false	unique	true	true	true	character_equipment	0
3k_ironic_ancillary_weapon_hua_xiong_glaive_unique	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	unique	true	true	true	character_equipment	0
3k_ironic_ancillary_weapon_ma_dai_spear_unique	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	unique	true	true	true	character_equipment	0
3k_ironic_ancillary_weapon_pang_de_spear_unique	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	unique	true	true	true	character_equipment	0
3k_ironic_ancillary_weapon_two_handed_axe_unique	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	unique	true	true	true	character_equipment	0
3k_ironic_ancillary_weapon_two_handed_trident_unique	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	unique	true	true	true	character_equipment	0
3k_main_ancillary_weapon_ancient_silver_sword	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	unique	true	true	true	character_equipment	0
3k_main_ancillary_weapon_axes_of_the_bandit_queen	character_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	false	false	unique	true	true	true	character_equipment	0
3k_main_ancillary_weapon_axes_of_the_bandit_queen_faction	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	unique	true	true	true	character_equipment	0
3k_main_ancillary_weapon_blade_of_xiang_yu	character_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	false	false	unique	true	true	true	character_equipment	0
3k_main_ancillary_weapon_blade_of_xiang_yu_faction	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	unique	true	true	true	character_equipment	0
3k_main_ancillary_weapon_ceremonial_sword_exceptional	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	exceptional	true	true	true	character_equipment	0
3k_main_ancillary_weapon_ceremonial_sword_refined	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	refined	true	true	true	character_equipment	0
3k_main_ancillary_weapon_ceremonial_sword_unique	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	unique	true	true	true	character_equipment	0
3k_main_ancillary_weapon_cleaver_of_mountains_unique	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	unique	true	true	true	character_equipment	0
3k_main_ancillary_weapon_double_edged_sword_common	character_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		false	0	false	false	common	true	true	true	character_equipment	0
3k_main_ancillary_weapon_double_edged_sword_exceptional	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	exceptional	true	true	true	character_equipment	0
3k_main_ancillary_weapon_double_edged_sword_refined	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	refined	true	true	true	character_equipment	0
3k_main_ancillary_weapon_double_edged_sword_unique	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	unique	true	true	true	character_equipment	0
3k_main_ancillary_weapon_dual_axes_exceptional	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	exceptional	true	true	true	character_equipment	0
3k_main_ancillary_weapon_dual_short_ji_exceptional	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	exceptional	true	true	true	character_equipment	0
3k_main_ancillary_weapon_dual_swords_common	character_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		false	0	false	false	common	true	true	true	character_equipment	0
3k_main_ancillary_weapon_dual_swords_exceptional	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	exceptional	true	true	true	character_equipment	0
3k_main_ancillary_weapon_dual_swords_refined	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	refined	true	true	true	character_equipment	0
3k_main_ancillary_weapon_dual_swords_unique	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	unique	true	true	true	character_equipment	0
3k_main_ancillary_weapon_ganjiang	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	unique	true	true	true	character_equipment	0
3k_main_ancillary_weapon_giant_mace_unique	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	unique	true	true	true	character_equipment	0
3k_main_ancillary_weapon_green_dragon_crescent_blade	character_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	false	false	unique	true	true	true	character_equipment	0
3k_main_ancillary_weapon_green_dragon_crescent_blade_faction	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	unique	true	true	true	character_equipment	0
3k_main_ancillary_weapon_halberd_common	character_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		false	0	false	false	common	true	true	true	character_equipment	0
3k_main_ancillary_weapon_halberd_exceptional	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	exceptional	true	true	true	character_equipment	0
3k_main_ancillary_weapon_halberd_refined	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	refined	true	true	true	character_equipment	0
3k_main_ancillary_weapon_halberd_unique	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	unique	true	true	true	character_equipment	0
3k_main_ancillary_weapon_hook_sickle_sabre_common	character_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		false	0	false	false	common	true	true	true	character_equipment	0
3k_main_ancillary_weapon_hook_sickle_sabre_exceptional	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	exceptional	true	true	true	character_equipment	0
3k_main_ancillary_weapon_hook_sicle_sabre_refined	faction_ceo_manager	3k_main_ceo_category_ancillary_weapon	1	0	0	0		true	0	true	false	refined	true	true	true	character_equipment	0
