key	exists_in_location	category	priority	turns_to_expire	point_change_per_turn_if_inactive	point_change_per_turn_while_active	provides_scripted_permissions_on_spawn	can_be_looted_post_battle	inheritance_chance	can_be_traded_in_diplomacy	can_be_stolen	rarity	can_be_unequipped	can_be_transferred_if_equipped	cannot_reequip_until_next_round_if_unequipped	equipped_in_location	point_change_per_turn_while_equipped
#ceos_tables;0;ceo_db/ceos_tables/data__																	
3k_dlc04_political_support_party01	character_ceo_manager	3k_dlc04_ceo_category_political_support	1	0	0	0		false	0	false	false	common	false	false	false	character_equipment	0
3k_dlc04_political_support_party02	character_ceo_manager	3k_dlc04_ceo_category_political_support	1	0	0	0		false	0	false	false	common	false	false	false	character_equipment	0
3k_dlc04_political_support_party03	character_ceo_manager	3k_dlc04_ceo_category_political_support	1	0	0	0		false	0	false	false	common	false	false	false	character_equipment	0
3k_dlc05_ceo_hidden_shared_expertise	character_ceo_manager	3k_dlc05_ceo_category_hidden	1	0	0	0		false	0	false	false	common	true	false	false	character_equipment	0
3k_dlc06_ceo_class_nanman	character_ceo_manager	3k_main_ceo_category_class	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_dlc06_ceo_equipment_permissions_armour_nanman	character_ceo_manager	3k_main_ceo_category_equipment_permissions	1	0	0	0		false	0	false	false	common	false	true	true	character_equipment	0
3k_dlc06_ceo_family_member_tag	character_ceo_manager	3k_dlc05_ceo_category_hidden	1	0	0	0		false	0	false	false	unique	false	false	false	character_equipment	0
3k_dlc06_ceo_shi_xie_non_family_unsatisfied	character_ceo_manager	3k_dlc05_ceo_category_hidden	1	0	0	0		false	0	false	false	unique	false	false	false	character_equipment	0
3k_ironic_wu_jing_ceo_family_member_tag	character_ceo_manager	3k_dlc05_ceo_category_hidden	1	0	0	0		false	0	false	false	unique	true	false	false	character_equipment	0
3k_ironic_wu_jing_ceo_non_family_member_tag	character_ceo_manager	3k_dlc05_ceo_category_hidden	1	0	0	0		false	0	false	false	unique	true	false	false	character_equipment	0
3k_main_ceo_career_childhood_earth	character_ceo_manager	3k_main_ceo_category_childhood	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_career_childhood_fire	character_ceo_manager	3k_main_ceo_category_childhood	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_career_childhood_metal	character_ceo_manager	3k_main_ceo_category_childhood	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_career_childhood_water	character_ceo_manager	3k_main_ceo_category_childhood	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_career_childhood_wood	character_ceo_manager	3k_main_ceo_category_childhood	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_class_earth	character_ceo_manager	3k_main_ceo_category_class	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_class_fire	character_ceo_manager	3k_main_ceo_category_class	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_class_metal	character_ceo_manager	3k_main_ceo_category_class	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_class_transitive	character_ceo_manager	3k_main_ceo_category_class	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_class_water	character_ceo_manager	3k_main_ceo_category_class	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_class_wood	character_ceo_manager	3k_main_ceo_category_class	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_equipment_permissions_armour_earth	character_ceo_manager	3k_main_ceo_category_equipment_permissions	1	0	0	0		false	0	false	false	common	false	true	true	character_equipment	0
3k_main_ceo_equipment_permissions_armour_fire	character_ceo_manager	3k_main_ceo_category_equipment_permissions	1	0	0	0		false	0	false	false	common	false	true	true	character_equipment	0
3k_main_ceo_equipment_permissions_armour_metal	character_ceo_manager	3k_main_ceo_category_equipment_permissions	1	0	0	0		false	0	false	false	common	false	true	true	character_equipment	0
3k_main_ceo_equipment_permissions_armour_unique	character_ceo_manager	3k_main_ceo_category_equipment_permissions	1	0	0	0		false	0	false	false	common	false	true	true	character_equipment	0
3k_main_ceo_equipment_permissions_armour_water	character_ceo_manager	3k_main_ceo_category_equipment_permissions	1	0	0	0		false	0	false	false	common	false	true	true	character_equipment	0
3k_main_ceo_equipment_permissions_armour_wood	character_ceo_manager	3k_main_ceo_category_equipment_permissions	1	0	0	0		false	0	false	false	common	false	true	true	character_equipment	0
3k_main_ceo_equipment_permissions_weapons_all	character_ceo_manager	3k_main_ceo_category_equipment_permissions	1	0	0	0		false	0	false	false	common	false	false	true	character_equipment	0
3k_main_ceo_equipment_permissions_weapons_earth	character_ceo_manager	3k_main_ceo_category_equipment_permissions	1	0	0	0		false	0	false	false	common	false	false	true	character_equipment	0
3k_main_ceo_equipment_permissions_weapons_fire	character_ceo_manager	3k_main_ceo_category_equipment_permissions	1	0	0	0		false	0	false	false	common	false	false	true	character_equipment	0
3k_main_ceo_equipment_permissions_weapons_metal	character_ceo_manager	3k_main_ceo_category_equipment_permissions	1	0	0	0		false	0	false	false	common	false	false	true	character_equipment	0
3k_main_ceo_equipment_permissions_weapons_water	character_ceo_manager	3k_main_ceo_category_equipment_permissions	1	0	0	0		false	0	false	false	common	false	false	true	character_equipment	0
3k_main_ceo_equipment_permissions_weapons_wood	character_ceo_manager	3k_main_ceo_category_equipment_permissions	1	0	0	0		false	0	false	false	common	false	false	true	character_equipment	0
3k_main_ceo_gender_female	character_ceo_manager	3k_main_ceo_category_gender	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_gender_male	character_ceo_manager	3k_main_ceo_category_gender	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_potential_legendary_early	character_ceo_manager	3k_main_ceo_category_potential	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_potential_legendary_late	character_ceo_manager	3k_main_ceo_category_potential	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_potential_legendary_middle	character_ceo_manager	3k_main_ceo_category_potential	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_protagonist	character_ceo_manager	3k_main_ceo_category_protagonist	1	0	0	-1		false	0	false	false	common	true	false	true	character_equipment	0
3k_main_ceo_wealth	character_ceo_manager	3k_main_ceo_category_wealth	1	0	0	0		false	0	false	false	common	true	false	true	character_equipment	0
3k_ytr_ceo_class_heaven	character_ceo_manager	3k_main_ceo_category_class	1	0	0	0		false	0	false	false	common	false	false	true	character_equipment	0
3k_ytr_ceo_class_land	character_ceo_manager	3k_main_ceo_category_class	1	0	0	0		false	0	false	false	common	false	false	true	character_equipment	0
3k_ytr_ceo_class_people	character_ceo_manager	3k_main_ceo_category_class	1	0	0	0		false	0	false	false	common	false	false	true	character_equipment	0
3k_ytr_ceo_equipment_permissions_armour_metal	character_ceo_manager	3k_main_ceo_category_equipment_permissions	1	0	0	0		false	0	false	false	common	false	true	false	character_equipment	0
3k_ytr_ceo_equipment_permissions_armour_water	character_ceo_manager	3k_main_ceo_category_equipment_permissions	1	0	0	0		false	0	false	false	common	false	true	false	character_equipment	0
3k_ytr_ceo_equipment_permissions_armour_wood	character_ceo_manager	3k_main_ceo_category_equipment_permissions	1	0	0	0		false	0	false	false	common	false	true	false	character_equipment	0
3k_ytr_ceo_equipment_permissions_weapons_metal	character_ceo_manager	3k_main_ceo_category_equipment_permissions	1	0	0	0		false	0	false	false	common	false	false	true	character_equipment	0
3k_ytr_ceo_equipment_permissions_weapons_water	character_ceo_manager	3k_main_ceo_category_equipment_permissions	1	0	0	0		false	0	false	false	common	false	false	true	character_equipment	0
3k_ytr_ceo_equipment_permissions_weapons_wood	character_ceo_manager	3k_main_ceo_category_equipment_permissions	1	0	0	0		false	0	false	false	common	false	false	true	character_equipment	0
3k_ytr_ceo_learning_student	character_ceo_manager	3k_ytr_ceo_category_learning	1	0	0	0		false	0	false	false	common	false	false	true	character_equipment	0
3k_ytr_ceo_learning_teacher	character_ceo_manager	3k_ytr_ceo_category_learning	1	0	0	0		false	0	false	false	common	false	false	true	character_equipment	0
