key	exists_in_location	category	priority	turns_to_expire	point_change_per_turn_if_inactive	point_change_per_turn_while_active	provides_scripted_permissions_on_spawn	can_be_looted_post_battle	inheritance_chance	can_be_traded_in_diplomacy	can_be_stolen	rarity	can_be_unequipped	can_be_transferred_if_equipped	cannot_reequip_until_next_round_if_unequipped	equipped_in_location	point_change_per_turn_while_equipped
#ceos_tables;0;ceo_db/ceos_tables/data__																	
3k_cp01_ancillary_armour_guo_jias_armour_unique	character_ceo_manager	3k_main_ceo_category_ancillary_armour	1	0	0	0		false	0	false	false	unique	false	true	true	character_equipment	0
3k_cp01_ancillary_armour_huang_gais_armour_unique	character_ceo_manager	3k_main_ceo_category_ancillary_armour	1	0	0	0		false	0	false	false	unique	false	true	true	character_equipment	0
3k_cp01_ancillary_armour_jia_xus_armour_unique	character_ceo_manager	3k_main_ceo_category_ancillary_armour	1	0	0	0		false	0	false	false	unique	false	true	true	character_equipment	0
3k_cp01_ancillary_armour_pang_tongs_armour_unique	character_ceo_manager	3k_main_ceo_category_ancillary_armour	1	0	0	0		false	0	false	false	unique	false	true	true	character_equipment	0
3k_dlc04_ancillary_accessory_calligraphy_set_unique	faction_ceo_manager	3k_main_ceo_category_ancillary_accessory	1	0	0	0		true	0	true	true	unique	true	true	true	character_equipment	0
3k_dlc04_ancillary_accessory_nushe_bifa_unique	faction_ceo_manager	3k_main_ceo_category_ancillary_accessory	1	0	0	0		true	0	true	true	unique	true	true	true	character_equipment	0
3k_dlc04_ancillary_accessory_religious_bell_unique	faction_ceo_manager	3k_main_ceo_category_ancillary_accessory	1	0	0	0		true	0	true	true	unique	true	true	true	character_equipment	0
3k_dlc04_ancillary_accessory_zhang_liang_unique	faction_ceo_manager	3k_main_ceo_category_ancillary_accessory	1	0	0	0		true	0	true	true	unique	true	true	true	character_equipment	0
3k_dlc04_ancillary_armour_diao_chans_armour_unique	character_ceo_manager	3k_main_ceo_category_ancillary_armour	1	0	0	0		false	0	false	false	unique	false	true	true	character_equipment	0
3k_dlc04_ancillary_armour_emperor_ling_armour_unique	character_ceo_manager	3k_main_ceo_category_ancillary_armour	1	0	0	0		false	0	false	false	unique	false	true	true	character_equipment	0
3k_dlc04_ancillary_armour_empress_hes_armour_unique	character_ceo_manager	3k_main_ceo_category_ancillary_armour	1	0	0	0		false	0	false	false	unique	false	true	true	character_equipment	0
3k_dlc04_ancillary_armour_he_jins_armour_unique	character_ceo_manager	3k_main_ceo_category_ancillary_armour	1	0	0	0		false	0	false	false	unique	false	true	true	character_equipment	0
3k_dlc04_ancillary_armour_huangfu_songs_armour_unique	character_ceo_manager	3k_main_ceo_category_ancillary_armour	1	0	0	0		false	0	false	false	unique	false	true	true	character_equipment	0
3k_dlc04_ancillary_armour_lu_zhis_armour_unique	character_ceo_manager	3k_main_ceo_category_ancillary_armour	1	0	0	0		false	0	false	false	unique	false	true	true	character_equipment	0
3k_dlc04_ancillary_armour_non_deployable_armour_red_common	character_ceo_manager	3k_main_ceo_category_ancillary_armour	1	0	0	0		false	0	false	false	unique	false	true	true	character_equipment	0
3k_dlc04_ancillary_armour_non_deployable_armour_red_refined	character_ceo_manager	3k_main_ceo_category_ancillary_armour	1	0	0	0		false	0	false	false	unique	false	true	true	character_equipment	0
3k_dlc04_ancillary_armour_non_deployable_armour_yellow_common	character_ceo_manager	3k_main_ceo_category_ancillary_armour	1	0	0	0		false	0	false	false	unique	false	true	true	character_equipment	0
3k_dlc04_ancillary_armour_prince_liu_chongs_armour_unique	character_ceo_manager	3k_main_ceo_category_ancillary_armour	1	0	0	0		false	0	false	false	unique	false	true	true	character_equipment	0
3k_dlc04_ancillary_armour_xun_yus_armour_unique	character_ceo_manager	3k_main_ceo_category_ancillary_armour	1	0	0	0		false	0	false	false	unique	false	true	true	character_equipment	0
3k_dlc04_ancillary_armour_zhang_baos_armour_unique	character_ceo_manager	3k_main_ceo_category_ancillary_armour	1	0	0	0		false	0	false	false	unique	false	true	true	character_equipment	0
3k_dlc04_ancillary_armour_zhang_jues_armour_unique	character_ceo_manager	3k_main_ceo_category_ancillary_armour	1	0	0	0		false	0	false	false	unique	false	true	true	character_equipment	0
