permission	requirement	unit	is_restriction
#campaign_unit_permission_requirements_tables;0;db/campaign_unit_permission_requirements_tables/ironic_northwest_units			
ironic_han_sui_faction	no_requirement	ironic_chibi_sui_wu_hu_warband	false
ironic_han_sui_faction	3k_main_unit_requirement_fire_xiliang_cavalry	3k_main_unit_fire_xiliang_cavalry	false
ironic_han_sui_faction	3k_main_unit_requirement_fire_heavy_xiliang_cavalry	3k_main_unit_fire_heavy_xiliang_cavalry	false
ironic_han_sui_faction	no_requirement	3k_dlc04_unit_metal_qiang_warriors	false
ironic_han_sui_faction	no_requirement	3k_dlc04_unit_water_qiang_archers	false
ironic_han_sui_faction	no_requirement	3k_dlc04_unit_wood_qiang_polearms	false
ironic_han_sui_faction	level_6	3k_main_unit_water_qiang_hunters	false
ironic_han_sui_faction	level_3	3k_main_unit_fire_qiang_marauders	false
ironic_han_sui_faction	level_6	3k_main_unit_earth_qiang_raiders	false
ironic_song_jian_faction	level_3	ironic_chibi_jian_qiang_lords	false
ironic_song_jian_faction	level_6	ironic_chibi_jian_qiang_rangers	false
ironic_wuhuan_tribe_faction	level_3	3k_mod_unit_earth_wuhuan_cavalry	false
ironic_wuhuan_tribe_faction	level_6	3k_mod_unit_fire_wuhuan_dragons	false
ironic_wuhuan_tribe_faction	level_6	3k_mod_unit_metal_wuhuan_infantry	false
ironic_wuhuan_tribe_faction	level_3	3k_mod_unit_water_wuhuan_archers	false
ironic_xiongnu_requirements	level_3	3k_dlc07_unit_earth_xiongnu_noble_cavalry	false
ironic_xiongnu_requirements	level_6	ep_unit_fire_xiongnu_cataphracts	false
ironic_xiongnu_requirements	level_3	ep_unit_fire_xiongnu_cavalry	false
ironic_xiongnu_requirements	level_3	3k_mod_unit_water_xiongnu_assassins	false
ironic_gan_ning_faction	level_6	unit_metal_ironic_gan_ning_metal_infantry	false
ironic_gan_ning_faction	level_3	unit_fire_ironic_gan_ning_fire_cavalry	false
ironic_gao_gan_faction	level_3	unit_fire_ironic_gao_gan_fire_cavalry	false
ironic_gao_gan_faction	level_6	unit_metal_ironic_gao_gan_metal_infantry	false
3k_main_unit_permission_special_character_permissions	ironic_xiliang_commander_lock	ironic_xiliang_commander	false
3k_main_unit_permission_special_character_permissions	ironic_xiliang_cavalry_6_lock	3k_main_unit_fire_heavy_xiliang_cavalry	false
3k_main_unit_permission_special_character_permissions	ironic_xiliang_cavalry_3_lock	3k_main_unit_fire_xiliang_cavalry	false
ironic_han_fu_faction	no_requirement	unit_wood_ironic_spear_milita_infantry	false
ironic_han_fu_faction	level_3	unit_wood_ironic_han_fu_wood_infantry	false
ironic_han_fu_faction	no_requirement	3k_main_unit_wood_spear_guards	true
ironic_Zhang_yang_faction	level_6	unit_metal_ironic_zhang_yang_metal_infantry	false
ironic_Zhang_yang_faction	level_3	unit_earth_ironic_zhang_yang_earth_cavalry	false
ironic_wang_kuang_faction	level_3	unit_water_ironic_wang_kuang_water_archers	false
ironic_wang_kuang_faction	level_6	unit_wood_ironic_wang_kuang_wood_infantry	false
ironic_chen_gui_faction	level_3	unit_water_ironic_chen_gui_water_crossbow	false
ironic_chen_gui_faction	level_3	unit_water_ironic_chen_gui_water_archers	false
ironic_yang_feng_b_faction	level_3	3k_ytr_unit_earth_white_wave_horsemen	false
ironic_yang_feng_b_faction	level_6	3k_ytr_unit_metal_white_wave_veterans	false
ironic_jia_long_faction	level_6	unit_metal_ironic_gentry_household_guards	false
ironic_jia_long_faction	level_3	unit_wood_ironic_yi_spearmen	false
ironic_liu_dai_faction	level_6	unit_water_ironic_yan_crossbow	false
ironic_liu_dai_faction	level_3	unit_metal_ironic_yanjin_swashbucklers	false
ironic_zhang_chao_faction	level_3	unit_metal_artist_guangling	false
ironic_zhang_chao_faction	level_6	unit_metal_guangling_pirates	false
ironic_ying_shao_faction	no_requirement	unit_metal_savant_warriors	false
ironic_ying_shao_faction	level_6	unit_wood_empire_watchmen	false
ironic_gongsun_du_faction	level_6	unit_metal_liaodong_headhunters	false
ironic_gongsun_du_faction	level_3	unit_water_liaodong_rangers	false
ironic_lu_kang_faction	level_3	unit_wood_yang_spearmen	false
ironic_lu_kang_faction	level_3	unit_metal_stalwart_axes	false
ironic_ze_rong_faction	level_3	unit_metal_bomb_throwers	false
ironic_ze_rong_faction	no_requirement	unit_water_warrior_monks	false
ironic_kong_zhou_faction	level_6	unit_wood_ironic_scholar_spearmen	false
ironic_kong_zhou_faction	level_3	unit_water_ironic_scholar_archers	false
ironic_xianbei_faction	level_3	3k_mod_unit_earth_xianbei_swordguard	false
ironic_xianbei_faction	level_6	3k_mod_unit_metal_xianbei_headhunters	false
ironic_xianbei_faction	level_6	ep_unit_fire_xianbei_riders	false
ironic_xianbei_faction	level_3	ep_unit_water_xianbei_horse_archers	false
ironic_di_faction	level_6	ironic_di_marauders_earth	false
ironic_di_faction	level_3	ironic_di_horse_archers_water	false
ironic_di_faction	level_3	ironic_di_raiders_fire	false
ironic_di_faction	level_6	ironic_di_cataphracts_fire	false
ironic_tribal_units	no_requirement	3k_ironic_unit_water_untried_archers	false
ironic_tribal_units	level_3	3k_ironic_unit_water_hardened_archers	false
