permission	requirement	unit	is_restriction
#campaign_unit_permission_requirements_tables;0;db/campaign_unit_permission_requirements_tables/data__			
3K_dlc06_unit_permission_nanman_fealty_dependent	3k_dlc06_unit_requirements_fire_southern_elephants	3k_dlc06_unit_fire_southern_elephants	false
3K_dlc06_unit_permission_nanman_fealty_dependent	3k_dlc06_unit_requirements_fire_war_elephants	3k_dlc06_unit_fire_war_elephants	false
3K_dlc06_unit_permission_nanman_fealty_dependent	3k_dlc06_unit_requirements_metal_axe_throwers	3k_dlc06_unit_metal_axe_throwers	false
3K_dlc06_unit_permission_nanman_fealty_dependent	3k_dlc06_unit_requirements_metal_followers_of_the_flame	3k_dlc06_unit_metal_followers_of_the_flame	false
3K_dlc06_unit_permission_nanman_fealty_dependent	3k_dlc06_unit_requirements_metal_might_of_the_valley	3k_dlc06_unit_metal_might_of_the_valley	false
3K_dlc06_unit_permission_nanman_fealty_dependent	3k_dlc06_unit_requirements_metal_nanzhong_champions	3k_dlc06_unit_metal_nanzhong_champions	false
3K_dlc06_unit_permission_nanman_fealty_dependent	3k_dlc06_unit_requirements_metal_ravine_warriors	3k_dlc06_unit_metal_ravine_warriors	false
3K_dlc06_unit_permission_nanman_fealty_dependent	3k_dlc06_unit_requirements_metal_tiger_warriors	3k_dlc06_unit_metal_tiger_warriors	false
3K_dlc06_unit_permission_nanman_fealty_dependent	3k_dlc06_unit_requirements_metal_valley_tribesmen	3k_dlc06_unit_metal_valley_tribesmen	false
3K_dlc06_unit_permission_nanman_fealty_dependent	3k_dlc06_unit_requirements_metal_wugou_axe_throwers	3k_dlc06_unit_metal_wugou_axe_throwers	false
3K_dlc06_unit_permission_nanman_fealty_dependent	3k_dlc06_unit_requirements_metal_wuling_fighters	3k_dlc06_unit_metal_wuling_fighters	false
3K_dlc06_unit_permission_nanman_fealty_dependent	3k_dlc06_unit_requirements_water_fire_archers	3k_dlc06_unit_water_fire_archers	false
3K_dlc06_unit_permission_nanman_fealty_dependent	3k_dlc06_unit_requirements_water_hidden_vipers	3k_dlc06_unit_water_hidden_vipers	false
3K_dlc06_unit_permission_nanman_fealty_dependent	3k_dlc06_unit_requirements_water_javelin_throwers	3k_dlc06_unit_water_javelin_throwers	false
3K_dlc06_unit_permission_nanman_fealty_dependent	3k_dlc06_unit_requirements_water_nanzhong_elephants	3k_dlc06_unit_water_nanzhong_elephants	false
3K_dlc06_unit_permission_nanman_fealty_dependent	3k_dlc06_unit_requirements_water_sanjiang_poison_darts	3k_dlc06_unit_water_sanjiang_poison_darts	false
3K_dlc06_unit_permission_nanman_fealty_dependent	3k_dlc06_unit_requirements_water_tiger_slingers	3k_dlc06_unit_water_tiger_slingers	false
3K_dlc06_unit_permission_nanman_fealty_dependent	3k_dlc06_unit_requirements_water_wuling_slingers	3k_dlc06_unit_water_wuling_slingers	false
3K_dlc06_unit_permission_nanman_fealty_dependent	3k_dlc06_unit_requirements_wood_javelin_spear_guards	3k_dlc06_unit_wood_javelin_spear_guards	false
3K_dlc06_unit_permission_nanman_fealty_dependent	3k_dlc06_unit_requirements_wood_javelin_spearmen	3k_dlc06_unit_wood_javelin_spearmen	false
3K_dlc06_unit_permission_nanman_fealty_dependent	3k_dlc06_unit_requirements_wood_nanzhong_spearmen	3k_dlc06_unit_wood_nanzhong_spearmen	false
3K_dlc06_unit_permission_nanman_fealty_dependent	3k_dlc06_unit_requirements_wood_sanjiang_poison_spears	3k_dlc06_unit_wood_sanjiang_poison_spears	false
3K_dlc06_unit_permission_nanman_fealty_dependent	3k_dlc06_unit_requirements_wood_shields_of_the_south	3k_dlc06_unit_wood_shields_of_the_south	false
3K_dlc06_unit_permission_nanman_fealty_dependent	3k_dlc06_unit_requirements_wood_wolf_pack	3k_dlc06_unit_wood_wolf_pack	false
3k_dlc04_unit_permission_faction_empress_he	3k_dlc04_unit_requirement_earth_imperial_household_cavalry	3k_dlc04_unit_earth_imperial_household_cavalry	false
3k_dlc04_unit_permission_faction_empress_he	3k_dlc04_unit_requirement_fire_imperial_lancer_cavalry	3k_dlc04_unit_fire_imperial_lancer_cavalry	false
3k_dlc04_unit_permission_faction_empress_he	3k_dlc04_unit_requirement_metal_imperial_sword_guard	3k_dlc04_unit_metal_imperial_sword_guard	false
3k_dlc04_unit_permission_faction_empress_he	3k_dlc04_unit_requirement_water_imperial_palace_cavalry	3k_dlc04_unit_water_imperial_palace_cavalry	false
3k_dlc04_unit_permission_faction_empress_he	3k_dlc04_unit_requirement_water_imperial_palace_crossbowmen	3k_dlc04_unit_water_imperial_palace_crossbowmen	false
3k_dlc04_unit_permission_faction_empress_he	3k_dlc04_unit_requirement_wood_imperial_gate_guards	3k_dlc04_unit_wood_imperial_gate_guards	false
3k_dlc04_unit_permission_faction_lu_zhi	3k_dlc04_unit_requirement_fire_destroyer_of_traitors	3k_dlc04_unit_fire_destroyer_of_traitors	false
3k_dlc04_unit_permission_faction_lu_zhi	3k_dlc04_unit_requirement_wood_defenders_of_the_empire	3k_dlc04_unit_wood_defenders_of_the_empire	false
3k_dlc04_unit_permission_faction_prince_liu_chong	3k_dlc04_unit_requirement_earth_chen_peacekeepers	3k_dlc04_unit_earth_chen_peacekeepers	false
3k_dlc04_unit_permission_faction_prince_liu_chong	3k_dlc04_unit_requirement_water_chen_royal_guard	3k_dlc04_unit_water_chen_royal_guard	false
3k_dlc04_unit_permission_faction_tao_qian	3k_dlc04_unit_requirement_water_territorial_archer	3k_dlc04_unit_water_territorial_archer	false
3k_dlc04_unit_permission_faction_tao_qian	3k_dlc04_unit_requirement_wood_territorial_spearmen	3k_dlc04_unit_wood_territorial_spearmen	false
3k_dlc04_unit_permission_faction_zhang_bao	3k_dlc04_unit_requirement_water_yaoguai_hunters	3k_dlc04_unit_water_yaoguai_hunters	false
3k_dlc04_unit_permission_faction_zhang_bao	3k_dlc04_unit_requirement_wood_zealots_of_the_way	3k_dlc04_unit_wood_zealots_of_the_way	false
3k_dlc04_unit_permission_faction_zhang_jue	3k_dlc04_unit_requirement_earth_messengers_of_heaven	3k_dlc04_unit_earth_messengers_of_heaven	false
3k_dlc04_unit_permission_faction_zhang_jue	3k_dlc04_unit_requirement_metal_chosen_of_the_eight_immortals	3k_dlc04_unit_metal_chosen_of_the_eight_immortals	false
3k_dlc04_unit_permission_faction_zhang_liang	3k_dlc04_unit_requirement_fire_tyrant_slayers	3k_dlc04_unit_fire_tyrant_slayers	false
3k_dlc04_unit_permission_faction_zhang_liang	3k_dlc04_unit_requirement_wood_gallants_of_the_people	3k_dlc04_unit_wood_gallants_of_the_people	false
3k_dlc04_unit_permission_technologies	3k_dlc04_unit_requirement_earth_jaizi_raiders	3k_dlc04_unit_earth_jaizi_raiders	false
3k_dlc04_unit_permission_technologies	3k_dlc04_unit_requirement_earth_mounted_sabre_defectors	3k_dlc04_unit_earth_mounted_sabre_defectors	false
3k_dlc04_unit_permission_technologies	3k_dlc04_unit_requirement_fire_mounted_lancer_defectors	3k_dlc04_unit_fire_mounted_lancer_defectors	false
3k_dlc04_unit_permission_technologies	3k_dlc04_unit_requirement_fire_righteous_vanguards	3k_dlc04_unit_fire_righteous_vanguards	false
3k_dlc04_unit_permission_technologies	3k_dlc04_unit_requirement_metal_bringers_of_peace	3k_dlc04_unit_metal_bringers_of_peace	false
3k_dlc04_unit_permission_technologies	3k_dlc04_unit_requirement_metal_exemplars_of_the_tao	3k_dlc04_unit_metal_exemplars_of_the_tao	false
3k_dlc04_unit_permission_technologies	3k_dlc04_unit_requirement_metal_huanglao_s_paragons	3k_dlc04_unit_metal_huanglao_s_paragons	false
3k_dlc04_unit_permission_technologies	3k_dlc04_unit_requirement_metal_redeemed_outlaws	3k_dlc04_unit_metal_redeemed_outlaws	false
3k_dlc04_unit_permission_technologies	3k_dlc04_unit_requirement_metal_sabre_defectors	3k_dlc04_unit_metal_sabre_defectors	false
3k_dlc04_unit_permission_technologies	3k_dlc04_unit_requirement_water_archer_defectors	3k_dlc04_unit_water_archer_defectors	false
3k_dlc04_unit_permission_technologies	3k_dlc04_unit_requirement_water_multiple_bolt_crossbow_yt	3k_dlc04_unit_water_multiple_bolt_crossbow	false
3k_dlc04_unit_permission_technologies	3k_dlc04_unit_requirement_water_multiple_bolt_crossbow_yt_alternate	3k_dlc04_unit_water_multiple_bolt_crossbow	false
3k_dlc04_unit_permission_technologies	3k_dlc04_unit_requirement_water_the_land_s_chosen	3k_dlc04_unit_water_the_lands_chosen	false
3k_dlc04_unit_permission_technologies	3k_dlc04_unit_requirement_water_trebuchet_yt	3k_main_unit_water_trebuchet	false
3k_dlc04_unit_permission_technologies	3k_dlc04_unit_requirement_water_trebuchet_yt_alternate	3k_main_unit_water_trebuchet	false
3k_dlc04_unit_permission_technologies	3k_dlc04_unit_requirement_wood_ascetics_of_the_way	3k_dlc04_unit_wood_ascetics_of_the_way	false
3k_dlc04_unit_permission_technologies	3k_dlc04_unit_requirement_wood_fervent_defenders	3k_dlc04_unit_wood_fervent_defenders	false
3k_dlc04_unit_permission_technologies	3k_dlc04_unit_requirement_wood_ji_defectors	3k_dlc04_unit_wood_ji_defectors	false
3k_dlc04_unit_permission_technologies	3k_dlc04_unit_requirement_wood_stalwart_shields	3k_dlc04_unit_wood_stalwart_shields	false
3k_dlc04_unit_permission_ytr_default_units_no_requirement	no_requirement	3k_dlc04_unit_metal_peasant_volunteers	false
3k_dlc04_unit_permission_ytr_default_units_no_requirement	no_requirement	3k_dlc04_unit_water_archer_gang	false
3k_dlc04_unit_permission_ytr_default_units_no_requirement	no_requirement	3k_dlc04_unit_water_poachers	false
3k_dlc04_unit_permission_ytr_default_units_no_requirement	no_requirement	3k_dlc04_unit_wood_spearmen_gang	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_earth_bandit_network_cangwu	3k_main_unit_earth_jian_swordguard_cavalry	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_earth_bandit_network_hanzhong	3k_ytr_unit_earth_virtuous_noblemen	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_earth_bandit_network_hedong	3k_ytr_unit_earth_white_wave_horsemen	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_earth_bandit_network_jingzhou	3k_main_unit_earth_jian_swordguard_cavalry	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_earth_bandit_network_langye	3k_ytr_unit_wood_reclaimers	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_earth_bandit_network_liang_outer	3k_main_unit_earth_qiang_raiders	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_earth_bandit_network_lingling	3k_ytr_unit_earth_virtuous_noblemen	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_earth_bandit_network_luoyang	3k_main_unit_earth_jian_swordguard_cavalry	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_earth_bandit_network_penchang	3k_main_unit_earth_sabre_cavalry	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_earth_bandit_network_pingyuan	3k_main_unit_earth_sabre_cavalry	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_earth_bandit_network_wudu	3k_main_unit_earth_sabre_cavalry	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_earth_bandit_network_yangzhou	3k_ytr_unit_metal_scholar_warriors	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_earth_bandit_network_yizhou	3k_main_unit_earth_sabre_cavalry	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_fire_bandit_network_baxi	3k_main_unit_fire_lance_cavalry	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_fire_bandit_network_beihai	3k_main_unit_fire_lance_cavalry	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_fire_bandit_network_bing_outer	ep_unit_fire_xiongnu_cataphracts	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_fire_bandit_network_henei	3k_main_unit_fire_raider_cavalry	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_fire_bandit_network_jianan	3k_dlc05_unit_wood_yue_tribesmen	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_fire_bandit_network_jiangyang	3k_main_unit_fire_raider_cavalry	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_fire_bandit_network_lujiang	3k_main_unit_fire_lance_cavalry	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_fire_bandit_network_nanyang	3k_main_unit_fire_raider_cavalry	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_fire_bandit_network_shuofang	ep_unit_fire_xiongnu_cavalry	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_fire_bandit_network_taiyuan	ep_unit_fire_xiongnu_cavalry	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_fire_bandit_network_wuling	3k_dlc06_unit_metal_nanman_warriors	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_fire_bandit_network_wuwei	3k_main_unit_fire_qiang_marauders	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_fire_bandit_network_you_outer	ep_unit_fire_xianbei_riders	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_fire_bandit_network_yu	3k_main_unit_fire_raider_cavalry	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_metal_bandit_network_anding	3k_main_unit_metal_sabre_infantry	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_metal_bandit_network_anping	3k_ytr_unit_metal_yellow_sky_heralds	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_metal_bandit_network_dongjun	3k_main_unit_metal_hidden_axes	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_metal_bandit_network_donglai	3k_main_unit_metal_sabre_infantry	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_metal_bandit_network_fuling	3k_dlc06_unit_metal_nanman_warriors	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_metal_bandit_network_fuling	3k_dlc06_unit_metal_valley_tribesmen	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_metal_bandit_network_hepu	3k_main_unit_metal_sabre_infantry	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_metal_bandit_network_houguan	3k_dlc05_unit_metal_yue_remnant_warriors	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_metal_bandit_network_jianning	3k_dlc06_unit_water_javelin_throwers	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_metal_bandit_network_jianning	3k_dlc06_unit_water_nanman_slingers	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_metal_bandit_network_jiuzhen	3k_main_unit_metal_jian_swordguards	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_metal_bandit_network_luling	3k_main_unit_metal_jian_swordguards	false
3k_dlc05_unit_permission_bandit_network	3k_dlc05_unit_requirement_metal_bandit_network_nanhai	3k_dlc05_unit_metal_yue_remnant_warriors	false
