permission	requirement	unit	is_restriction
#campaign_unit_permission_requirements_tables;0;db/campaign_unit_permission_requirements_tables/@@tribal_liu_yu			
ironic_liu_yu_faction	level_6	unit_earth_ironic_wuhuan_noble_riders	false
ironic_liu_yu_faction	level_3	unit_metal_ironic_xianbei_mercenary	false
ironic_liu_yu_faction	3k_main_ceo_liu_yu_tribal_region_canluan	3k_main_unit_fire_xiliang_cavalry	false
ironic_liu_yu_faction	3k_main_ceo_liu_yu_tribal_region_daijun_horse	ep_unit_water_xianbei_horse_archers	false
ironic_liu_yu_faction	3k_main_ceo_liu_yu_tribal_region_guangyuan_iron	3k_mod_unit_earth_wuhuan_cavalry	false
ironic_liu_yu_faction	3k_main_ceo_liu_yu_tribal_region_hanchang	ironic_di_cataphracts_fire	false
ironic_liu_yu_faction	3k_main_ceo_liu_yu_tribal_region_jincheng	3k_main_unit_water_qiang_hunters	false
ironic_liu_yu_faction	3k_main_ceo_liu_yu_tribal_region_liaodong_xuantu	ep_unit_fire_xianbei_riders	false
ironic_liu_yu_faction	3k_main_ceo_liu_yu_tribal_region_liaoxi_capital	3k_mod_unit_metal_wuhuan_infantry	false
ironic_liu_yu_faction	3k_main_ceo_liu_yu_tribal_region_liaoxi_tool	3k_mod_unit_water_wuhuan_archers	false
ironic_liu_yu_faction	3k_main_ceo_liu_yu_tribal_region_nanzheng	ironic_di_raiders_fire	false
ironic_liu_yu_faction	3k_main_ceo_liu_yu_tribal_region_sanshui	ironic_xiliang_commander	false
ironic_liu_yu_faction	3k_main_ceo_liu_yu_tribal_region_shanggui	3k_main_unit_earth_qiang_raiders	false
ironic_liu_yu_faction	3k_main_ceo_liu_yu_tribal_region_sheyan	3k_main_unit_fire_heavy_xiliang_cavalry	false
ironic_liu_yu_faction	3k_main_ceo_liu_yu_tribal_region_shuofang_captial	ep_unit_fire_xiongnu_cataphracts	false
ironic_liu_yu_faction	3k_main_ceo_liu_yu_tribal_region_shuofang_horse_tamer	ep_unit_fire_xiongnu_cavalry	false
ironic_liu_yu_faction	3k_main_ceo_liu_yu_tribal_region_tianshui	3k_main_unit_fire_qiang_marauders	false
ironic_liu_yu_faction	3k_main_ceo_liu_yu_tribal_region_wuyuan_capital	3k_mod_unit_metal_xianbei_headhunters	false
ironic_liu_yu_faction	3k_main_ceo_liu_yu_tribal_region_wuyuan_farm	3k_mod_unit_earth_xianbei_swordguard	false
ironic_liu_yu_faction	3k_main_ceo_liu_yu_tribal_region_xiabian	ironic_di_marauders_earth	false
ironic_liu_yu_faction	3k_main_ceo_liu_yu_tribal_region_xihe_capital	3k_mod_unit_water_xiongnu_assassins	false
ironic_liu_yu_faction	3k_main_ceo_liu_yu_tribal_region_xihe_fishing_port	3k_dlc07_unit_earth_xiongnu_noble_cavalry	false
ironic_liu_yu_faction	3k_main_ceo_liu_yu_tribal_region_yinping	ironic_di_horse_archers_water	false
ironic_liu_yu_faction	3k_main_ceo_liu_yu_tribal_region_youbeiping_capital	3k_mod_unit_fire_wuhuan_dragons	false
