permission	requirement	unit	is_restriction
#campaign_unit_permission_requirements_tables;0;db/campaign_unit_permission_requirements_tables/chenwen			
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_lu_zhi	3k_dlc04_unit_fire_destroyer_of_traitors	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_lu_zhi	3k_dlc04_unit_wood_defenders_of_the_empire	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_prince_liu_chong	3k_dlc04_unit_earth_chen_peacekeepers	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_prince_liu_chong	3k_dlc04_unit_water_chen_royal_guard	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_tao_qian	3k_dlc04_unit_water_territorial_archer	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_tao_qian	3k_dlc04_unit_wood_territorial_spearmen	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_zhang_bao	3k_dlc04_unit_water_yaoguai_hunters	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_zhang_bao	3k_dlc04_unit_wood_zealots_of_the_way	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_zhang_jue	3k_dlc04_unit_earth_messengers_of_heaven	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_zhang_jue	3k_dlc04_unit_metal_chosen_of_the_eight_immortals	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_zhang_liang	3k_dlc04_unit_fire_tyrant_slayers	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_zhang_liang	3k_dlc04_unit_wood_gallants_of_the_people	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_lu_bu	3k_dlc05_unit_fire_formation_breakers	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_lu_bu	3k_dlc05_unit_metal_camp_crushers	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_sun_ce	3k_dlc05_unit_earth_handmaid_guard	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_sun_ce	3k_dlc05_unit_wood_tiger_guard	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_white_tiger_yan	3k_dlc05_unit_metal_white_tiger_warriors	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_white_tiger_yan	3k_dlc05_unit_metal_yue_remnant_warriors	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_white_tiger_yan	3k_dlc05_unit_water_white_tiger_raiders	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_white_tiger_yan	3k_dlc05_unit_wood_yue_tribesmen	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_cao_cao	3k_dlc07_unit_earth_tiger_cubs	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_cao_cao	3k_dlc07_unit_metal_quingzhou_assault_infantry	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_cao_cao	3k_dlc07_unit_wood_quingzhou_halberds	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_cao_cao	3k_dlc07_unit_wood_quingzhou_spears	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_cao_cao	3k_main_unit_fire_heavy_tiger_and_leopard_cavalry	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_cao_cao	3k_main_unit_fire_tiger_and_leopard_cavalry	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_dong_zhuo	3k_main_unit_fire_heavy_xiliang_cavalry	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_dong_zhuo	3k_main_unit_fire_xiliang_cavalry	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_gongsun_zan	3k_main_unit_water_white_horse_fellows	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_gongsun_zan	3k_main_unit_water_white_horse_raiders	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_kong_rong	3k_main_unit_water_fury_of_beihai	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_kong_rong	3k_main_unit_water_thunder_of_jian_an	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_liu_bei	3k_main_unit_water_yi_archers	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_liu_bei	3k_main_unit_water_yi_marksmen	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_liu_biao	3k_main_unit_wood_imperial_defenders	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_liu_biao	3k_main_unit_wood_infantry_of_jing	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_liu_biao	ep_unit_water_archers_of_jing	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_liu_yan	3k_dlc07_unit_water_dongzhoubing_marksmen	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_liu_yan	3k_dlc07_unit_wood_dongzhoubing_defenders	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_ma_teng	3k_dlc04_unit_metal_qiang_warriors	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_ma_teng	3k_dlc04_unit_water_qiang_archers	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_ma_teng	3k_dlc04_unit_wood_qiang_polearms	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_ma_teng	3k_main_unit_water_qiang_hunters	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_ma_teng	3k_main_unit_fire_qiang_marauders	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_ma_teng	3k_main_unit_earth_qiang_raiders	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_sun_jian	3k_main_unit_metal_mercenary_infantry	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_sun_jian	3k_main_unit_water_mercenary_archers	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_sun_jian	3k_main_unit_fire_mercenary_cavalry	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_yuan_shao	3k_dlc07_unit_earth_xiongnu_noble_cavalry	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_yuan_shao	ep_unit_fire_xiongnu_cataphracts	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_yuan_shao	ep_unit_fire_xiongnu_cavalry	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_yuan_shao	3k_dlc07_unit_metal_liyang_daring_infantry	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_yuan_shao	3k_dlc07_unit_water_northern_mounted_raiders	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_yuan_shao	3k_dlc07_unit_water_ye_vanguard_crossbows	false
ironic_chen_wen_unique_faction	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_yuan_shao	3k_dlc07_unit_wood_ye_vanguard_spearmen	false
