permission	requirement	unit	is_restriction
#campaign_unit_permission_requirements_tables;0;db/campaign_unit_permission_requirements_tables/ironic_190e_southern_rosters			
ironic_shi_xie_faction	level_6	rew_iro_shi_xie_wood_jiaozhi_javelin_spears	false
ironic_shi_xie_faction	level_3	rew_iro_shi_xie_water_jiaozhi_longbows	false
ironic_qu_pan_faction	level_3	rew_iro_qu_pan_metal_jiuzhen_tiger_handlers	false
ironic_qu_pan_faction	level_6	rew_iro_qu_pan_water_jiuzhen_elephants	false
ironic_shi_huang_faction	level_6	rew_iro_shi_huang_wood_cangwu_shield_spears	false
ironic_shi_huang_faction	level_3	rew_iro_shi_huang_metal_cangwu_axes	false
ironic_fei_zhan_faction	level_3	rew_iro_fei_zhan_water_yue_hill_archers	false
ironic_fei_zhan_faction	level_6	rew_iro_fei_zhan_metal_yue_forest_axes	false
ironic_zhang_xian_faction	level_3	rew_iro_zhang_xian_wood_lingling_spears	false
ironic_zhang_xian_faction	level_6	rew_iro_zhang_xian_metal_lingling_swordguard	false
ironic_pan_lin_faction	level_3	rew_iro_pan_lin_water_shanyue_hunters	false
ironic_pan_lin_faction	level_6	rew_iro_pan_lin_wood_shanyue_dread_spears	false
ironic_liu_pan_faction	level_3	rew_iro_liu_pan_earth_changsha_raiders	false
ironic_liu_pan_faction	level_6	rew_iro_liu_pan_metal_changsha_stalking_axes	false
ironic_liu_xun_faction	level_6	rew_iro_liu_xun_water_lujiang_spear_archers	false
ironic_liu_xun_faction	level_3	rew_iro_liu_xun_metal_lujiang_shieldguard	false
ironic_ni_xiaode_faction	level_3	rew_iro_ni_xiaode_water_nanhai_marine_crossbows	false
ironic_ni_xiaode_faction	level_6	rew_iro_ni_xiaode_wood_nanhai_pearl_halberdiers	false
ironic_zhu_fu_faction	level_3	rew_iro_zhu_fu_metal_wuling_improvisers	false
ironic_zhu_fu_faction	level_6	rew_iro_zhu_fu_water_wuling_inconstant_guard	false
ironic_bian_rang_faction	level_3	rew_iro_bian_rang_water_scholar_crossbows	false
ironic_bian_rang_faction	level_6	rew_iro_bian_rang_wood_retainer_spearguards	false
ironic_su_dai_faction	level_3	rew_iro_su_dai_water_hired_marksmen	false
ironic_su_dai_faction	level_6	rew_iro_su_dai_metal_caravan_guards	false
ironic_lai_gong_faction	level_3	rew_iro_lai_gong_wood_gaoliang_levy_spears	false
ironic_lai_gong_faction	level_6	rew_iro_lai_gong_water_southern_watch_archers	false
ironic_wu_ju_faction	level_3	rew_iro_wu_ju_metal_yulin_storm_axes	false
ironic_wu_ju_faction	level_6	rew_iro_wu_ju_metal_yulin_tempest_glaives	false
ironic_wu_huan_ytr_faction	level_3	rew_iro_wu_huan_ytr_wood_jiangdong_zealot_spears	false
ironic_wu_huan_ytr_faction	level_6	rew_iro_wu_huan_ytr_water_faithful_archers	false
ironic_zhang_jin_faction	level_3	rew_iro_zhang_jin_water_vermilion_veil_archers	false
ironic_zhang_jin_faction	level_6	rew_iro_zhang_jin_wood_meridian_halberdiers	false
