permission	requirement	unit	is_restriction
#campaign_unit_permission_requirements_tables;0;db/campaign_unit_permission_requirements_tables/gongsundu			
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_han_earth	unit_metal_ironic_veteran_sabre_infantry	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_han_earth	unit_earth_ironic_veteran_jian_cavalry	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_han_earth	3k_main_unit_earth_sabre_cavalry	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_han_fire	unit_fire_ironic_heavy_lance_cavalry	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_han_fire	3k_main_unit_fire_lance_cavalry	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_han_fire	3k_main_unit_fire_mercenary_cavalry	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_han_metal	unit_metal_ironic_veteran_sabre_infantry	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_han_metal	3k_main_unit_metal_sabre_infantry	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_han_metal	3k_main_unit_metal_jian_swordguards	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_han_metal	unit_metal_ironic_veteran_jian_infantry	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_han_water	3k_main_unit_water_heavy_crossbowmen	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_han_water	3k_main_unit_water_crossbowmen	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_han_water	3k_main_unit_water_archers	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_han_water	unit_water_ironic_veteran_armoured_archers	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_han_wood	3k_main_unit_wood_ji_militia	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_han_wood	3k_main_unit_wood_spear_guards	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_han_wood	3k_main_unit_wood_heavy_spear_guards	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_han_wood	3k_main_unit_wood_ji_infantry	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_han_wood	3k_main_unit_wood_spear_warriors	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_korea_earth	rew_iro_korean_unit_earth_hwandudaedo_guards	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_korea_earth	rew_iro_korean_unit_earth_scout_cavalry	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_korea_fire	rew_iro_korean_unit_fire_noble_pillager_cavalry	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_korea_fire	rew_iro_korean_unit_fire_pillager_cavalry	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_korea_metal	rew_iro_korean_unit_metal_elite_axe_warriors	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_korea_metal	rew_iro_korean_unit_metal_axe_warriors	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_korea_metal	rew_iro_korean_unit_metal_axe_militia	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_korea_metal	rew_iro_korean_unit_metal_peasants_warriors	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_korea_water	rew_iro_korean_unit_water_noble_archers	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_korea_water	rew_iro_korean_unit_water_imported_crossbows	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_korea_water	rew_iro_korean_unit_water_veteran_bowmen	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_korea_water	rew_iro_korean_unit_water_trained_bowmen	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_korea_water	rew_iro_korean_unit_water_mounted_bows	false
3k_main_unit_permission_generals	3k_gsz_ancillary_follower_korea_water	rew_iro_korean_unit_water_hunters	false
