permission	requirement	unit	is_restriction
#campaign_unit_permission_requirements_tables;0;db/campaign_unit_permission_requirements_tables/tribalbuildingsnanman			
3k_dlc06_unit_permission_nanman_no_requirement	ironic_qiang	3k_main_unit_fire_qiang_marauders	false
3k_dlc06_unit_permission_nanman_no_requirement	ironic_qiang	3k_dlc04_unit_metal_qiang_warriors	false
3k_dlc06_unit_permission_nanman_no_requirement	ironic_qiang	3k_dlc04_unit_wood_qiang_polearms	false
3k_dlc06_unit_permission_nanman_no_requirement	ironic_qiang	3k_dlc04_unit_water_qiang_archers	false
3k_dlc06_unit_permission_nanman_no_requirement	ironic_xiongnu	3k_dlc07_unit_earth_xiongnu_noble_cavalry	false
3k_dlc06_unit_permission_nanman_no_requirement	ironic_xiongnu	ep_unit_fire_xiongnu_cavalry	false
3k_dlc06_unit_permission_nanman_no_requirement	ironic_xiongnu	ep_unit_fire_xiongnu_cataphracts	false
3k_dlc06_unit_permission_nanman_no_requirement	ironic_qi	ep_unit_water_qi_crossbowmen	false
3k_dlc06_unit_permission_nanman_no_requirement	ironic_qi	ep_unit_wood_qi_guardsmen	false
3k_dlc06_unit_permission_nanman_no_requirement	ironic_chu	ep_unit_metal_chu_infantry	false
3k_dlc06_unit_permission_nanman_no_requirement	ironic_chu	ep_unit_wood_chu_spearmen	false
3k_dlc06_unit_permission_nanman_no_requirement	ironic_xiliang	3k_main_unit_fire_xiliang_cavalry	false
3k_dlc06_unit_permission_nanman_no_requirement	ironic_xiliang	3k_main_unit_fire_heavy_xiliang_cavalry	false
3k_dlc06_unit_permission_nanman_no_requirement	ironic_xianbei	ep_unit_water_xianbei_horse_archers	false
3k_dlc06_unit_permission_nanman_no_requirement	ironic_xianbei	ep_unit_fire_xianbei_riders	false
3k_dlc06_unit_permission_nanman_no_requirement	ironic_yue	3k_dlc05_unit_metal_yue_remnant_warriors	false
3k_dlc06_unit_permission_nanman_no_requirement	ironic_yue	3k_dlc05_unit_wood_yue_tribesmen	false
3k_dlc06_unit_permission_nanman_no_requirement	ironic_xiongnu	3k_mod_unit_water_xiongnu_assassins	false
3k_dlc06_unit_permission_nanman_no_requirement	ironic_xianbei	3k_mod_unit_earth_xianbei_swordguard	false
3k_dlc06_unit_permission_nanman_no_requirement	ironic_xianbei	3k_mod_unit_metal_xianbei_headhunters	false
3k_dlc06_unit_permission_nanman_no_requirement	ironic_wuhuan	3k_mod_unit_earth_wuhuan_cavalry	false
3k_dlc06_unit_permission_nanman_no_requirement	ironic_wuhuan	3k_mod_unit_fire_wuhuan_dragons	false
3k_dlc06_unit_permission_nanman_no_requirement	ironic_wuhuan	3k_mod_unit_metal_wuhuan_infantry	false
3k_dlc06_unit_permission_nanman_no_requirement	ironic_wuhuan	3k_mod_unit_water_wuhuan_archers	false
