permission	requirement	unit	is_restriction
#campaign_unit_permission_requirements_tables;0;db/campaign_unit_permission_requirements_tables/rew_iro_korean_units_rosters			
ironic_goguryeo_unique_faction	rew_iro_goguryeo_fire_gaema_lancers_requirement	rew_iro_goguryeo_unit_fire_gaema_lancers	false
ironic_goguryeo_unique_faction	rew_iro_goguryeo_fire_gaema_noble_cataphracts_requirement	rew_iro_goguryeo_unit_fire_noble_gaema_cataphracts	false
ironic_goguryeo_unique_faction	rew_iro_goguryeo_fire_gaema_noble_lancers_requirement	rew_iro_goguryeo_unit_fire_noble_gaema_lancers	false
ironic_goguryeo_unique_faction	rew_iro_goguryeo_metal_kings_guard_requirement	rew_iro_goguryeo_unit_metal_kingsguard	false
ironic_goguryeo_unique_faction	rew_iro_goguryeo_wood_gaema_tribesmen_requirement	rew_iro_goguryeo_unit_wood_gaema_tribesmen	false
ironic_korea_factions	rew_iro_korean_earth_hwandudaedo_guards_requirement	rew_iro_korean_unit_earth_hwandudaedo_guards	false
ironic_korea_factions	rew_iro_korean_earth_scout_cavalry_requirement	rew_iro_korean_unit_earth_scout_cavalry	false
ironic_korea_factions	rew_iro_korean_fire_noble_pillager_cavalry_requirement	rew_iro_korean_unit_fire_noble_pillager_cavalry	false
ironic_korea_factions	rew_iro_korean_fire_pillager_cavalry_requirement	rew_iro_korean_unit_fire_pillager_cavalry	false
ironic_korea_factions	rew_iro_korean_metal_axe_militia_requirement	rew_iro_korean_unit_metal_axe_militia	false
ironic_korea_factions	rew_iro_korean_metal_axe_warriors_requirement	rew_iro_korean_unit_metal_axe_warriors	false
ironic_korea_factions	rew_iro_korean_metal_elite_axe_warriors_requirement	rew_iro_korean_unit_metal_elite_axe_warriors	false
ironic_korea_factions	rew_iro_korean_metal_peasant_warriors_requirement	rew_iro_korean_unit_metal_peasants_warriors	false
ironic_korea_factions	rew_iro_korean_water_hunters_requirement	rew_iro_korean_unit_water_hunters	false
ironic_korea_factions	rew_iro_korean_water_imported_crossbows_requirement	rew_iro_korean_unit_water_imported_crossbows	false
ironic_korea_factions	rew_iro_korean_water_mounted_bowmen_requirement	rew_iro_korean_unit_water_mounted_bows	false
ironic_korea_factions	rew_iro_korean_water_noble_archers_requirement	rew_iro_korean_unit_water_noble_archers	false
ironic_korea_factions	rew_iro_korean_water_trained_bowmen_requirement	rew_iro_korean_unit_water_trained_bowmen	false
ironic_korea_factions	rew_iro_korean_water_veteran_bowmen_requirement	rew_iro_korean_unit_water_veteran_bowmen	false
ironic_korea_factions	rew_iro_korean_wood_elite_longspear_warriors_requirement	rew_iro_korean_unit_wood_elite_long_spear_warriors	false
ironic_korea_factions	rew_iro_korean_wood_longspear_militia_requirement	rew_iro_korean_unit_wood_long_spear_militia	false
ironic_korea_factions	rew_iro_korean_wood_longspear_warriors_requirement	rew_iro_korean_unit_wood_long_spear_warriors	false
ironic_korea_factions	rew_iro_korean_wood_peasant_spearmen_requirement	rew_iro_korean_unit_wood_peasant_spearmen	false
ironic_korea_factions	rew_iro_korean_wood_spear_guards_requirement	rew_iro_korean_unit_wood_spear_guards	false
ironic_korea_factions	rew_iro_korean_wood_veteran_spear_guards_requirement	rew_iro_korean_unit_wood_veteran_spear_guards	false
