permission	requirement	unit	is_restriction
#campaign_unit_permission_requirements_tables;0;db/campaign_unit_permission_requirements_tables/ironic_190e_korean_rosters			
ironic_gaya_unique_faction	level_3	rew_iro_gaya_unit_metal_ingot_breakers	false
ironic_gaya_unique_faction	level_6	rew_iro_gaya_unit_metal_iron_plate_guard	false
ironic_bakaja_unique_faction	level_3	rew_iro_bakaja_unit_earth_border_raiders	false
ironic_bakaja_unique_faction	level_6	rew_iro_bakaja_unit_metal_yoche_stormers	false
ironic_shitla_unique_faction	level_3	rew_iro_shitla_unit_water_cloud_readers	false
ironic_shitla_unique_faction	level_6	rew_iro_shitla_unit_wood_fortress_wardens	false
ironic_korea_ye_unique_faction	level_3	rew_iro_korea_ye_unit_water_dan_gung_archers	false
ironic_korea_ye_unique_faction	level_6	rew_iro_korea_ye_unit_wood_three_zhang_spears	false
ironic_tamno_unique_faction	level_3	rew_iro_tamno_unit_earth_samseong_ponies	false
ironic_tamno_unique_faction	level_6	rew_iro_tamno_unit_wood_strait_raiders	false
ironic_buyeo_unique_faction	level_3	rew_iro_buyeo_unit_wood_household_levy	false
ironic_buyeo_unique_faction	level_6	rew_iro_buyeo_unit_fire_ma_ga_lancers	false
ironic_korea_factions	rew_iro_korean_water_arrow_storm_requirement	rew_iro_korean_unit_water_arrow_storm	false
