permission	requirement	unit	is_restriction
#campaign_unit_permission_requirements_tables;0;db/campaign_unit_permission_requirements_tables/provincial_side_buildings			
3k_main_unit_permission_generals	yong_wood_downtrodden_refugees_standard	rew_iro_regional_yong_wood_downtrodden_refugees	false
3k_main_unit_permission_generals	yong_wood_downtrodden_refugees_xiongnu	rew_iro_regional_yong_wood_downtrodden_refugees	false
3k_main_unit_permission_generals	yong_wood_downtrodden_refugees_xiliang	rew_iro_regional_yong_wood_downtrodden_refugees	false
3k_main_unit_permission_generals	yong_wood_downtrodden_refugees_qiang	rew_iro_regional_yong_wood_downtrodden_refugees	false
3k_main_unit_permission_generals	yan_wood_yellow_turban_remnants_standard	rew_iro_regional_yan_wood_yellow_turban_remnants	false
3k_main_unit_permission_generals	yi_water_yizhou_stalkers_standard	rew_iro_regional_yi_water_yizhou_stalkers	false
3k_main_unit_permission_generals	yi_water_yizhou_stalkers_di	rew_iro_regional_yi_water_yizhou_stalkers	false
3k_main_unit_permission_generals	yi_water_yizhou_stalkers_nanman	rew_iro_regional_yi_water_yizhou_stalkers	false
3k_main_unit_permission_generals	yi_metal_forest_fighters_standard	rew_iro_regional_yi_metal_forest_fighters	false
3k_main_unit_permission_generals	yi_metal_forest_fighters_di	rew_iro_regional_yi_metal_forest_fighters	false
3k_main_unit_permission_generals	yi_metal_forest_fighters_nanman	rew_iro_regional_yi_metal_forest_fighters	false
3k_main_unit_permission_generals	yu_metal_yuzhou_assault_infantry_standard	rew_iro_regional_yu_metal_yuzhou_assault_infantry	false
3k_main_unit_permission_generals	yang_metal_yangtze_patrollers_standard	rew_iro_regional_yang_metal_yangtze_patrollers	false
3k_main_unit_permission_generals	yang_metal_yangtze_patrollers_yue	rew_iro_regional_yang_metal_yangtze_patrollers	false
3k_main_unit_permission_generals	jiao_wood_headcrushers_standard	rew_iro_regional_jiao_wood_headcrushers	false
3k_main_unit_permission_generals	jiao_wood_headcrushers_vietnam	rew_iro_regional_jiao_wood_headcrushers	false
3k_main_unit_permission_generals	qing_water_thunderous_repeaters_standard	rew_iro_regional_qing_water_thunderous_repeaters	false
3k_main_unit_permission_generals	xu_water_coastal_homeguard_standard	rew_iro_regional_xu_water_coastal_homeguard	false
3k_main_unit_permission_generals	liang_wood_xiliang_spearmen_standard	rew_iro_regional_liang_wood_xiliang_spearmen	false
3k_main_unit_permission_generals	liang_wood_xiliang_spearmen_xiliang	rew_iro_regional_liang_wood_xiliang_spearmen	false
3k_main_unit_permission_generals	liang_wood_xiliang_spearmen_qiang	rew_iro_regional_liang_wood_xiliang_spearmen	false
3k_main_unit_permission_generals	ji_wood_cavalrybane_infantry_standard	rew_iro_regional_ji_wood_cavalrybane_infantry	false
3k_main_unit_permission_generals	liang_metal_xiliang_macemen_standard	rew_iro_regional_liang_metal_xiliang_macemen	false
3k_main_unit_permission_generals	liang_metal_xiliang_macemen_xiliang	rew_iro_regional_liang_metal_xiliang_macemen	false
3k_main_unit_permission_generals	liang_metal_xiliang_macemen_qiang	rew_iro_regional_liang_metal_xiliang_macemen	false
3k_main_unit_permission_generals	sili_wood_dynasty_warriors_standard	rew_iro_regional_sili_wood_dynasty_warriors	false
3k_main_unit_permission_generals	sili_wood_dynasty_warriors_chu	rew_iro_regional_sili_wood_dynasty_warriors	false
3k_main_unit_permission_generals	jiao_metal_blades_of_the_south_standard	rew_iro_regional_jiao_metal_blades_of_the_south	false
3k_main_unit_permission_generals	jiao_metal_blades_of_the_south_vietnam	rew_iro_regional_jiao_metal_blades_of_the_south	false
3k_main_unit_permission_generals	bing_water_auxilia_xianbei_skirmishers_standard	rew_iro_regional_bing_water_auxilia_xianbei_skirmishers	false
3k_main_unit_permission_generals	bing_water_auxilia_xianbei_skirmishers_xiongnu	rew_iro_regional_bing_water_auxilia_xianbei_skirmishers	false
3k_main_unit_permission_generals	bing_water_auxilia_xianbei_skirmishers_xiliang	rew_iro_regional_bing_water_auxilia_xianbei_skirmishers	false
3k_main_unit_permission_generals	yan_water_river_guards_standard	rew_iro_regional_yan_water_river_guards	false
3k_main_unit_permission_generals	xu_wood_valiant_vigilantes_standard	rew_iro_regional_xu_wood_valiant_vigilantes	false
3k_main_unit_permission_generals	jing_metal_sword_saints_standard	rew_iro_regional_jing_metal_sword_saints	false
3k_main_unit_permission_generals	jing_metal_sword_saints_chu	rew_iro_regional_jing_metal_sword_saints	false
3k_main_unit_permission_generals	ji_metal_jizhou_elite_swordguards_standard	rew_iro_regional_ji_metal_jizhou_elite_swordguards	false
3k_main_unit_permission_generals	yang_wood_yang_guardians_standard	rew_iro_regional_yang_wood_yang_guardians	false
3k_main_unit_permission_generals	yang_wood_yang_guardians_yue	rew_iro_regional_yang_wood_yang_guardians	false
3k_main_unit_permission_generals	you_metal_fierce_northern_axemen_standard	rew_iro_regional_you_metal_fierce_northern_axemen	false
3k_main_unit_permission_generals	you_metal_fierce_northern_axemen_wuhuan	rew_iro_regional_you_metal_fierce_northern_axemen	false
3k_main_unit_permission_generals	you_metal_fierce_northern_axemen_xianbei	rew_iro_regional_you_metal_fierce_northern_axemen	false
3k_main_unit_permission_generals	qing_earth_bookish_cavaliers_standard	rew_iro_regional_qing_earth_bookish_cavaliers	false
3k_main_unit_permission_generals	sili_wood_brave_protectors_standard	rew_iro_regional_sili_wood_brave_protectors	false
3k_main_unit_permission_generals	sili_wood_brave_protectors_chu	rew_iro_regional_sili_wood_brave_protectors	false
3k_main_unit_permission_generals	yu_fire_firestarter_cavalry_standard	rew_iro_regional_yu_fire_firestarter_cavalry	false
3k_main_unit_permission_generals	bing_earth_auxilia_xiongnu_raiders_standard	rew_iro_regional_bing_earth_auxilia_xiongnu_raiders	false
3k_main_unit_permission_generals	bing_earth_auxilia_xiongnu_raiders_xiongnu	rew_iro_regional_bing_earth_auxilia_xiongnu_raiders	false
3k_main_unit_permission_generals	bing_earth_auxilia_xiongnu_raiders_xiliang	rew_iro_regional_bing_earth_auxilia_xiongnu_raiders	false
3k_main_unit_permission_generals	you_fire_auxiliary_wuhuan_raiders_standard	rew_iro_regional_you_fire_auxiliary_wuhuan_raiders	false
3k_main_unit_permission_generals	you_fire_auxiliary_wuhuan_raiders_wuhuan	rew_iro_regional_you_fire_auxiliary_wuhuan_raiders	false
3k_main_unit_permission_generals	you_fire_auxiliary_wuhuan_raiders_xianbei	rew_iro_regional_you_fire_auxiliary_wuhuan_raiders	false
3k_main_unit_permission_generals	yong_metal_defenders_of_capitals_standard	rew_iro_regional_yong_metal_defenders_of_capitals	false
3k_main_unit_permission_generals	yong_metal_defenders_of_capitals_xiongnu	rew_iro_regional_yong_metal_defenders_of_capitals	false
3k_main_unit_permission_generals	yong_metal_defenders_of_capitals_xiliang	rew_iro_regional_yong_metal_defenders_of_capitals	false
3k_main_unit_permission_generals	yong_metal_defenders_of_capitals_qiang	rew_iro_regional_yong_metal_defenders_of_capitals	false
3k_main_unit_permission_generals	jing_earth_northern_nobles_standard	rew_iro_regional_jing_earth_northern_nobles	false
3k_main_unit_permission_generals	jing_earth_northern_nobles_chu	rew_iro_regional_jing_earth_northern_nobles	false
3k_main_unit_permission_generals	3k_mod_unit_water_xiongnu_assassins_yong_xiongnu	3k_mod_unit_water_xiongnu_assassins	false
3k_main_unit_permission_generals	3k_dlc07_unit_earth_xiongnu_noble_cavalry_yong_xiongnu	3k_dlc07_unit_earth_xiongnu_noble_cavalry	false
3k_main_unit_permission_generals	ep_unit_fire_xiongnu_cataphracts_yong_xiongnu	ep_unit_fire_xiongnu_cataphracts	false
3k_main_unit_permission_generals	ep_unit_fire_xiongnu_cavalry_yong_xiongnu	ep_unit_fire_xiongnu_cavalry	false
3k_main_unit_permission_generals	3k_main_unit_fire_heavy_xiliang_cavalry_yong_xiliang	3k_main_unit_fire_heavy_xiliang_cavalry	false
3k_main_unit_permission_generals	3k_main_unit_fire_xiliang_cavalry_yong_xiliang	3k_main_unit_fire_xiliang_cavalry	false
3k_main_unit_permission_generals	3k_dlc04_unit_metal_qiang_warriors_yong_qiang	3k_dlc04_unit_metal_qiang_warriors	false
3k_main_unit_permission_generals	3k_dlc04_unit_water_qiang_archers_yong_qiang	3k_dlc04_unit_water_qiang_archers	false
3k_main_unit_permission_generals	3k_dlc04_unit_wood_qiang_polearms_yong_qiang	3k_dlc04_unit_wood_qiang_polearms	false
3k_main_unit_permission_generals	3k_main_unit_fire_qiang_marauders_yong_qiang	3k_main_unit_fire_qiang_marauders	false
3k_main_unit_permission_generals	ironic_di_marauders_earth_yi_di	ironic_di_marauders_earth	false
3k_main_unit_permission_generals	ironic_di_horse_archers_water_yi_di	ironic_di_horse_archers_water	false
3k_main_unit_permission_generals	ironic_di_raiders_fire_yi_di	ironic_di_raiders_fire	false
3k_main_unit_permission_generals	ironic_di_cataphracts_fire_yi_di	ironic_di_cataphracts_fire	false
3k_main_unit_permission_generals	3k_dlc06_unit_water_fire_archers_yi_nanman	3k_dlc06_unit_water_fire_archers	false
3k_main_unit_permission_generals	3k_dlc06_unit_wood_nanman_spearmen_yi_nanman	3k_dlc06_unit_wood_nanman_spearmen	false
