art_set_id	agent_type	culture	subculture	faction	is_custom	is_male	agent_subtype	campaign_map_scale
#campaign_character_art_sets_tables;6;db/campaign_character_art_sets_tables/korea_tweak								
3k_main_art_set_generic_female_01_colonel	general	3k_main_chinese	3k_main_chinese		false	false	3k_colonel	1.0000
3k_main_art_set_generic_female_01_general_earth	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_earth	1.0000
3k_main_art_set_generic_female_01_general_metal	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_metal	1.0000
3k_main_art_set_generic_female_01_general_water_strategist	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_water	1.0000
3k_main_art_set_generic_female_02_colonel	general	3k_main_chinese	3k_main_chinese		false	false	3k_colonel	1.0000
3k_main_art_set_generic_female_02_general_earth	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_earth	1.0000
3k_main_art_set_generic_female_02_general_metal	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_metal	1.0000
3k_main_art_set_generic_female_02_general_water_strategist	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_water	1.0000
3k_main_art_set_generic_female_03_colonel	general	3k_main_chinese	3k_main_chinese		false	false	3k_colonel	1.0000
3k_main_art_set_generic_female_03_general_earth	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_earth	1.0000
3k_main_art_set_generic_female_03_general_metal	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_metal	1.0000
3k_main_art_set_generic_female_03_general_water_strategist	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_water	1.0000
3k_main_art_set_generic_female_04_general_earth	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_earth	1.0000
3k_main_art_set_generic_female_04_general_metal	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_metal	1.0000
3k_main_art_set_generic_female_04_general_water_strategist	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_water	1.0000
3k_main_art_set_generic_female_05_general_earth	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_earth	1.0000
3k_main_art_set_generic_female_05_general_metal	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_metal	1.0000
3k_main_art_set_generic_female_05_general_water_strategist	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_water	1.0000
3k_main_art_set_generic_female_06_general_earth	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_earth	1.0000
3k_main_art_set_generic_female_06_general_metal	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_metal	1.0000
3k_main_art_set_generic_female_06_general_water_strategist	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_water	1.0000
3k_main_art_set_generic_female_07_general_earth	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_earth	1.0000
3k_main_art_set_generic_female_07_general_metal	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_metal	1.0000
3k_main_art_set_generic_female_07_general_water_strategist	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_water	1.0000
3k_main_art_set_generic_female_08_general_earth	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_earth	1.0000
3k_main_art_set_generic_female_08_general_metal	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_metal	1.0000
3k_main_art_set_generic_female_08_general_water_strategist	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_water	1.0000
3k_main_art_set_generic_female_09_general_earth	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_earth	1.0000
3k_main_art_set_generic_female_09_general_metal	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_metal	1.0000
3k_main_art_set_generic_female_09_general_water_strategist	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_water	1.0000
3k_main_art_set_generic_female_10_general_earth	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_earth	1.0000
3k_main_art_set_generic_female_10_general_metal	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_metal	1.0000
3k_main_art_set_generic_female_10_general_water_strategist	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_water	1.0000
3k_main_art_set_generic_female_11_general_earth	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_earth	1.0000
3k_main_art_set_generic_female_11_general_metal	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_metal	1.0000
3k_main_art_set_generic_female_11_general_water_strategist	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_water	1.0000
3k_main_art_set_generic_female_12_general_earth	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_earth	1.0000
3k_main_art_set_generic_female_12_general_metal	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_metal	1.0000
3k_main_art_set_generic_female_12_general_water_strategist	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_water	1.0000
3k_main_art_set_generic_female_13_general_earth	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_earth	1.0000
3k_main_art_set_generic_female_13_general_metal	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_metal	1.0000
3k_main_art_set_generic_female_13_general_water_strategist	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_water	1.0000
3k_main_art_set_generic_female_14_general_earth	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_earth	1.0000
3k_main_art_set_generic_female_14_general_metal	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_metal	1.0000
3k_main_art_set_generic_female_14_general_water_strategist	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_water	1.0000
3k_main_art_set_generic_female_15_general_earth	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_earth	1.0000
3k_main_art_set_generic_female_15_general_metal	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_metal	1.0000
3k_main_art_set_generic_female_15_general_water_strategist	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_water	1.0000
3k_main_art_set_generic_female_16_general_water_strategist	general	3k_main_chinese	3k_main_chinese		false	false	3k_general_water	1.0000
3k_main_art_set_generic_male_01_colonel	general	3k_main_chinese	3k_main_chinese		false	true	3k_colonel	1.0000
3k_main_art_set_generic_male_01_general_earth	general	3k_main_chinese	3k_main_chinese		false	true	3k_general_earth	1.0000
