member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/jiefanresource		
ironic_tuoba_jiefan_great_ambition_level_0	owner	ironic_faction_xianbei_tuoba
ironic_tuoba_jiefan_great_ambition_level_1	owner	ironic_faction_xianbei_tuoba
ironic_tuoba_jiefan_great_ambition_level_2	owner	ironic_faction_xianbei_tuoba
ironic_tuoba_jiefan_great_ambition_level_3	owner	ironic_faction_xianbei_tuoba
ironic_tuoba_jiefan_great_ambition_level_4	owner	ironic_faction_xianbei_tuoba
ironic_tuoba_jiefan_great_ambition_resource_207	actor	ironic_faction_xianbei_tuoba
ironic_tuoba_jiefan_great_ambition_crushing_defeat	actor	ironic_faction_xianbei_tuoba
ironic_tuoba_jiefan_great_ambition_valiant_defeat	actor	ironic_faction_xianbei_tuoba
ironic_tuoba_jiefan_great_ambition_close_defeat	actor	ironic_faction_xianbei_tuoba
ironic_tuoba_jiefan_great_ambition_decisive_defeat	actor	ironic_faction_xianbei_tuoba
ironic_great_ambition_victory_pyrrhic_victory	actor	ironic_faction_xianbei_tuoba
ironic_great_ambition_victory_heroic_victory	actor	ironic_faction_xianbei_tuoba
ironic_great_ambition_victory_close_victory	actor	ironic_faction_xianbei_tuoba
ironic_great_ambition_victory_decisive_victory	actor	ironic_faction_xianbei_tuoba
ironic_tuoba_jiefan_politics_improve	owner	ironic_faction_xianbei_tuoba
ironic_tuoba_jiefan_politics_reduce	owner	ironic_faction_xianbei_tuoba
3k_main_campaign_group_buildings_city_10_jiefan	owner	ironic_faction_xianbei_tuoba
3k_main_campaign_group_buildings_city_1_jiefan	owner	ironic_faction_xianbei_tuoba
3k_main_campaign_group_buildings_city_2_jiefan	owner	ironic_faction_xianbei_tuoba
3k_main_campaign_group_buildings_city_3_jiefan	owner	ironic_faction_xianbei_tuoba
3k_main_campaign_group_buildings_city_4_jiefan	owner	ironic_faction_xianbei_tuoba
3k_main_campaign_group_buildings_city_5_jiefan	owner	ironic_faction_xianbei_tuoba
3k_main_campaign_group_buildings_city_6_jiefan	owner	ironic_faction_xianbei_tuoba
3k_main_campaign_group_buildings_city_7_jiefan	owner	ironic_faction_xianbei_tuoba
3k_main_campaign_group_buildings_city_8_jiefan	owner	ironic_faction_xianbei_tuoba
3k_main_campaign_group_buildings_city_9_jiefan	owner	ironic_faction_xianbei_tuoba
3k_main_campaign_group_character_spawning_agent_weighted_selection_set_xianbei_jiefan_default	owner	ironic_faction_xianbei_tuoba
3k_main_campaign_group_character_spawning_agent_weighted_selection_set_xianbei_jiefan_records	owner	ironic_faction_xianbei_tuoba
