member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/ironic_liu_pan_raider		
ironic_liu_pan_ferocity_resource_190	actor	ironic_faction_liu_pan
ironic_liu_pan_uncle_favour_resource_190	actor	ironic_faction_liu_pan
ironic_liu_pan_ferocity_level_0	owner	ironic_faction_liu_pan
ironic_liu_pan_ferocity_level_1	owner	ironic_faction_liu_pan
ironic_liu_pan_ferocity_level_2	owner	ironic_faction_liu_pan
ironic_liu_pan_ferocity_level_3	owner	ironic_faction_liu_pan
ironic_liu_pan_ferocity_level_4	owner	ironic_faction_liu_pan
ironic_liu_pan_ferocity_level_5	owner	ironic_faction_liu_pan
ironic_liu_pan_uncle_favour_level_0	owner	ironic_faction_liu_pan
ironic_liu_pan_uncle_favour_level_1	owner	ironic_faction_liu_pan
ironic_liu_pan_uncle_favour_level_2	owner	ironic_faction_liu_pan
ironic_liu_pan_uncle_favour_level_3	owner	ironic_faction_liu_pan
ironic_liu_pan_uncle_favour_level_4	owner	ironic_faction_liu_pan
ironic_liu_pan_pb_decisive_victory_attack_big	actor	ironic_faction_liu_pan
ironic_liu_pan_pb_heroic_victory_attack_big	actor	ironic_faction_liu_pan
ironic_liu_pan_pb_close_victory_attack_small	actor	ironic_faction_liu_pan
ironic_liu_pan_pb_pyrrhic_victory_attack_small	actor	ironic_faction_liu_pan
ironic_liu_pan_pb_decisive_victory_defence	actor	ironic_faction_liu_pan
ironic_liu_pan_pb_heroic_victory_defence	actor	ironic_faction_liu_pan
ironic_liu_pan_pb_close_victory_defence	actor	ironic_faction_liu_pan
ironic_liu_pan_pb_pyrrhic_victory_defence	actor	ironic_faction_liu_pan
ironic_liu_pan_pb_close_defeat_defeat	actor	ironic_faction_liu_pan
ironic_liu_pan_pb_crushing_defeat_defeat	actor	ironic_faction_liu_pan
ironic_liu_pan_pb_decisive_defeat_defeat	actor	ironic_faction_liu_pan
ironic_liu_pan_pb_valiant_defeat_defeat	actor	ironic_faction_liu_pan
