member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/you_tu_resource		
ironic_you_tu_enforcement_crushing_defeat	actor	ironic_faction_you_tu
ironic_you_tu_enforcement_valiant_defeat	actor	ironic_faction_you_tu
ironic_you_tu_enforcement_close_defeat	actor	ironic_faction_you_tu
ironic_you_tu_enforcement_decisive_defeat	actor	ironic_faction_you_tu
ironic_enforcement_victory_pyrrhic_victory	actor	ironic_faction_you_tu
ironic_enforcement_victory_heroic_victory	actor	ironic_faction_you_tu
ironic_enforcement_victory_close_victory	actor	ironic_faction_you_tu
ironic_enforcement_victory_decisive_victory	actor	ironic_faction_you_tu
ironic_you_tu_enforcement_level_0	owner	ironic_faction_you_tu
ironic_you_tu_enforcement_level_1	owner	ironic_faction_you_tu
ironic_you_tu_enforcement_level_2	owner	ironic_faction_you_tu
ironic_you_tu_enforcement_level_3	owner	ironic_faction_you_tu
ironic_you_tu_enforcement_level_4	owner	ironic_faction_you_tu
ironic_you_tu_enforcement_resource_207	actor	ironic_faction_you_tu
