member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/gaoganresource		
ironic_gao_gan_defensive_level_0	owner	3k_main_faction_gao_gan
ironic_gao_gan_defensive_level_1	owner	3k_main_faction_gao_gan
ironic_gao_gan_defensive_level_2	owner	3k_main_faction_gao_gan
ironic_gao_gan_defensive_level_3	owner	3k_main_faction_gao_gan
ironic_gao_gan_defensive_level_4	owner	3k_main_faction_gao_gan
ironic_gao_gan_defensive_level_5	owner	3k_main_faction_gao_gan
ironic_gao_gan_defensive_level_6	owner	3k_main_faction_gao_gan
ironic_gao_gan_defensive_resource	owner	3k_main_faction_gao_gan
ironic_gao_gan_defensive_crushing_defeat	actor	3k_main_faction_gao_gan
ironic_gao_gan_defensive_valiant_defeat	actor	3k_main_faction_gao_gan
ironic_gao_gan_defensive_close_defeat	actor	3k_main_faction_gao_gan
ironic_gao_gan_defensive_decisive_defeat	actor	3k_main_faction_gao_gan
ironic_gao_gan_defensive_defensive_gao_gan_post_battle	actor	3k_main_faction_gao_gan
ironic_gao_gan_defensive_close_victory	actor	3k_main_faction_gao_gan
ironic_gao_gan_defensive_heroic_victory	actor	3k_main_faction_gao_gan
ironic_gao_gan_defensive_pyrrhic_victory	actor	3k_main_faction_gao_gan
ironic_gao_gan_defensive_decisive_victory	actor	3k_main_faction_gao_gan
3k_main_campaign_group_buildings_district_gao_gan_military_conscription_1	owner	3k_main_faction_gao_gan
3k_main_campaign_group_buildings_district_gao_gan_military_conscription_2	owner	3k_main_faction_gao_gan
3k_main_campaign_group_buildings_district_gao_gan_military_conscription_3	owner	3k_main_faction_gao_gan
