member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/jurisdictionresource		
ironic_jin_xuan_jurisdiction_level_0	owner	3k_dlc04_faction_lu_kang
ironic_jin_xuan_jurisdiction_level_1	owner	3k_dlc04_faction_lu_kang
ironic_jin_xuan_jurisdiction_level_2	owner	3k_dlc04_faction_lu_kang
ironic_jin_xuan_jurisdiction_level_3	owner	3k_dlc04_faction_lu_kang
ironic_jin_xuan_jurisdiction_level_4	owner	3k_dlc04_faction_lu_kang
ironic_jin_xuan_jurisdiction_level_5	owner	3k_dlc04_faction_lu_kang
ironic_jin_xuan_jurisdiction_level_6	owner	3k_dlc04_faction_lu_kang
ironic_jin_xuan_jurisdiction_resource_207	actor	3k_dlc04_faction_lu_kang
ironic_jin_xuan_jurisdiction_crushing_defeat	actor	3k_dlc04_faction_lu_kang
ironic_jin_xuan_jurisdiction_valiant_defeat	actor	3k_dlc04_faction_lu_kang
ironic_jin_xuan_jurisdiction_close_defeat	actor	3k_dlc04_faction_lu_kang
ironic_jin_xuan_jurisdiction_decisive_defeat	actor	3k_dlc04_faction_lu_kang
ironic_jin_xuan_jurisdiction_jurisdiction_post_battle	victor	3k_dlc04_faction_lu_kang
