member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/wu_jing_resource		
ironic_wu_jing_family_persistence_crushing_defeat	actor	3k_dlc05_faction_wu_jing
ironic_wu_jing_family_persistence_valiant_defeat	actor	3k_dlc05_faction_wu_jing
ironic_wu_jing_family_persistence_close_defeat	actor	3k_dlc05_faction_wu_jing
ironic_wu_jing_family_persistence_decisive_defeat	actor	3k_dlc05_faction_wu_jing
ironic_family_persistence_victory_pyrrhic_victory	actor	3k_dlc05_faction_wu_jing
ironic_family_persistence_victory_heroic_victory	actor	3k_dlc05_faction_wu_jing
ironic_family_persistence_victory_close_victory	actor	3k_dlc05_faction_wu_jing
ironic_family_persistence_victory_decisive_victory	actor	3k_dlc05_faction_wu_jing
ironic_family_persistence_casualities	owner	3k_dlc05_faction_wu_jing
ironic_wu_jing_family_persistence_level_0	owner	3k_dlc05_faction_wu_jing
ironic_wu_jing_family_persistence_level_1	owner	3k_dlc05_faction_wu_jing
ironic_wu_jing_family_persistence_level_2	owner	3k_dlc05_faction_wu_jing
ironic_wu_jing_family_persistence_level_3	owner	3k_dlc05_faction_wu_jing
ironic_wu_jing_family_persistence_level_4	owner	3k_dlc05_faction_wu_jing
ironic_wu_jing_family_persistence_resource_207	actor	3k_dlc05_faction_wu_jing
3k_main_campaign_group_buildings_district_military_conscription_wu_jing_1	owner	3k_dlc05_faction_wu_jing
3k_main_campaign_group_buildings_district_military_conscription_wu_jing_2	owner	3k_dlc05_faction_wu_jing
3k_main_campaign_group_buildings_district_military_conscription_wu_jing_3	owner	3k_dlc05_faction_wu_jing
3k_main_campaign_group_buildings_district_military_conscription_wu_jing_4	owner	3k_dlc05_faction_wu_jing
3k_main_campaign_group_buildings_district_military_conscription_wu_jing_5	owner	3k_dlc05_faction_wu_jing
