member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/kongzhouresource		
ironic_kong_zhou_harmony_level_0	owner	3k_main_faction_kong_zhou
ironic_kong_zhou_harmony_level_1	owner	3k_main_faction_kong_zhou
ironic_kong_zhou_harmony_level_2	owner	3k_main_faction_kong_zhou
ironic_kong_zhou_harmony_level_3	owner	3k_main_faction_kong_zhou
ironic_kong_zhou_harmony_level_4	owner	3k_main_faction_kong_zhou
ironic_kong_zhou_harmony_resource_207	actor	3k_main_faction_kong_zhou
ironic_kong_zhou_politics_improve	owner	3k_main_faction_kong_zhou
ironic_kong_zhou_politics_reduce	owner	3k_main_faction_kong_zhou
3k_main_campaign_group_loyalty_effect_kong_zhou_unity_1	owner	3k_main_faction_kong_zhou
3k_main_campaign_group_loyalty_effect_kong_zhou_unity_2	owner	3k_main_faction_kong_zhou
3k_main_campaign_group_loyalty_effect_kong_zhou_unity_3	owner	3k_main_faction_kong_zhou
3k_main_campaign_group_loyalty_effect_kong_zhou_unity_4	owner	3k_main_faction_kong_zhou
3k_main_campaign_group_faction_character_recruitment_conversion_kong_zhou	owner	3k_main_faction_kong_zhou
3k_district_market_school_kong_zhou_1	owner	3k_main_faction_kong_zhou
3k_district_market_school_kong_zhou_2	owner	3k_main_faction_kong_zhou
3k_district_market_school_kong_zhou_3	owner	3k_main_faction_kong_zhou
3k_district_market_school_kong_zhou_4	owner	3k_main_faction_kong_zhou
3k_district_market_school_kong_zhou_5	owner	3k_main_faction_kong_zhou
