member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/shiyi		
ep_campaign_group_member_battle_result_sima_yue_close_defeat	actor	3k_main_faction_han_fu
ep_campaign_group_member_battle_result_sima_yue_crushing_defeat	actor	3k_main_faction_han_fu
ep_campaign_group_member_battle_result_sima_yue_decisive_defeat	actor	3k_main_faction_han_fu
ep_campaign_group_member_battle_result_sima_yue_valiant_defeat	actor	3k_main_faction_han_fu
ep_campaign_group_member_buildings_district_artisan_labour_1_sima_yue	owner	3k_main_faction_han_fu
ep_campaign_group_member_buildings_district_artisan_labour_2_sima_yue	owner	3k_main_faction_han_fu
ep_campaign_group_member_buildings_district_artisan_labour_3_sima_yue	owner	3k_main_faction_han_fu
ep_campaign_group_member_buildings_district_artisan_labour_4_sima_yue	owner	3k_main_faction_han_fu
ep_campaign_group_member_buildings_district_artisan_labour_5_sima_yue	owner	3k_main_faction_han_fu
ep_campaign_group_member_buildings_district_artisan_mines_4_sima_yue	owner	3k_main_faction_han_fu
ep_campaign_group_member_buildings_district_artisan_mines_5_sima_yue	owner	3k_main_faction_han_fu
ep_campaign_group_member_buildings_district_judiciary_1_sima_yue	owner	3k_main_faction_han_fu
ep_campaign_group_member_buildings_district_judiciary_2_sima_yue	owner	3k_main_faction_han_fu
ep_campaign_group_member_buildings_district_judiciary_3_sima_yue	owner	3k_main_faction_han_fu
ep_campaign_group_member_buildings_district_judiciary_4_sima_yue	owner	3k_main_faction_han_fu
ep_campaign_group_member_buildings_district_judiciary_5_seals_sima_yue	owner	3k_main_faction_han_fu
ep_campaign_group_member_buildings_district_judiciary_5_sima_yue	owner	3k_main_faction_han_fu
ep_campaign_group_member_can_spy_prince_of_donghai	owner	3k_main_faction_han_fu
ep_campaign_group_member_faction_cosmetics_prince_of_donghai	owner	3k_main_faction_han_fu
ep_campaign_group_member_faction_pooled_resource_influence	owner	3k_main_faction_han_fu
ep_campaign_group_member_politics_sima_yue_faction_heir	owner	3k_main_faction_han_fu
ep_campaign_group_member_politics_sima_yue_faction_leader	owner	3k_main_faction_han_fu
ep_campaign_group_member_politics_sima_yue_military_emissary	owner	3k_main_faction_han_fu
ep_campaign_group_member_politics_sima_yue_prime_minister	owner	3k_main_faction_han_fu
ep_campaign_group_member_politics_sima_yue_provincial_advisor	owner	3k_main_faction_han_fu
ep_campaign_group_member_pooled_resource_influence_level_1	owner	3k_main_faction_han_fu
ep_campaign_group_member_pooled_resource_influence_level_2	owner	3k_main_faction_han_fu
ep_campaign_group_member_pooled_resource_influence_level_3	owner	3k_main_faction_han_fu
ep_campaign_group_member_pooled_resource_influence_level_4	owner	3k_main_faction_han_fu
ep_campaign_group_member_pooled_resource_influence_level_5	owner	3k_main_faction_han_fu
