member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/ganningresource		
ironic_gan_ning_robin_hood_level_0	owner	ironic_faction_gan_ning
ironic_gan_ning_robin_hood_level_1	owner	ironic_faction_gan_ning
ironic_gan_ning_robin_hood_level_2	owner	ironic_faction_gan_ning
ironic_gan_ning_robin_hood_level_3	owner	ironic_faction_gan_ning
ironic_gan_ning_robin_hood_level_4	owner	ironic_faction_gan_ning
ironic_gan_ning_robin_hood_resource_207	actor	ironic_faction_gan_ning
ironic_gan_ning_robin_hood_crushing_defeat	actor	ironic_faction_gan_ning
ironic_gan_ning_robin_hood_valiant_defeat	actor	ironic_faction_gan_ning
ironic_gan_ning_robin_hood_close_defeat	actor	ironic_faction_gan_ning
ironic_gan_ning_robin_hood_decisive_defeat	actor	ironic_faction_gan_ning
ironic_gan_ning_robin_hood_barbarian_post_battle	actor	ironic_faction_gan_ning
ironic_robin_hood_victory_pyrrhic_victory	actor	ironic_faction_gan_ning
ironic_robin_hood_victory_heroic_victory	actor	ironic_faction_gan_ning
ironic_robin_hood_victory_close_victory	actor	ironic_faction_gan_ning
ironic_robin_hood_victory_decisive_victory	actor	ironic_faction_gan_ning
3k_main_group_settlement_actions_default_minor_gan_ning	actor	ironic_faction_gan_ning
3k_main_group_settlement_actions_default_major_gan_ning	actor	ironic_faction_gan_ning
3k_main_group_settlement_actions_gift_to_mercenary_master_major_gan_ning	actor	ironic_faction_gan_ning
3k_main_group_settlement_actions_gift_to_mercenary_master_minor_gan_ning	actor	ironic_faction_gan_ning
