member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/chenwenresource		
ironic_chen_wen_coalition_of_the_plains_level_0	owner	ironic_faction_chen_wen
ironic_chen_wen_coalition_of_the_plains_resource_207	actor	ironic_faction_chen_wen
3k_district_market_inn_1_chen_wen	owner	ironic_faction_chen_wen
3k_district_market_inn_2_chen_wen	owner	ironic_faction_chen_wen
3k_district_market_inn_3_chen_wen	owner	ironic_faction_chen_wen
3k_district_market_inn_4_chen_wen	owner	ironic_faction_chen_wen
3k_district_market_inn_5_chen_wen	owner	ironic_faction_chen_wen
3k_district_market_tea_3_chen_wen	owner	ironic_faction_chen_wen
3k_district_market_tea_4_chen_wen	owner	ironic_faction_chen_wen
3k_district_market_tea_5_chen_wen	owner	ironic_faction_chen_wen
