member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/shihui		
ep_campaign_group_member_faction_pooled_resource_subterfuge	owner	3k_dlc04_faction_chen_gui
ep_campaign_group_member_pooled_resource_subterfuge_level_1	owner	3k_dlc04_faction_chen_gui
ep_campaign_group_member_pooled_resource_subterfuge_level_2	owner	3k_dlc04_faction_chen_gui
ep_campaign_group_member_pooled_resource_subterfuge_level_3	owner	3k_dlc04_faction_chen_gui
ep_campaign_group_member_pooled_resource_subterfuge_level_4	owner	3k_dlc04_faction_chen_gui
ep_campaign_group_member_buildings_district_judiciary_1_sima_lun	owner	3k_dlc04_faction_chen_gui
ep_campaign_group_member_buildings_district_judiciary_2_sima_lun	owner	3k_dlc04_faction_chen_gui
ep_campaign_group_member_buildings_district_judiciary_3_sima_lun	owner	3k_dlc04_faction_chen_gui
ep_campaign_group_member_buildings_district_judiciary_4_sima_lun	owner	3k_dlc04_faction_chen_gui
ep_campaign_group_member_buildings_district_judiciary_5_seals_sima_lun	owner	3k_dlc04_faction_chen_gui
ep_campaign_group_member_buildings_district_judiciary_5_sima_lun	owner	3k_dlc04_faction_chen_gui
