member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/handanresource		
ironic_handan_clan_firmness_level_0	owner	ironic_faction_zhang_jin_border
ironic_handan_clan_firmness_level_1	owner	ironic_faction_zhang_jin_border
ironic_handan_clan_firmness_level_2	owner	ironic_faction_zhang_jin_border
ironic_handan_clan_firmness_level_3	owner	ironic_faction_zhang_jin_border
ironic_handan_clan_firmness_level_4	owner	ironic_faction_zhang_jin_border
ironic_handan_clan_firmness_resource_207	actor	ironic_faction_zhang_jin_border
ironic_handan_clan_politics_improve	owner	ironic_faction_zhang_jin_border
ironic_handan_clan_politics_reduce	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_allied_alliance_member_handan_clan	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_allied_coalition_member_handan_clan	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_empire_alliance_member_handan_clan	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_easy_handan_clan_ai_group_war	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_easy_handan_clan_ai_war	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_easy_handan_clan_human_group_war	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_easy_handan_clan_human_war	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_handan_clan_group_war	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_handan_clan_war	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_normal_handan_clan_ai_group_war	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_normal_handan_clan_ai_war	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_normal_handan_clan_human_group_war	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_normal_handan_clan_human_war	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_not_own_neutral_with_treaties_easy_ai_handan_clan	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_not_own_neutral_with_treaties_easy_handan_clan	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_not_own_neutral_with_treaties_handan_clan	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_not_own_neutral_with_treaties_normal_ai_handan_clan	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_not_own_neutral_with_treaties_normal_handan_clan	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_not_own_neutral_without_treaties_easy_ai_handan_clan	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_not_own_neutral_without_treaties_easy_handan_clan	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_not_own_neutral_without_treaties_handan_clan	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_not_own_neutral_without_treaties_normal_ai_handan_clan	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_not_own_neutral_without_treaties_normal_handan_clan	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_own_self_handan_clan	owner	ironic_faction_zhang_jin_border
3k_main_campaign_group_member_military_force_effect_own_vassal_handan_clan	owner	ironic_faction_zhang_jin_border
ironic_firmness_crushing_defeat	actor	ironic_faction_zhang_jin_border
ironic_firmness_valiant_defeat	actor	ironic_faction_zhang_jin_border
ironic_firmness_close_defeat	actor	ironic_faction_zhang_jin_border
ironic_firmness_decisive_defeat	actor	ironic_faction_zhang_jin_border
ironic_firmness_victory_pyrrhic_victory	actor	ironic_faction_zhang_jin_border
ironic_firmness_victory_heroic_victory	actor	ironic_faction_zhang_jin_border
ironic_firmness_victory_close_victory	actor	ironic_faction_zhang_jin_border
ironic_firmness_victory_decisive_victory	actor	ironic_faction_zhang_jin_border
