member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/resource_songjian		
ironic_song_jian_resource_level_0	owner	3k_dlc04_faction_liang_rebels
ironic_song_jian_resource_level_1	owner	3k_dlc04_faction_liang_rebels
ironic_song_jian_resource_level_2	owner	3k_dlc04_faction_liang_rebels
ironic_song_jian_resource_level_3	owner	3k_dlc04_faction_liang_rebels
ironic_song_jian_resource_level_4	owner	3k_dlc04_faction_liang_rebels
ironic_campaign_group_member_post_battle_effects_close_defeat_song_jian	actor	3k_dlc04_faction_liang_rebels
ironic_campaign_group_member_post_battle_effects_close_victory_song_jian	actor	3k_dlc04_faction_liang_rebels
ironic_campaign_group_member_post_battle_effects_crushing_defeat_song_jian	actor	3k_dlc04_faction_liang_rebels
ironic_campaign_group_member_post_battle_effects_decisive_defeat_song_jian	actor	3k_dlc04_faction_liang_rebels
ironic_campaign_group_member_post_battle_effects_decisive_victory_song_jian	actor	3k_dlc04_faction_liang_rebels
ironic_campaign_group_member_post_battle_effects_heroic_victory_song_jian	actor	3k_dlc04_faction_liang_rebels
ironic_campaign_group_member_post_battle_effects_pyrrhic_victory_song_jian	actor	3k_dlc04_faction_liang_rebels
ironic_campaign_group_member_post_battle_effects_valiant_defeat_song_jian	actor	3k_dlc04_faction_liang_rebels
ironic_song_jian_campaign_group_casuality	owner	3k_dlc04_faction_liang_rebels
3k_dlc04_campaign_group_member_cannot_spy_liang_rebels	owner	3k_dlc04_faction_liang_rebels
3k_main_campaign_group_campaign_features_governors_enabled_liang_rebels	owner	3k_dlc04_faction_liang_rebels
3k_main_campaign_group_governor_independence_trigger_default_liang_rebels	owner	3k_dlc04_faction_liang_rebels
3k_main_campaign_group_world_leaders_can_become_leader_by_capturing_seat_liang_rebels	owner	3k_dlc04_faction_liang_rebels
3k_main_campaign_group_world_leaders_can_proclaim_seat_liang_rebels	owner	3k_dlc04_faction_liang_rebels
ironic_group_if_liang_rebels	owner	3k_dlc04_faction_liang_rebels
ironic_group_if_liang_rebels_se	owner	3k_dlc04_faction_liang_rebels_separatists
3k_main_campaign_group_governor_independence_trigger_default_song_jian	owner	3k_dlc04_faction_liang_rebels
