member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/ironic_217_resource		
ironic_xiongnu_rage_resource_217	actor	ironic_faction_xiongnu_tribes
ironic_wuhuan_rage_resource_217	actor	ironic_faction_wuhuan_tribes
ironic_di_rage_resource_217	actor	ironic_faction_di_tribes
ironic_xianbei_kuitou_rage_resource_217	actor	ironic_faction_xianbei_kuitou
ironic_xianbei_tuoba_rage_resource_217	actor	ironic_faction_xianbei_tuoba
ironic_cao_ren_preparation_resource_217	actor	3k_main_faction_cai_mao
ironic_chen_wen_coalition_of_the_plains_resource_217	actor	ironic_faction_chen_wen
ironic_dou_mao_trailblazing_resource_217	actor	ironic_faction_di_tribes
ironic_gan_ning_robin_hood_resource_217	actor	ironic_faction_gan_ning
ironic_gao_gan_defensive_resource_217	actor	3k_main_faction_gao_gan
ironic_goguryeo_military_conquest_resource_217	actor	ironic_faction_goguryeo
ironic_gongsun_du_liaodong_han_relations_resource_217	actor	3k_main_faction_gongsun_du
ironic_gongsun_du_liaodong_korea_relations_resource_217	actor	3k_main_faction_gongsun_du
ironic_handan_clan_firmness_resource_217	actor	ironic_faction_zhang_jin_border
ironic_huang_clan_supervision_resource_217	actor	ironic_faction_huang_clan
ironic_huang_zu_prime_ambush_resource_217	actor	3k_main_faction_huang_zu
ironic_main_campaign_group_member_faction_pooled_resource_sun_ce	actor	3k_dlc05_faction_sun_ce
ironic_main_campaign_group_member_faction_pooled_resource_sun_ce_gathering	actor	3k_dlc05_faction_sun_ce
ironic_jia_long_gentry_support_resource_217	actor	3k_main_faction_jia_long
ironic_tuoba_jiefan_great_ambition_resource_217	actor	ironic_faction_xianbei_tuoba
ironic_jin_xuan_jurisdiction_resource_217	actor	3k_dlc04_faction_lu_kang
ironic_kong_zhou_harmony_resource_217	actor	3k_main_faction_kong_zhou
ironic_kuitou_ancestral_legacy_resource_217	actor	ironic_faction_xianbei_kuitou
ironic_kuitou_path_ts_resource_217	actor	ironic_faction_xianbei_kuitou
ironic_liu_yao_war_weariness_resource_217	actor	3k_main_faction_liu_yao
ironic_liu_dai_siege_warfare_resource_217	actor	3k_main_faction_liu_dai
ironic_liu_yu_peace_resource_217	actor	3k_main_faction_liu_yu
ironic_ma_ai_mercantilism_resource_217	actor	ironic_faction_ma_ai
ironic_chen_lan_rebellion_resource_217	actor	3k_dlc05_faction_yang_feng
ironic_han_sui_resource_resource_217	actor	3k_main_faction_han_sui
ironic_song_jian_resource_resource_217	actor	3k_dlc04_faction_liang_rebels
ironic_wang_lang_experience_resource_217	actor	3k_main_faction_wang_lang
ironic_wu_jing_family_persistence_resource_217	actor	3k_dlc05_faction_wu_jing
ironic_wuhuan_resource_resource_217	actor	ironic_faction_wuhuan_tribes
ironic_xiahou_yuan_resource_resource_217	actor	3k_main_faction_zhang_yang
ironic_xiongnu_pooled_resource_base_217	actor	ironic_faction_xiongnu_tribes
ironic_zhang_chao_Calligraphy_resource_217	actor	3k_main_faction_zhang_chao
ironic_zhang_lu_celestial_resource_217	actor	3k_main_faction_zhang_lu
3k_dlc07_campaign_group_member_faction_pooled_resource_liu_yan_217	actor	3k_main_faction_zhang_lu
