member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/rebellionresource		
ironic_chen_lan_rebellion_level_0	owner	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_level_1	owner	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_level_2	owner	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_level_3	owner	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_level_4	owner	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_level_5	owner	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_level_6	owner	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_resource_207	actor	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_crushing_defeat	actor	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_valiant_defeat	actor	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_close_defeat	actor	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_decisive_defeat	actor	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_level_7	owner	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_level_8	owner	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_rebellion_post_battle	victor	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_defeat_attack_crushing_defeat	actor	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_defeat_attack_close_defeat	actor	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_defeat_attack_decisive_defeat	actor	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_defeat_attack_valiant_defeat	actor	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_victory_attack_heroic_victory	actor	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_victory_attack_pyrrhic_victory	actor	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_victory_attack_close_victory	actor	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_victory_attack_decisive_victory	actor	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_defeat_defense_crushing_defeat	actor	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_defeat_defense_close_defeat	actor	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_defeat_defense_decisive_defeat	actor	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_defeat_defense_valiant_defeat	actor	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_victory_defense_heroic_victory	actor	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_victory_defense_pyrrhic_victory	actor	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_victory_defense_close_victory	actor	3k_dlc05_faction_yang_feng
ironic_chen_lan_rebellion_victory_defense_decisive_victory	actor	3k_dlc05_faction_yang_feng
3k_main_group_settlement_actions_gift_to_mercenary_master_major_yang_feng	actor	3k_dlc05_faction_yang_feng
3k_main_group_settlement_actions_gift_to_mercenary_master_minor_yang_feng	actor	3k_dlc05_faction_yang_feng
