member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/bian_rangresource		
ironic_bian_rang_recruitment_level_0	owner	ironic_faction_bian_rang
ironic_bian_rang_recruitment_level_1	owner	ironic_faction_bian_rang
ironic_bian_rang_recruitment_level_2	owner	ironic_faction_bian_rang
ironic_bian_rang_recruitment_level_3	owner	ironic_faction_bian_rang
ironic_bian_rang_recruitment_level_4	owner	ironic_faction_bian_rang
ironic_bian_rang_recruitment_resource_207	actor	ironic_faction_bian_rang
ironic_bian_rang_politics_improve	owner	ironic_faction_bian_rang
ironic_bian_rang_politics_reduce	owner	ironic_faction_bian_rang
ironic_bian_rang_pooled_conversion	owner	ironic_faction_bian_rang
ironic_bian_rang_captains	owner	ironic_faction_bian_rang
