member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/shiwu		
ep_campaign_group_member_buildings_district_military_conscription_1_sima_wei	owner	3k_main_faction_wang_kuang
ep_campaign_group_member_buildings_district_military_conscription_2_sima_wei	owner	3k_main_faction_wang_kuang
ep_campaign_group_member_buildings_district_military_conscription_3_sima_wei	owner	3k_main_faction_wang_kuang
ep_campaign_group_member_can_spy_prince_of_chu	owner	3k_main_faction_wang_kuang
ep_campaign_group_member_cannot_spy_prince_of_chu_separatists	owner	3k_main_faction_wang_kuang_separatists
ep_campaign_group_member_character_action_gift	actor	3k_main_faction_wang_kuang
ep_campaign_group_member_faction_cosmetics_prince_of_chu	owner	3k_main_faction_wang_kuang
ep_campaign_group_member_faction_cosmetics_prince_of_chu_separatists	owner	3k_main_faction_wang_kuang
ep_campaign_group_member_faction_pooled_resource_sima_wei	owner	3k_main_faction_wang_kuang
ep_campaign_group_member_politics_sima_wei	owner	3k_main_faction_wang_kuang
ep_campaign_group_member_pooled_resource_sima_wei_level_1	owner	3k_main_faction_wang_kuang
ep_campaign_group_member_pooled_resource_sima_wei_level_2	owner	3k_main_faction_wang_kuang
ep_campaign_group_member_pooled_resource_sima_wei_level_3	owner	3k_main_faction_wang_kuang
ep_campaign_group_member_pooled_resource_sima_wei_level_4	owner	3k_main_faction_wang_kuang
ep_campaign_group_member_post_battle_effects_close_victory_sima_wei	actor	3k_main_faction_wang_kuang
ep_campaign_group_member_post_battle_effects_decisive_victory_sima_wei	actor	3k_main_faction_wang_kuang
ep_campaign_group_member_post_battle_effects_heroic_victory_sima_wei	actor	3k_main_faction_wang_kuang
ep_campaign_group_member_post_battle_effects_pyrrhic_victory_sima_wei	actor	3k_main_faction_wang_kuang
ironic_group_member_settlement_actions_major_wang_kuang	actor	3k_main_faction_wang_kuang
ironic_group_member_settlement_actions_minor_wang_kuang	actor	3k_main_faction_wang_kuang
ironic_group_member_wang_kuang_judicary_level_1	owner	3k_main_faction_wang_kuang
ironic_group_member_wang_kuang_judicary_level_2	owner	3k_main_faction_wang_kuang
ironic_group_member_wang_kuang_judicary_level_3	owner	3k_main_faction_wang_kuang
ironic_group_member_wang_kuang_judicary_level_4	owner	3k_main_faction_wang_kuang
ironic_group_member_wang_kuang_judicary_level_5	owner	3k_main_faction_wang_kuang
ironic_group_member_wang_kuang_judicary_level_5_seals	owner	3k_main_faction_wang_kuang
