member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/bandits		
3k_dlc05_campaign_group_faction_bandit_public_order_effects_wuhuan	owner	ironic_faction_wuhuan_tribes
3k_main_campaign_group_campaign_features_governors_enabled_wuhuan	owner	ironic_faction_wuhuan_tribes
3k_main_campaign_group_can_spy_factions_wuhuan	owner	ironic_faction_wuhuan_tribes
3k_main_campaign_group_faction_bandits_wuhuan	owner	ironic_faction_wuhuan_tribes
3k_main_campaign_group_world_leaders_can_become_leader_by_capturing_seat_wuhuan	owner	ironic_faction_wuhuan_tribes
3k_main_campaign_group_world_leaders_can_proclaim_seat_wuhuan	owner	ironic_faction_wuhuan_tribes
3k_main_group_settlement_actions_gift_to_mercenary_master_major_wuhuan	actor	ironic_faction_wuhuan_tribes
3k_main_group_settlement_actions_gift_to_mercenary_master_minor_wuhuan	actor	ironic_faction_wuhuan_tribes
3k_dlc05_campaign_group_faction_bandit_public_order_effects_xiongnu	owner	ironic_faction_xiongnu_tribes
3k_dlc05_campaign_group_member_bandit_public_order_effects_xiongnu_separatists	owner	ironic_faction_xiongnu_tribes_separatists
3k_dlc05_campaign_group_member_governor_independence_trigger_xiongnu	owner	ironic_faction_xiongnu_tribes
3k_dlc05_campaign_group_member_governor_independence_trigger_xiongnu_separatists	owner	ironic_faction_xiongnu_tribes_separatists
3k_main_campaign_group_campaign_features_governors_enabled_xiongnu	owner	ironic_faction_xiongnu_tribes
3k_main_campaign_group_can_spy_factions_xiongnu	owner	ironic_faction_xiongnu_tribes
3k_main_campaign_group_faction_bandits_xiongnu	owner	ironic_faction_xiongnu_tribes
3k_main_campaign_group_member_campaign_feature_governor_enabled_xiongnu	owner	ironic_faction_xiongnu_tribes
3k_main_campaign_group_member_campaign_feature_governor_enabled_xiongnu_separatists	owner	ironic_faction_xiongnu_tribes_separatists
3k_main_campaign_group_member_can_spy_xiongnu	owner	ironic_faction_xiongnu_tribes
3k_main_campaign_group_member_cannot_spy_xiongnu_separatists	owner	ironic_faction_xiongnu_tribes_separatists
3k_main_campaign_group_member_cosmetic_tag_faction_name_xiongnu_separatists_3	owner	ironic_faction_xiongnu_tribes_separatists
3k_main_campaign_group_member_cosmetic_tag_faction_name_xiongnu_separatists_4	owner	ironic_faction_xiongnu_tribes_separatists
3k_main_campaign_group_member_cosmetic_tag_faction_name_xiongnu_world_leader	owner	ironic_faction_xiongnu_tribes
3k_main_campaign_group_member_cosmetic_tag_faction_name_xiongnu_3	owner	ironic_faction_xiongnu_tribes
3k_main_campaign_group_member_cosmetic_tag_faction_name_xiongnu_4	owner	ironic_faction_xiongnu_tribes
3k_main_campaign_group_member_faction_bandits_xiongnu	owner	ironic_faction_xiongnu_tribes
3k_main_campaign_group_member_faction_xiongnu_separatists_world_leaders_can_become_leader_by_capturing_seat	owner	ironic_faction_xiongnu_tribes_separatists
3k_main_campaign_group_member_faction_xiongnu_separatists_world_leaders_can_proclaim_seat	owner	ironic_faction_xiongnu_tribes_separatists
3k_main_campaign_group_member_faction_xiongnu_world_leaders_can_become_leader_by_capturing_seat	owner	ironic_faction_xiongnu_tribes
3k_main_campaign_group_member_faction_xiongnu_world_leaders_can_proclaim_seat	owner	ironic_faction_xiongnu_tribes
3k_main_group_settlement_actions_gift_to_mercenary_master_major_xiongnu	actor	ironic_faction_xiongnu_tribes
3k_main_group_settlement_actions_gift_to_mercenary_master_minor_xiongnu	actor	ironic_faction_xiongnu_tribes
3k_dlc05_campaign_group_faction_pooled_resource_mercenary_activity_battles_wuhuan	owner	ironic_faction_wuhuan_tribes
3k_dlc05_campaign_group_faction_pooled_resource_mercenary_activity_battles_xiongnu	owner	ironic_faction_xiongnu_tribes
3k_dlc05_campaign_group_member_governor_independence_trigger_wuhuan	owner	ironic_faction_wuhuan_tribes
3k_dlc05_campaign_group_member_governor_independence_trigger_wuhuan_separatists	owner	ironic_faction_wuhuan_tribes_separatists
3k_dlc05_campaign_group_faction_bandit_public_order_effects_xianbei_kuitou	owner	ironic_faction_xianbei_kuitou
3k_main_campaign_group_campaign_features_governors_enabled_xianbei_kuitou	owner	ironic_faction_xianbei_kuitou
3k_main_campaign_group_can_spy_factions_xianbei_kuitou	owner	ironic_faction_xianbei_kuitou
3k_main_campaign_group_faction_bandits_xianbei_kuitou	owner	ironic_faction_xianbei_kuitou
3k_main_campaign_group_world_leaders_can_become_leader_by_capturing_seat_xianbei_kuitou	owner	ironic_faction_xianbei_kuitou
3k_main_campaign_group_world_leaders_can_proclaim_seat_xianbei_kuitou	owner	ironic_faction_xianbei_kuitou
3k_main_group_settlement_actions_gift_to_mercenary_master_major_xianbei_kuitou	actor	ironic_faction_xianbei_kuitou
3k_main_group_settlement_actions_gift_to_mercenary_master_minor_xianbei_kuitou	actor	ironic_faction_xianbei_kuitou
3k_dlc05_campaign_group_faction_pooled_resource_mercenary_activity_battles_xianbei_kuitou	owner	ironic_faction_xianbei_kuitou
3k_dlc05_campaign_group_member_governor_independence_trigger_xianbei_kuitou	owner	ironic_faction_xianbei_kuitou
3k_dlc05_campaign_group_member_governor_independence_trigger_xianbei_kuitou_separatists	owner	ironic_faction_xianbei_kuitou_separatists
