member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/guv_yellow_turban_190_resource		
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_1_he_yi	owner	3k_main_faction_yellow_turban_rebels
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_1_gong_du	owner	3k_main_faction_yellow_turban_anding
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_1_huang_shao	owner	3k_main_faction_yellow_turban_taishan
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_2_he_yi	owner	3k_main_faction_yellow_turban_rebels
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_2_gong_du	owner	3k_main_faction_yellow_turban_anding
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_2_huang_shao	owner	3k_main_faction_yellow_turban_taishan
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_3_he_yi	owner	3k_main_faction_yellow_turban_rebels
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_3_gong_du	owner	3k_main_faction_yellow_turban_anding
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_3_huang_shao	owner	3k_main_faction_yellow_turban_taishan
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_4_he_yi	owner	3k_main_faction_yellow_turban_rebels
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_4_gong_du	owner	3k_main_faction_yellow_turban_anding
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_4_huang_shao	owner	3k_main_faction_yellow_turban_taishan
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_5_he_yi	owner	3k_main_faction_yellow_turban_rebels
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_5_gong_du	owner	3k_main_faction_yellow_turban_anding
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_5_huang_shao	owner	3k_main_faction_yellow_turban_taishan
3k_campaign_group_member_yt_generic_bundle	owner	3k_main_faction_yellow_turban_generic
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_1_generic	owner	3k_main_faction_yellow_turban_generic
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_2_generic	owner	3k_main_faction_yellow_turban_generic
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_3_generic	owner	3k_main_faction_yellow_turban_generic
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_4_generic	owner	3k_main_faction_yellow_turban_generic
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_5_generic	owner	3k_main_faction_yellow_turban_generic
3k_campaign_group_member_faction_gong_du_casualty	owner	3k_main_faction_yellow_turban_anding
3k_campaign_group_member_post_battle_effects_victory_gong_du_close_victory	actor	3k_main_faction_yellow_turban_anding
3k_campaign_group_member_post_battle_effects_victory_gong_du_major_decisive_victory	actor	3k_main_faction_yellow_turban_anding
3k_campaign_group_member_post_battle_effects_victory_gong_du_major_heroic_victory	actor	3k_main_faction_yellow_turban_anding
3k_campaign_group_member_post_battle_effects_victory_gong_du_pyrrhic_victory	actor	3k_main_faction_yellow_turban_anding
3k_campaign_group_post_battle_effects_defeat_he_yi_close_defeat	actor	3k_main_faction_yellow_turban_rebels
3k_campaign_group_post_battle_effects_defeat_he_yi_crushing_defeat	actor	3k_main_faction_yellow_turban_rebels
3k_campaign_group_post_battle_effects_defeat_he_yi_decisive_defeat	actor	3k_main_faction_yellow_turban_rebels
3k_campaign_group_post_battle_effects_defeat_he_yi_valiant_defeat	actor	3k_main_faction_yellow_turban_rebels
3k_campaign_group_post_battle_effects_defeat_gong_du_close_defeat	actor	3k_main_faction_yellow_turban_anding
3k_campaign_group_post_battle_effects_defeat_gong_du_crushing_defeat	actor	3k_main_faction_yellow_turban_anding
3k_campaign_group_post_battle_effects_defeat_gong_du_decisive_defeat	actor	3k_main_faction_yellow_turban_anding
3k_campaign_group_post_battle_effects_defeat_gong_du_valiant_defeat	actor	3k_main_faction_yellow_turban_anding
3k_campaign_group_post_battle_effects_defeat_huang_shao_close_defeat	actor	3k_main_faction_yellow_turban_taishan
3k_campaign_group_post_battle_effects_defeat_huang_shao_crushing_defeat	actor	3k_main_faction_yellow_turban_taishan
3k_campaign_group_post_battle_effects_defeat_huang_shao_decisive_defeat	actor	3k_main_faction_yellow_turban_taishan
3k_campaign_group_post_battle_effects_defeat_huang_shao_valiant_defeat	actor	3k_main_faction_yellow_turban_taishan
3k_campaign_group_post_battle_effects_defeat_generic_close_defeat	actor	3k_main_faction_yellow_turban_generic
3k_campaign_group_post_battle_effects_defeat_generic_crushing_defeat	actor	3k_main_faction_yellow_turban_generic
3k_campaign_group_post_battle_effects_defeat_generic_decisive_defeat	actor	3k_main_faction_yellow_turban_generic
3k_campaign_group_post_battle_effects_defeat_generic_valiant_defeat	actor	3k_main_faction_yellow_turban_generic
