member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/han_annex		
3k_main_group_settlement_actions_integrate_major_liu_yu	actor	3k_main_faction_liu_yu
3k_main_group_settlement_actions_integrate_minor_liu_yu	actor	3k_main_faction_liu_yu
3k_main_group_settlement_actions_integrate_major_liu_yao	actor	3k_main_faction_liu_yao
3k_main_group_settlement_actions_integrate_minor_liu_yao	actor	3k_main_faction_liu_yao
3k_main_group_settlement_actions_integrate_major_liu_pan	actor	ironic_faction_liu_pan
3k_main_group_settlement_actions_integrate_minor_liu_pan	actor	ironic_faction_liu_pan
3k_main_group_settlement_actions_integrate_major_liu_biao	actor	3k_main_faction_liu_biao
3k_main_group_settlement_actions_integrate_minor_liu_biao	actor	3k_main_faction_liu_biao
3k_main_group_settlement_actions_integrate_major_liu_dai	actor	3k_main_faction_liu_dai
3k_main_group_settlement_actions_integrate_minor_liu_dai	actor	3k_main_faction_liu_dai
3k_main_group_settlement_actions_integrate_major_liu_yan	actor	3k_main_faction_liu_yan
3k_main_group_settlement_actions_integrate_minor_liu_yan	actor	3k_main_faction_liu_yan
3k_main_group_settlement_actions_integrate_major_liu_chong	actor	3k_dlc04_faction_prince_liu_chong
3k_main_group_settlement_actions_integrate_minor_liu_chong	actor	3k_dlc04_faction_prince_liu_chong
3k_main_group_settlement_actions_integrate_major_liu_yu	owner	3k_main_faction_han_empire
3k_main_group_settlement_actions_integrate_minor_liu_yu	owner	3k_main_faction_han_empire
3k_main_group_settlement_actions_integrate_major_liu_yao	owner	3k_main_faction_han_empire
3k_main_group_settlement_actions_integrate_minor_liu_yao	owner	3k_main_faction_han_empire
3k_main_group_settlement_actions_integrate_major_liu_pan	owner	3k_main_faction_han_empire
3k_main_group_settlement_actions_integrate_minor_liu_pan	owner	3k_main_faction_han_empire
3k_main_group_settlement_actions_integrate_major_liu_biao	owner	3k_main_faction_han_empire
3k_main_group_settlement_actions_integrate_minor_liu_biao	owner	3k_main_faction_han_empire
3k_main_group_settlement_actions_integrate_major_liu_dai	owner	3k_main_faction_han_empire
3k_main_group_settlement_actions_integrate_minor_liu_dai	owner	3k_main_faction_han_empire
3k_main_group_settlement_actions_integrate_major_liu_yan	owner	3k_main_faction_han_empire
3k_main_group_settlement_actions_integrate_minor_liu_yan	owner	3k_main_faction_han_empire
3k_main_group_settlement_actions_integrate_major_liu_chong	owner	3k_main_faction_han_empire
3k_main_group_settlement_actions_integrate_minor_liu_chong	owner	3k_main_faction_han_empire
