member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/kuitouancestralresource		
ironic_kuitou_ancestral_legacy_level_0	owner	ironic_faction_xianbei_kuitou
ironic_kuitou_ancestral_legacy_level_1	owner	ironic_faction_xianbei_kuitou
ironic_kuitou_ancestral_legacy_resource_207	actor	ironic_faction_xianbei_kuitou
ironic_ancestral_legacy_factionwide_recruitment_conversion	owner	ironic_faction_xianbei_kuitou
3k_main_campaign_group_political_action_kuitou_banish_1	actor	ironic_faction_xianbei_kuitou
3k_main_campaign_group_political_action_kuitou_banish_2	actor	ironic_faction_xianbei_kuitou
3k_main_campaign_group_political_action_kuitou_banish_3	actor	ironic_faction_xianbei_kuitou
3k_main_campaign_group_political_action_kuitou_banish_4	actor	ironic_faction_xianbei_kuitou
3k_main_campaign_group_political_action_kuitou_release	actor	ironic_faction_xianbei_kuitou
3k_main_campaign_group_political_action_kuitou_unassign_from_post	actor	ironic_faction_xianbei_kuitou
3k_main_campaign_group_political_action_kuitou_release_for_minister	actor	ironic_faction_xianbei_kuitou
3k_main_campaign_group_political_action_kuitou_unassign_from_heir_position	actor	ironic_faction_xianbei_kuitou
3k_main_campaign_group_political_action_kuitou_banish_heir_1	actor	ironic_faction_xianbei_kuitou
3k_main_campaign_group_political_action_kuitou_banish_heir_2	actor	ironic_faction_xianbei_kuitou
3k_main_campaign_group_political_action_kuitou_banish_heir_3	actor	ironic_faction_xianbei_kuitou
3k_main_campaign_group_political_action_kuitou_banish_heir_4	actor	ironic_faction_xianbei_kuitou
3k_main_campaign_group_political_action_kuitou_release_heir	actor	ironic_faction_xianbei_kuitou
3k_main_campaign_group_political_action_kuitou_banish_minister_1	actor	ironic_faction_xianbei_kuitou
3k_main_campaign_group_political_action_kuitou_banish_minister_2	actor	ironic_faction_xianbei_kuitou
3k_main_campaign_group_political_action_kuitou_banish_minister_3	actor	ironic_faction_xianbei_kuitou
3k_main_campaign_group_political_action_kuitou_banish_minister_4	actor	ironic_faction_xianbei_kuitou
3k_main_campaign_group_political_action_kuitou_assign_heir	actor	ironic_faction_xianbei_kuitou
