member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/data__		
3k_dlc04_campaign_group_cosmetic_tag_faction_name_dlc04_rebels	owner	3k_dlc04_faction_rebels
3k_dlc04_campaign_group_faction_effect_bundle_empress_he	owner	3k_dlc04_faction_empress_he
3k_dlc04_campaign_group_faction_effect_bundle_liang_rebellion	owner	3k_dlc04_faction_liang_rebels
3k_dlc04_campaign_group_faction_effect_bundle_rebels	owner	3k_dlc04_faction_rebels
3k_dlc04_campaign_group_member_buildings_district_government_administration_1_empire_only	owner	3k_dlc04_faction_empress_he
3k_dlc04_campaign_group_member_buildings_district_government_administration_2_empire_only	owner	3k_dlc04_faction_empress_he
3k_dlc04_campaign_group_member_buildings_district_government_administration_3_empire_only	owner	3k_dlc04_faction_empress_he
3k_dlc04_campaign_group_member_buildings_district_government_administration_4_empire_only	owner	3k_dlc04_faction_empress_he
3k_dlc04_campaign_group_member_buildings_district_government_administration_5_empire_only	owner	3k_dlc04_faction_empress_he
3k_dlc04_campaign_group_member_buildings_district_government_administration_yuan_1	owner	3k_main_faction_yuan_shao
3k_dlc04_campaign_group_member_buildings_district_government_administration_yuan_2	owner	3k_main_faction_yuan_shao
3k_dlc04_campaign_group_member_buildings_district_government_administration_yuan_3	owner	3k_main_faction_yuan_shao
3k_dlc04_campaign_group_member_buildings_district_government_administration_yuan_4	owner	3k_main_faction_yuan_shao
3k_dlc04_campaign_group_member_buildings_district_government_administration_yuan_5	owner	3k_main_faction_yuan_shao
3k_dlc04_campaign_group_member_buildings_district_government_law_3_empire_only	owner	3k_dlc04_faction_empress_he
3k_dlc04_campaign_group_member_buildings_district_government_law_4_empire_only	owner	3k_dlc04_faction_empress_he
3k_dlc04_campaign_group_member_buildings_district_government_law_5_empire_only	owner	3k_dlc04_faction_empress_he
3k_dlc04_campaign_group_member_buildings_district_government_law_jade_5_empire_only	owner	3k_dlc04_faction_empress_he
3k_dlc04_campaign_group_member_can_spy_anding	owner	3k_main_faction_anding
3k_dlc04_campaign_group_member_can_spy_anping	owner	3k_main_faction_anping
3k_dlc04_campaign_group_member_can_spy_badong	owner	3k_main_faction_badong
3k_dlc04_campaign_group_member_can_spy_ba	owner	3k_main_faction_ba
3k_dlc04_campaign_group_member_can_spy_baxi	owner	3k_main_faction_baxi
3k_dlc04_campaign_group_member_can_spy_beihai	owner	3k_main_faction_beihai
3k_dlc04_campaign_group_member_can_spy_bian_zhang	owner	3k_dlc04_faction_bian_zhang
3k_dlc04_campaign_group_member_can_spy_bohai	owner	3k_main_faction_bohai
3k_dlc04_campaign_group_member_can_spy_cangwu	owner	3k_main_faction_cangwu
3k_dlc04_campaign_group_member_can_spy_cao_song	owner	3k_dlc04_faction_cao_song
3k_dlc04_campaign_group_member_can_spy_changan	owner	3k_main_faction_changan
3k_dlc04_campaign_group_member_can_spy_changsha	owner	3k_main_faction_changsha
3k_dlc04_campaign_group_member_can_spy_chen_gui	owner	3k_dlc04_faction_chen_gui
3k_dlc04_campaign_group_member_can_spy_chengdu	owner	3k_main_faction_chengdu
3k_dlc04_campaign_group_member_can_spy_chen	owner	3k_main_faction_chen
3k_dlc04_campaign_group_member_can_spy_chu_gong	owner	3k_dlc04_faction_chu_gong
3k_dlc04_campaign_group_member_can_spy_dai	owner	3k_dlc04_faction_dai
3k_dlc04_campaign_group_member_can_spy_ding_yuan	owner	3k_dlc04_faction_ding_yuan
3k_dlc04_campaign_group_member_can_spy_dong_he	owner	3k_dlc04_faction_dong_he
3k_dlc04_campaign_group_member_can_spy_donghai	owner	3k_main_faction_donghai
3k_dlc04_campaign_group_member_can_spy_donglai	owner	3k_main_faction_donglai
3k_dlc04_campaign_group_member_can_spy_dongou	owner	3k_main_faction_dongou
3k_dlc04_campaign_group_member_can_spy_dong	owner	3k_dlc04_faction_dong
3k_dlc04_campaign_group_member_can_spy_empress_he	owner	3k_dlc04_faction_empress_he
3k_dlc04_campaign_group_member_can_spy_fuling	owner	3k_main_faction_fuling
3k_dlc04_campaign_group_member_can_spy_gaoliang	owner	3k_main_faction_gaoliang
3k_dlc04_campaign_group_member_can_spy_guangling	owner	3k_main_faction_guangling
3k_dlc04_campaign_group_member_can_spy_han_fu	owner	3k_main_faction_han_fu
3k_dlc04_campaign_group_member_can_spy_han_sui	owner	3k_main_faction_han_sui
3k_dlc04_campaign_group_member_can_spy_hanzhong	owner	3k_main_faction_hanzhong
3k_dlc04_campaign_group_member_can_spy_hedong	owner	3k_main_faction_hedong
3k_dlc04_campaign_group_member_can_spy_henei	owner	3k_main_faction_henei
3k_dlc04_campaign_group_member_can_spy_hepu	owner	3k_main_faction_hepu
3k_dlc04_campaign_group_member_can_spy_jianan	owner	3k_main_faction_jianan
3k_dlc04_campaign_group_member_can_spy_jiangxia	owner	3k_main_faction_jiangxia
3k_dlc04_campaign_group_member_can_spy_jiangyang	owner	3k_main_faction_jiangyang
3k_dlc04_campaign_group_member_can_spy_jianning	owner	3k_main_faction_jianning
3k_dlc04_campaign_group_member_can_spy_jianye	owner	3k_main_faction_jianye
3k_dlc04_campaign_group_member_can_spy_jiaozhi	owner	3k_main_faction_jiaozhi
3k_dlc04_campaign_group_member_can_spy_jincheng	owner	3k_main_faction_jincheng
3k_dlc04_campaign_group_member_can_spy_jingzhou	owner	3k_main_faction_jingzhou
3k_dlc04_campaign_group_member_can_spy_kuaiji	owner	3k_main_faction_kuaiji
3k_dlc04_campaign_group_member_can_spy_langye	owner	3k_main_faction_langye
3k_dlc04_campaign_group_member_can_spy_liaodong_separatists	owner	3k_dlc06_faction_liaodong_separatists
3k_dlc04_campaign_group_member_can_spy_liaodong	owner	3k_dlc06_faction_liaodong
3k_dlc04_campaign_group_member_can_spy_lingling	owner	3k_main_faction_lingling
3k_dlc04_campaign_group_member_can_spy_liu_hong	owner	3k_dlc04_faction_liu_hong
3k_dlc04_campaign_group_member_can_spy_liu_xun	owner	3k_dlc04_faction_liu_xun
3k_dlc04_campaign_group_member_can_spy_liu_yan	owner	3k_main_faction_liu_yan
3k_dlc04_campaign_group_member_can_spy_liu_yu	owner	3k_main_faction_liu_yu
3k_dlc04_campaign_group_member_can_spy_lu_kang	owner	3k_dlc04_faction_lu_kang
3k_dlc04_campaign_group_member_can_spy_lu_zhi	owner	3k_dlc04_faction_lu_zhi
3k_dlc04_campaign_group_member_can_spy_lujiang	owner	3k_main_faction_lujiang
3k_dlc04_campaign_group_member_can_spy_luling	owner	3k_main_faction_luling
3k_dlc04_campaign_group_member_can_spy_luoyang	owner	3k_main_faction_luoyang
3k_dlc04_campaign_group_member_can_spy_ma_teng	owner	3k_main_faction_ma_teng
3k_dlc04_campaign_group_member_can_spy_nanhai	owner	3k_main_faction_nanhai
3k_dlc04_campaign_group_member_can_spy_nanyang	owner	3k_main_faction_nanyang
3k_dlc04_campaign_group_member_can_spy_penchang	owner	3k_main_faction_penchang
3k_dlc04_campaign_group_member_can_spy_pingyuan	owner	3k_main_faction_pingyuan
3k_dlc04_campaign_group_member_can_spy_poyang	owner	3k_main_faction_poyang
3k_dlc04_campaign_group_member_can_spy_prince_liu_chong	owner	3k_dlc04_faction_prince_liu_chong
3k_dlc04_campaign_group_member_can_spy_qiao_mao	owner	3k_dlc04_faction_qiao_mao
3k_dlc04_campaign_group_member_can_spy_runan	owner	3k_main_faction_runan
3k_dlc04_campaign_group_member_can_spy_shangdang	owner	3k_main_faction_shangdang
3k_dlc04_campaign_group_member_can_spy_shangyong	owner	3k_main_faction_shangyong
3k_dlc04_campaign_group_member_can_spy_shi_xie	owner	3k_main_faction_shi_xie
3k_dlc04_campaign_group_member_can_spy_shoufang	owner	3k_main_faction_shoufang
3k_dlc04_campaign_group_member_can_spy_taishan	owner	3k_main_faction_taishan
3k_dlc04_campaign_group_member_can_spy_taiyuan	owner	3k_main_faction_taiyuan
3k_dlc04_campaign_group_member_can_spy_tao_qian	owner	3k_main_faction_tao_qian
3k_dlc04_campaign_group_member_can_spy_tongan	owner	3k_main_faction_tong'an
3k_dlc04_campaign_group_member_can_spy_wang_rui	owner	3k_dlc04_faction_wang_rui
3k_dlc04_campaign_group_member_can_spy_wei	owner	3k_dlc04_faction_wei
3k_dlc04_campaign_group_member_can_spy_wudu	owner	3k_main_faction_wudu
3k_dlc04_campaign_group_member_can_spy_wuling	owner	3k_main_faction_wuling
3k_dlc04_campaign_group_member_can_spy_wuwei	owner	3k_main_faction_wuwei
3k_dlc04_campaign_group_member_can_spy_xiangyang	owner	3k_main_faction_xiangyang
3k_dlc04_campaign_group_member_can_spy_xiapi_separatists	owner	3k_dlc06_faction_xiapi_separatists
3k_dlc04_campaign_group_member_can_spy_xiapi	owner	3k_dlc06_faction_xiapi
3k_dlc04_campaign_group_member_can_spy_xihe	owner	3k_main_faction_xihe
3k_dlc04_campaign_group_member_can_spy_xin_xuan	owner	3k_dlc04_faction_xin_xuan
3k_dlc04_campaign_group_member_can_spy_xindu	owner	3k_main_faction_xindu
3k_dlc04_campaign_group_member_can_spy_yangzhou	owner	3k_main_faction_yangzhou
3k_dlc04_campaign_group_member_can_spy_yanmen	owner	3k_main_faction_yanmen
3k_dlc04_campaign_group_member_can_spy_ye	owner	3k_main_faction_ye
3k_dlc04_campaign_group_member_can_spy_ying_shao	owner	3k_dlc04_faction_ying_shao
3k_dlc04_campaign_group_member_can_spy_yingchuan	owner	3k_main_faction_yingchuan
3k_dlc04_campaign_group_member_can_spy_yizhou_island	owner	3k_dlc04_faction_yizhou_island
3k_dlc04_campaign_group_member_can_spy_yizhou	owner	3k_main_faction_yizhou
3k_dlc04_campaign_group_member_can_spy_youbeiping	owner	3k_main_faction_youbeiping
3k_dlc04_campaign_group_member_can_spy_youzhou	owner	3k_main_faction_youzhou
3k_dlc04_campaign_group_member_can_spy_yuan_yi	owner	3k_dlc04_faction_yuan_yi
3k_dlc04_campaign_group_member_can_spy_yulin	owner	3k_main_faction_yulin
3k_dlc04_campaign_group_member_can_spy_yu	owner	3k_main_faction_yu
3k_dlc04_campaign_group_member_can_spy_yuzhang	owner	3k_main_faction_yuzhang
3k_dlc04_campaign_group_member_can_spy_zangke	owner	3k_main_faction_zangke
3k_dlc04_campaign_group_member_can_spy_zhongshan	owner	3k_main_faction_zhongshan
3k_dlc04_campaign_group_member_can_spy_zhou_xin	owner	3k_dlc04_faction_zhou_xin
3k_dlc04_campaign_group_member_cannot_spy_anding_separatists	owner	3k_main_faction_anding_separatists
3k_dlc04_campaign_group_member_cannot_spy_anping_separatists	owner	3k_main_faction_anping_separatists
3k_dlc04_campaign_group_member_cannot_spy_ba_separatists	owner	3k_main_faction_ba_separatists
3k_dlc04_campaign_group_member_cannot_spy_badong_separatists	owner	3k_main_faction_badong_separatists
3k_dlc04_campaign_group_member_cannot_spy_baxi_separatists	owner	3k_main_faction_baxi_separatists
3k_dlc04_campaign_group_member_cannot_spy_beihai_separatists	owner	3k_main_faction_beihai_separatists
3k_dlc04_campaign_group_member_cannot_spy_bian_zhang_separatists	owner	3k_dlc04_faction_bian_zhang_separatists
3k_dlc04_campaign_group_member_cannot_spy_bohai_separatists	owner	3k_main_faction_bohai_separatists
3k_dlc04_campaign_group_member_cannot_spy_cangwu_separatists	owner	3k_main_faction_cangwu_separatists
3k_dlc04_campaign_group_member_cannot_spy_cao_song_separatists	owner	3k_dlc04_faction_cao_song_separatists
3k_dlc04_campaign_group_member_cannot_spy_changan_separatists	owner	3k_main_faction_changan_separatists
3k_dlc04_campaign_group_member_cannot_spy_changsha_separatists	owner	3k_main_faction_changsha_separatists
3k_dlc04_campaign_group_member_cannot_spy_chen_gui_separatists	owner	3k_dlc04_faction_chen_gui_separatists
3k_dlc04_campaign_group_member_cannot_spy_chen_separatists	owner	3k_main_faction_chen_separatists
3k_dlc04_campaign_group_member_cannot_spy_chengdu_separatists	owner	3k_main_faction_chengdu_separatists
3k_dlc04_campaign_group_member_cannot_spy_chu_gong_separatists	owner	3k_dlc04_faction_chu_gong_separatists
3k_dlc04_campaign_group_member_cannot_spy_dai_separatists	owner	3k_dlc04_faction_dai_separatists
3k_dlc04_campaign_group_member_cannot_spy_ding_yuan_separatists	owner	3k_dlc04_faction_ding_yuan_separatists
3k_dlc04_campaign_group_member_cannot_spy_dong_he_separatists	owner	3k_dlc04_faction_dong_he_separatists
3k_dlc04_campaign_group_member_cannot_spy_dong_separatists	owner	3k_dlc04_faction_dong_separatists
3k_dlc04_campaign_group_member_cannot_spy_donghai_separatists	owner	3k_main_faction_donghai_separatists
3k_dlc04_campaign_group_member_cannot_spy_donglai_separatists	owner	3k_main_faction_donglai_separatists
3k_dlc04_campaign_group_member_cannot_spy_dongou_separatists	owner	3k_main_faction_dongou_separatists
3k_dlc04_campaign_group_member_cannot_spy_empress_he_separatists	owner	3k_dlc04_faction_empress_he_separatists
3k_dlc04_campaign_group_member_cannot_spy_fuling_separatists	owner	3k_main_faction_fuling_separatists
3k_dlc04_campaign_group_member_cannot_spy_gaoliang_separatists	owner	3k_main_faction_gaoliang_separatists
3k_dlc04_campaign_group_member_cannot_spy_guangling_separatists	owner	3k_main_faction_guangling_separatists
3k_dlc04_campaign_group_member_cannot_spy_han_empire_separatists	owner	3k_main_faction_han_empire_separatists
3k_dlc04_campaign_group_member_cannot_spy_han_empire	owner	3k_main_faction_han_empire
3k_dlc04_campaign_group_member_cannot_spy_han_fu_separatists	owner	3k_dlc04_faction_han_fu_separatists
3k_dlc04_campaign_group_member_cannot_spy_han_sui_separatists	owner	3k_main_faction_han_sui_separatists
3k_dlc04_campaign_group_member_cannot_spy_hanzhong_separatists	owner	3k_main_faction_hanzhong_separatists
3k_dlc04_campaign_group_member_cannot_spy_hedong_separatists	owner	3k_main_faction_hedong_separatists
3k_dlc04_campaign_group_member_cannot_spy_henei_separatists	owner	3k_main_faction_henei_separatists
3k_dlc04_campaign_group_member_cannot_spy_hepu_separatists	owner	3k_main_faction_hepu_separatists
3k_dlc04_campaign_group_member_cannot_spy_jianan_separatists	owner	3k_main_faction_jianan_separatists
3k_dlc04_campaign_group_member_cannot_spy_jiangxia_separatists	owner	3k_main_faction_jiangxia_separatists
3k_dlc04_campaign_group_member_cannot_spy_jiangyang_separatists	owner	3k_main_faction_jiangyang_separatists
3k_dlc04_campaign_group_member_cannot_spy_jianning_separatists	owner	3k_main_faction_jianning_separatists
3k_dlc04_campaign_group_member_cannot_spy_jianye_separatists	owner	3k_main_faction_jianye_separatists
3k_dlc04_campaign_group_member_cannot_spy_jiaozhi_separatists	owner	3k_main_faction_jiaozhi_separatists
3k_dlc04_campaign_group_member_cannot_spy_jincheng_separatists	owner	3k_main_faction_jincheng_separatists
3k_dlc04_campaign_group_member_cannot_spy_jingzhou_separatists	owner	3k_main_faction_jingzhou_separatists
3k_dlc04_campaign_group_member_cannot_spy_kuaiji_separatists	owner	3k_main_faction_kuaiji_separatists
3k_dlc04_campaign_group_member_cannot_spy_langye_separatists	owner	3k_main_faction_langye_separatists
