member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/extra_factions		
ep_campaign_group_member_buildings_district_military_security_capital_3_sima_yong	owner	3k_main_faction_nanhai
ep_campaign_group_member_buildings_district_military_security_capital_4_sima_yong	owner	3k_main_faction_nanhai
ep_campaign_group_member_buildings_district_military_security_capital_5_sima_yong	owner	3k_main_faction_nanhai
ep_campaign_group_member_buildings_district_military_security_province_northern_horses_5_sima_yong	owner	3k_main_faction_nanhai
ep_campaign_group_member_buildings_district_military_security_province_3_sima_yong	owner	3k_main_faction_nanhai
ep_campaign_group_member_buildings_district_military_security_province_4_sima_yong	owner	3k_main_faction_nanhai
ep_campaign_group_member_buildings_district_military_security_province_5_sima_yong	owner	3k_main_faction_nanhai
ep_campaign_group_member_buildings_district_military_security_1_sima_yong	owner	3k_main_faction_nanhai
ep_campaign_group_member_buildings_district_military_security_2_sima_yong	owner	3k_main_faction_nanhai
ep_campaign_group_member_politics_sima_yong	owner	3k_main_faction_nanhai
ep_campaign_group_member_buildings_district_residential_government_support_1_sima_ying	owner	ironic_faction_zhao_wei
ep_campaign_group_member_buildings_district_residential_government_support_2_sima_ying	owner	ironic_faction_zhao_wei
ep_campaign_group_member_buildings_district_residential_government_support_3_sima_ying	owner	ironic_faction_zhao_wei
ep_campaign_group_member_buildings_district_residential_government_support_4_sima_ying	owner	ironic_faction_zhao_wei
ep_campaign_group_member_buildings_district_residential_government_support_5_sima_ying	owner	ironic_faction_zhao_wei
ep_campaign_group_member_buildings_district_residential_government_tools_3_sima_ying	owner	ironic_faction_zhao_wei
ep_campaign_group_member_buildings_district_residential_government_tools_4_sima_ying	owner	ironic_faction_zhao_wei
ep_campaign_group_member_buildings_district_residential_government_tools_5_sima_ying	owner	ironic_faction_zhao_wei
ep_campaign_group_member_buildings_district_artisan_labour_1_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_artisan_labour_2_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_artisan_labour_3_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_artisan_labour_4_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_artisan_labour_5_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_artisan_mines_4_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_artisan_mines_5_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_artisan_minting_3_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_artisan_minting_4_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_artisan_minting_5_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_artisan_workshop_lacquer_5_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_artisan_workshop_private_1_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_artisan_workshop_private_2_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_artisan_workshop_private_3_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_artisan_workshop_private_4_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_artisan_workshop_private_5_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_artisan_workshop_state_1_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_artisan_workshop_state_2_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_artisan_workshop_state_3_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_artisan_workshop_state_4_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_artisan_workshop_state_5_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_government_religion_1_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_government_religion_2_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_government_religion_3_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_government_rural_administration_han_1_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_government_rural_administration_han_2_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_government_rural_administration_han_3_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_government_rural_administration_han_4_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_government_rural_administration_han_5_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_government_rural_administration_1_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_government_rural_administration_2_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_government_rural_administration_3_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_government_rural_administration_4_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_government_rural_administration_5_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_judiciary_1_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_judiciary_2_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_judiciary_3_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_judiciary_4_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_judiciary_5_seals_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_judiciary_5_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_market_school_1_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_market_school_2_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_market_school_3_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_market_school_4_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_market_school_5_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_market_silk_trade_5_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_market_trade_port_1_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_market_trade_port_2_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_market_trade_port_3_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_market_trade_port_4_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_market_trade_port_5_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_market_trade_security_port_4_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_market_trade_security_port_5_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_market_trade_security_4_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_market_trade_security_5_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_market_trade_1_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_market_trade_2_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_market_trade_3_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_market_trade_4_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_market_trade_5_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_military_conscription_1_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_military_conscription_2_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_military_conscription_3_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_military_equipment_armour_3_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_military_equipment_ranged_3_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_military_equipment_weapons_3_sima_ai	owner	ironic_faction_su_dai
ep_campaign_group_member_buildings_district_military_equipment_1_sima_ai	owner	ironic_faction_su_dai
