member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/zhuge_xuanresource		
ironic_zhuge_xuan_sleeping_dragon_level_0	owner	ironic_faction_zhuge_xuan
ironic_zhuge_xuan_sleeping_dragon_level_1	owner	ironic_faction_zhuge_xuan
ironic_zhuge_xuan_sleeping_dragon_level_2	owner	ironic_faction_zhuge_xuan
ironic_zhuge_xuan_sleeping_dragon_level_3	owner	ironic_faction_zhuge_xuan
ironic_zhuge_xuan_sleeping_dragon_level_4	owner	ironic_faction_zhuge_xuan
ironic_zhuge_xuan_sleeping_dragon_level_5	owner	ironic_faction_zhuge_xuan
ironic_zhuge_xuan_sleeping_dragon_level_6	owner	ironic_faction_zhuge_xuan
ironic_zhuge_xuan_sleeping_dragon_level_7	owner	ironic_faction_zhuge_xuan
ironic_zhuge_xuan_politics_improve	owner	ironic_faction_zhuge_xuan
ironic_zhuge_xuan_politics_reduce	owner	ironic_faction_zhuge_xuan
ironic_zhuge_xuan_sleeping_dragon_resource_207	owner	ironic_faction_zhuge_xuan
ironic_zhuge_xuan_sleeping_dragon_level_8	owner	ironic_faction_zhuge_xuan
