member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/zhangluresource		
ironic_zhang_lu_celestial_level_0	owner	3k_main_faction_zhang_lu
ironic_zhang_lu_celestial_level_1	owner	3k_main_faction_zhang_lu
ironic_zhang_lu_celestial_level_2	owner	3k_main_faction_zhang_lu
ironic_zhang_lu_celestial_level_3	owner	3k_main_faction_zhang_lu
ironic_zhang_lu_celestial_level_4	owner	3k_main_faction_zhang_lu
ironic_zhang_lu_celestial_level_5	owner	3k_main_faction_zhang_lu
ironic_campaign_faction_zhang_lu_victory_close_victory	actor	3k_main_faction_zhang_lu
ironic_campaign_faction_zhang_lu_victory_decisive_victory	actor	3k_main_faction_zhang_lu
ironic_campaign_faction_zhang_lu_victory_heroic_victory	actor	3k_main_faction_zhang_lu
ironic_campaign_faction_zhang_lu_victory_pyrrhic_victory	actor	3k_main_faction_zhang_lu
ironic_campaign_faction_zhang_lu_defeat_close_defeat	actor	3k_main_faction_zhang_lu
ironic_campaign_faction_zhang_lu_defeat_crushing_defeat	actor	3k_main_faction_zhang_lu
ironic_campaign_faction_zhang_lu_defeat_decisive_defeat	actor	3k_main_faction_zhang_lu
ironic_campaign_faction_zhang_lu_defeat_valiant_defeat	actor	3k_main_faction_zhang_lu
ironic_campaign_faction_zhang_lu_casuality	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_residential_logistics_1_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_residential_logistics_2_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_residential_logistics_3_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_residential_logistics_4_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_residential_logistics_5_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_residential_government_support_1_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_residential_government_support_2_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_residential_government_support_3_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_residential_government_support_4_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_residential_government_support_5_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_residential_government_tools_3_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_residential_government_tools_4_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_residential_government_tools_5_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_residential_landlords_1_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_residential_landlords_2_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_residential_landlords_3_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_residential_landlords_4_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_residential_landlords_5_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_residential_livestock_market_5_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_residential_market_3_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_residential_market_4_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_residential_market_5_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_military_conscription_1_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_military_conscription_2_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_military_conscription_3_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_military_equipment_armour_3_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_military_equipment_ranged_3_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_military_equipment_weapons_3_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_military_equipment_1_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_military_equipment_2_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_military_security_capital_3_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_military_security_capital_4_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_military_security_capital_5_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_military_security_province_northern_horses_5_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_military_security_province_3_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_military_security_province_4_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_military_security_province_5_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_military_security_1_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_military_security_2_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_resource_fire_iron_military_4_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_resource_fire_iron_military_5_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_government_religion_taoist_1_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_government_religion_taoist_2_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_campaign_group_buildings_district_government_religion_taoist_3_zhang_lu	owner	3k_main_faction_zhang_lu
3k_main_group_settlement_actions_default_major_zhang_lu	actor	3k_main_faction_zhang_lu
3k_main_group_settlement_actions_default_minor_zhang_lu	actor	3k_main_faction_zhang_lu
