member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/resource_hansui		
ironic_han_sui_resource_level_0	owner	3k_main_faction_han_sui
ironic_han_sui_resource_level_1	owner	3k_main_faction_han_sui
ironic_han_sui_resource_level_2	owner	3k_main_faction_han_sui
ironic_han_sui_resource_level_3	owner	3k_main_faction_han_sui
ironic_han_sui_resource_level_4	owner	3k_main_faction_han_sui
ironic_campaign_group_member_post_battle_effects_close_defeat_han_sui	actor	3k_main_faction_han_sui
ironic_campaign_group_member_post_battle_effects_close_victory_han_sui	actor	3k_main_faction_han_sui
ironic_campaign_group_member_post_battle_effects_crushing_defeat_han_sui	actor	3k_main_faction_han_sui
ironic_campaign_group_member_post_battle_effects_decisive_defeat_han_sui	actor	3k_main_faction_han_sui
ironic_campaign_group_member_post_battle_effects_decisive_victory_han_sui	actor	3k_main_faction_han_sui
ironic_campaign_group_member_post_battle_effects_heroic_victory_han_sui	actor	3k_main_faction_han_sui
ironic_campaign_group_member_post_battle_effects_pyrrhic_victory_han_sui	actor	3k_main_faction_han_sui
ironic_campaign_group_member_post_battle_effects_valiant_defeat_han_sui	actor	3k_main_faction_han_sui
ironic_han_sui_campaign_group_casuality	owner	3k_main_faction_han_sui
