member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/caoren		
ironic_cao_ren_preparation_level_0	owner	3k_main_faction_cai_mao
ironic_cao_ren_preparation_level_1	owner	3k_main_faction_cai_mao
ironic_cao_ren_preparation_level_2	owner	3k_main_faction_cai_mao
ironic_cao_ren_preparation_level_3	owner	3k_main_faction_cai_mao
ironic_cao_ren_preparation_level_4	owner	3k_main_faction_cai_mao
ironic_cao_ren_preparation_level_5	owner	3k_main_faction_cai_mao
ironic_cao_ren_preparation_level_6	owner	3k_main_faction_cai_mao
ironic_campaign_group_member_post_battle_effects_close_defeat_cao_ren	actor	3k_main_faction_cai_mao
ironic_campaign_group_member_post_battle_effects_close_victory_cao_ren	actor	3k_main_faction_cai_mao
ironic_campaign_group_member_post_battle_effects_crushing_defeat_cao_ren	actor	3k_main_faction_cai_mao
ironic_campaign_group_member_post_battle_effects_decisive_defeat_cao_ren	actor	3k_main_faction_cai_mao
ironic_campaign_group_member_post_battle_effects_decisive_victory_cao_ren	actor	3k_main_faction_cai_mao
ironic_campaign_group_member_post_battle_effects_heroic_victory_cao_ren	actor	3k_main_faction_cai_mao
ironic_campaign_group_member_post_battle_effects_pyrrhic_victory_cao_ren	actor	3k_main_faction_cai_mao
ironic_campaign_group_member_post_battle_effects_valiant_defeat_cao_ren	actor	3k_main_faction_cai_mao
ironic_group_cao_ren_politics	owner	3k_main_faction_cai_mao
