member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/ironic_wu_huan		
ironic_campaign_group_feature_ambush_in_default_wu_huan	owner	ironic_faction_yellow_turban_wu_huan
ironic_campaign_group_member_pooled_resource_fervour_level_1_wu_huan	owner	ironic_faction_yellow_turban_wu_huan
ironic_campaign_group_member_pooled_resource_fervour_level_2_wu_huan	owner	ironic_faction_yellow_turban_wu_huan
ironic_campaign_group_member_pooled_resource_fervour_level_3_wu_huan	owner	ironic_faction_yellow_turban_wu_huan
ironic_campaign_group_member_pooled_resource_fervour_level_4_wu_huan	owner	ironic_faction_yellow_turban_wu_huan
ironic_campaign_group_member_pooled_resource_fervour_level_5_wu_huan	owner	ironic_faction_yellow_turban_wu_huan
ironic_campaign_group_buildings_district_wu_huan_ember_shrine_1	owner	ironic_faction_yellow_turban_wu_huan
ironic_campaign_group_buildings_district_wu_huan_ember_shrine_2	owner	ironic_faction_yellow_turban_wu_huan
ironic_campaign_group_buildings_district_wu_huan_ember_shrine_3	owner	ironic_faction_yellow_turban_wu_huan
ironic_campaign_group_buildings_district_wu_huan_ember_shrine_4	owner	ironic_faction_yellow_turban_wu_huan
ironic_campaign_group_buildings_district_wu_huan_ember_shrine_5	owner	ironic_faction_yellow_turban_wu_huan
