building_chain	id
#building_chain_availability_sets_tables;0;db/building_chain_availability_sets_tables/ironic_wu_huan	
3k_district_market_school	ironic_ytr_wu_huan
3k_district_residential_logistics	ironic_ytr_wu_huan
3k_ytr_district_artisan_artisan_workshops_yellow_turban	ironic_ytr_wu_huan
3k_ytr_district_artisan_manufacturing_workshops_yellow_turban	ironic_ytr_wu_huan
3k_ytr_district_government_organisation_yellow_turban	ironic_ytr_wu_huan
3k_ytr_district_government_religion_yellow_turban	ironic_ytr_wu_huan
3k_ytr_district_government_scholars_yellow_turban	ironic_ytr_wu_huan
3k_ytr_district_labour_housing_yellow_turban	ironic_ytr_wu_huan
3k_ytr_district_market_inn_yellow_turban	ironic_ytr_wu_huan
3k_ytr_district_market_trade_port_yellow_turban	ironic_ytr_wu_huan
3k_ytr_district_market_trade_yellow_turban	ironic_ytr_wu_huan
3k_ytr_district_military_conscription_yellow_turban	ironic_ytr_wu_huan
3k_ytr_district_military_equipment_yellow_turban	ironic_ytr_wu_huan
3k_ytr_district_military_security_yellow_turban	ironic_ytr_wu_huan
3k_ytr_district_residential_farming_yellow_turban	ironic_ytr_wu_huan
3k_ytr_district_residential_housing_yellow_turban	ironic_ytr_wu_huan
3k_ytr_resource_earth_temple_yellow_turban	ironic_ytr_wu_huan
ironic_ytr_district_wu_huan_ember_shrine	ironic_ytr_wu_huan
