building_chain	id
#building_chain_availability_sets_tables;0;db/building_chain_availability_sets_tables/provincial_side_buildings	
ironic_province_you_standard	tribal_buildings
ironic_province_you_wuhuan	tribal_buildings
ironic_province_you_xianbei	tribal_buildings
ironic_province_bing_standard	tribal_buildings
ironic_province_bing_xiongnu	tribal_buildings
ironic_province_bing_xiliang	tribal_buildings
ironic_province_liang_standard	tribal_buildings
ironic_province_liang_xiliang	tribal_buildings
ironic_province_liang_qiang	tribal_buildings
ironic_province_qing_standard	tribal_buildings
ironic_province_yan_standard	tribal_buildings
ironic_province_xu_standard	tribal_buildings
ironic_province_yu_standard	tribal_buildings
ironic_province_yang_standard	tribal_buildings
ironic_province_yang_yue	tribal_buildings
ironic_province_jing_standard	tribal_buildings
ironic_province_jing_chu	tribal_buildings
ironic_province_yi_standard	tribal_buildings
ironic_province_yi_di	tribal_buildings
ironic_province_yi_nanman	tribal_buildings
ironic_province_jiao_standard	tribal_buildings
ironic_province_jiao_vietnam	tribal_buildings
ironic_province_korea_standard	tribal_buildings
ironic_province_korea_xianbei	tribal_buildings
ironic_province_korea_han	tribal_buildings
ironic_province_yong_standard	tribal_buildings
ironic_province_yong_xiongnu	tribal_buildings
ironic_province_yong_xiliang	tribal_buildings
ironic_province_yong_qiang	tribal_buildings
ironic_province_ji_standard	tribal_buildings
ironic_province_sili_standard	tribal_buildings
ironic_province_sili_chu	tribal_buildings
